#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Avery Eugster,,,,,No Violation,00:00:09.7,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,,Avery Eugster,,12 Avery Eugster > Non Possession > No Violation
2,Brennan Heaven,,,,,No Violation,00:00:22.0,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,,Brennan Heaven,,11 Brennan Heaven > Non Possession > No Violation
3,Isiah Barnes,,,,,Shot Clock Violation,00:00:23.3,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,,Isiah Barnes,,2 Isiah Barnes > Non Possession > Shot Clock Violation
4,PJ Scalisi,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:30.7,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,18:58,"PJ Scalisi, Jason Tagios",P&R BH,23 PJ Scalisi > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
5,Jason Tagios,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:22.5,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,18:42,"Jason Tagios, Dylan Matchett",Post Up,24 Jason Tagios > Post-Up > Right Block > Left Shoulder > Dribble Move > To Jumper > Miss 2 Pts
6,Dylan Matchett,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:14.2,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,18:35,"Isiah Barnes, Dylan Matchett",Transition,32 Dylan Matchett > Transition > Ballhandler > To Basket > Miss 2 Pts
7,Andrew Deppe,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:23.1,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,18:23,"Andrew Deppe, Warren Davis","P&R BH, P&R Roll Man",12 Avery Eugster > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Defense Commits > Ball Delivered > 41 Andrew Deppe > P&R Roll Man > Pick and Pops > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
8,Warren Davis,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:24.5,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,17:53,"Warren Davis, Chuck Clemons, Andrew Deppe",Post Up,22 Warren Davis > Post-Up > Left Block > Right Shoulder > Dribble Move > To Hook > Miss 2 Pts
9,PJ Scalisi,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:11.9,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,17:48,"PJ Scalisi, Brennan Heaven",Transition,23 PJ Scalisi > Transition > Right Wing > To Basket > Miss 2 Pts
10,Dylan Matchett,,,,2FGM,Make 2 Pts,00:00:09.5,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,17:43,Dylan Matchett,Post Up,32 Dylan Matchett > Post-Up > Left Block > Left Shoulder > Dribble Move > To Hook > Make 2 Pts
11,Isiah Barnes,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:17.6,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,17:20,"Isiah Barnes, Chuck Clemons",Spot Up,2 Isiah Barnes > Spot-Up > Drives Left > To Basket > Miss 2 Pts
12,Chuck Clemons,,,,2FGM,Make 2 Pts,00:00:15.0,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,17:12,Chuck Clemons,Transition,4 Chuck Clemons > Transition > Ballhandler > To Basket > Make 2 Pts
13,Isiah Barnes,,,,2FGM,Make 2 Pts,00:00:17.9,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,16:50,Isiah Barnes,P&R BH,2 Isiah Barnes > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts
14,Dylan Matchett,,,,2FGM,Make 2 Pts,00:00:17.8,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,16:25,Dylan Matchett,Post Up,32 Dylan Matchett > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Make 2 Pts
15,Isiah Barnes,,,,"Turnover, Steal",Turnover,00:00:16.2,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,16:03,"Isiah Barnes, Chuck Clemons",,2 Isiah Barnes > No Play Type > Turnover
16,Dylan Matchett,,,,3FGm,Miss 3 Pts,00:00:16.9,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,15:54,Dylan Matchett,Transition,32 Dylan Matchett > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
17,Andrew Deppe,,,,"Off Reb, Foul",Run Offense,00:00:10.0,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,,"Isiah Barnes, Andrew Deppe",Off Reb,41 Andrew Deppe > Offensive Rebound > Long > Run Offense
18,Andrew Deppe,,,,"3FGM, Assist",Make 3 Pts,00:00:17.3,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,15:44,"Chuck Clemons, Andrew Deppe","P&R BH, P&R Roll Man",4 Chuck Clemons > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 41 Andrew Deppe > P&R Roll Man > Pick and Pops > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
19,Noah Colin,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:19.9,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,15:19,"Noah Colin, Andrew Deppe",Spot Up,4 Noah Colin > Spot-Up > Drives Left > To Basket > Miss 2 Pts
20,Avery Eugster,,,,"Turnover, Steal",Turnover,00:00:16.5,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,15:09,"Ijaaz Greene-Burks, Avery Eugster",Post Up,12 Avery Eugster > Post-Up > Left Block > Defense Commits > Turnover
21,Noah Colin,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:18.3,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,14:53,"Noah Colin, Andrew Deppe","P&R BH, Spot Up",11 Brennan Heaven > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 4 Noah Colin > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
22,Andrew Deppe,,,,"Turnover, Steal",Turnover,00:00:16.5,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,14:40,"Brennan Heaven, Andrew Deppe",,41 Andrew Deppe > No Play Type > Turnover
23,Brennan Heaven,,,,"3FGM, Assist",Make 3 Pts,00:00:21.3,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,14:26,"Brennan Heaven, Isiah Barnes",Spot Up,11 Brennan Heaven > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
24,Chuck Clemons,,,,,No Violation,00:00:04.2,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,,Chuck Clemons,,4 Chuck Clemons > Non Possession > No Violation
25,Abubacarr Camara,,,,"2FGM, Foul",0 Pts,00:00:16.9,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,14:05,"Brennan Heaven, Abubacarr Camara",Spot Up,15 Abubacarr Camara > Spot-Up > Drives Left > To Basket > Make 2 Pts Foul > 0 Pts
26,Abubacarr Camara,,,,"FTm, Def Reb",Free Throw,00:00:09.1,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,,"Abubacarr Camara, Brennan Heaven",,15 Abubacarr Camara > Non Possession > Free Throw
27,Jason Tagios,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:24.9,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,13:38,"Jason Tagios, Pat White","P&R BH, Spot Up",21 Ijaaz Greene-Burks > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 24 Jason Tagios > Spot-Up > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts
28,Pat White,,,,"2FGM, Assist",Make 2 Pts,00:00:15.9,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,13:27,"Andrew Deppe, Pat White","Post Up, Cut",41 Andrew Deppe > Post-Up > Left Block > Defense Commits > Ball Delivered > 33 Pat White > Cut > Basket > Make 2 Pts
29,Ijaaz Greene-Burks,,,,2FGm,Miss 2 Pts,00:00:15.8,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,13:11,Ijaaz Greene-Burks,"P&R BH, Spot Up",11 Brennan Heaven > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Ijaaz Greene-Burks > Spot-Up > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts
30,Pat White,,,,Foul,Foul,00:00:18.8,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,12:50,"Noah Colin, Pat White",P&R BH,33 Pat White > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Foul
31,Pat White,,,,FTM,Free Throw,00:00:10.2,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,,Pat White,,33 Pat White > Non Possession > Free Throw
32,Pat White,,,,FTM,Free Throw,00:00:09.6,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,,Pat White,,33 Pat White > Non Possession > Free Throw
33,Isiah Barnes,,,,Foul,Foul,00:00:18.8,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,12:30,"Yechiel Stewart, Isiah Barnes",P&R BH,2 Isiah Barnes > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Foul
34,Isiah Barnes,,,,FTM,Free Throw,00:00:10.4,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,,Isiah Barnes,,2 Isiah Barnes > Non Possession > Free Throw
35,Isiah Barnes,,,,"FTm, Def Reb",Free Throw,00:00:10.3,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,,"Isiah Barnes, Pat White",,2 Isiah Barnes > Non Possession > Free Throw
36,Nate Tawiah-Boateng,,,,Turnover,Turnover,00:00:17.4,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,12:17,Nate Tawiah-Boateng,Post Up,11 Nate Tawiah-Boateng > Post-Up > Right Block > Face-up > Drive Middle > Defense Commits > Turnover
37,Noah Colin,,,,Foul,Foul,00:00:17.9,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,11:45,"Pat White, Noah Colin",Iso,4 Noah Colin > ISO > Right > Drives Left > To Basket > Foul
38,Noah Colin,,,,FTM,Free Throw,00:00:06.8,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,,Noah Colin,,4 Noah Colin > Non Possession > Free Throw
39,Noah Colin,,,,"FTm, Def Reb",Free Throw,00:00:07.7,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,,"Noah Colin, Avery Eugster",,4 Noah Colin > Non Possession > Free Throw
40,Avery Eugster,,,,,No Violation,00:00:17.2,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,,Avery Eugster,,12 Avery Eugster > Non Possession > No Violation
41,Yechiel Stewart,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:10.1,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,11:22,"Yechiel Stewart, Adan Madera",Off Screen,22 Yechiel Stewart > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
42,Isiah Barnes,,,,"Turnover, Steal",Turnover,00:00:14.6,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,11:14,"Isiah Barnes, Pat White",Transition,2 Isiah Barnes > Transition > Ballhandler > Turnover
43,Nate Tawiah-Boateng,,,,Foul,Non Shooting Foul,00:00:18.2,,,,SDB@RPI,12/01/2024,1,,Ijaaz Greene-Burks,,11 Nate Tawiah-Boateng > Non Possession > Non Shooting Foul
44,Yechiel Stewart,,,,"2FGM, Assist",Make 2 Pts,00:00:09.5,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,11:02,"Yechiel Stewart, Chuck Clemons",Cut,22 Yechiel Stewart > Cut > Basket > Make 2 Pts
45,Adan Madera,,,,"Turnover, Steal",Turnover,00:00:10.0,,,SUNY Delhi Broncos,SDB@RPI,12/01/2024,1,10:44,"Adan Madera, Avery Eugster",Spot Up,20 Adan Madera > Spot-Up > Drives Right > Turnover
46,Avery Eugster,,,,,No Violation,00:00:10.2,,,Rensselaer Polytechnic,SDB@RPI,12/01/2024,1,,Avery Eugster,,12 Avery Eugster > Non Possession > No Violation
