#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Alex Moesch,,,,2FGm,Miss 2 Pts,00:00:21.8,,,Hobart College Statesmen,HOB@YPA,11/09/2024,1,19:46,Alex Moesch,Handoff,4 Alex Moesch > Hand Off > From Dribble > Right > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
2,Allen Mordi,,,,"Off Reb, Turnover, Steal",Turnover,00:00:07.9,,,Hobart College Statesmen,HOB@YPA,11/09/2024,1,19:46,"Allen Mordi, Tate Landis",Off Reb,11 Allen Mordi > Offensive Rebound > Long > Turnover
3,Tate Landis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.0,,,York (PA) Spartans,HOB@YPA,11/09/2024,1,19:30,"Tate Landis, Carter Meshanic",Off Screen,20 Tate Landis > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
4,Aidan Rodgers,,,,Turnover,Turnover,00:00:20.5,,,Hobart College Statesmen,HOB@YPA,11/09/2024,1,19:13,Aidan Rodgers,P&R BH,55 Aidan Rodgers > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Turnover
5,Kai Cipalla,,,,"2FGM, Assist",Make 2 Pts,00:00:10.5,,,York (PA) Spartans,HOB@YPA,11/09/2024,1,19:02,"Kai Cipalla, Jayden Rowe",Post Up,22 Kai Cipalla > Post-Up > Left Block > Post Pin > Dribble Move > To Basket > Make 2 Pts
6,Allen Mordi,,,,Foul,Non Shooting Foul,00:00:23.4,,,,HOB@YPA,11/09/2024,1,,Nick Schroeder,,11 Allen Mordi > Non Possession > Non Shooting Foul
7,Alex Moesch,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:27.1,,,Hobart College Statesmen,HOB@YPA,11/09/2024,1,18:22,"Alex Moesch, Kai Cipalla",,4 Alex Moesch > No Play Type > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
8,Nick Schroeder,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:18.6,,,York (PA) Spartans,HOB@YPA,11/09/2024,1,18:03,"Nick Schroeder, Dorian Paki",Handoff,45 Nick Schroeder > Hand Off > From Dribble > Top > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
9,Alex Moesch,,,,"2FGM, Assist",Make 2 Pts,00:00:12.9,,,Hobart College Statesmen,HOB@YPA,11/09/2024,1,17:50,"Alex Moesch, Dorian Paki",Cut,4 Alex Moesch > Cut > Basket > Make 2 Pts
10,Jayden Rowe,,,,2FGM,Make 2 Pts,00:00:13.4,,,York (PA) Spartans,HOB@YPA,11/09/2024,1,17:33,Jayden Rowe,Handoff,1 Jayden Rowe > Hand Off > From Stationary > Left > To Basket > Make 2 Pts
11,Dorian Paki,,,,2FGM,Make 2 Pts,00:00:24.3,,,Hobart College Statesmen,HOB@YPA,11/09/2024,1,17:09,Dorian Paki,Post Up,1 Dorian Paki > Post-Up > Right Block > Right Shoulder > Dribble Move > To Basket > Make 2 Pts
12,Kai Cipalla,,,,"2FGM, Foul",1 Pts,00:00:12.5,,,York (PA) Spartans,HOB@YPA,11/09/2024,1,16:53,"Kai Cipalla, Dorian Paki",Post Up,22 Kai Cipalla > Post-Up > Right Block > Face-up > Drive Baseline > Make 2 Pts Foul > 1 Pts
13,Kai Cipalla,,,,FTM,Free Throw,00:00:06.3,,,York (PA) Spartans,HOB@YPA,11/09/2024,1,,Kai Cipalla,,22 Kai Cipalla > Non Possession > Free Throw
14,Carter Meshanic,,,,2FGM,Make 2 Pts,00:00:28.7,,,Hobart College Statesmen,HOB@YPA,11/09/2024,1,16:26,Carter Meshanic,"P&R BH, Spot Up",55 Aidan Rodgers > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 23 Carter Meshanic > Spot-Up > Drives Left > To Basket > Make 2 Pts
15,Tate Landis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:18.5,,,York (PA) Spartans,HOB@YPA,11/09/2024,1,16:09,"Tate Landis, Allen Mordi","P&R BH, Spot Up",1 Jayden Rowe > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 20 Tate Landis > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
16,Aidan Rodgers,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:20.8,,,Hobart College Statesmen,HOB@YPA,11/09/2024,1,15:54,"Aidan Rodgers, Jayden Rowe",,55 Aidan Rodgers > No Play Type > To Basket > Miss 2 Pts
