#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Alex Tavarez,,,,"2FGM, Assist",Make 2 Pts,00:00:14.0,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,19:51,"Alex Tavarez, Tony Arnold",,22 Alex Tavarez > No Play Type > To Basket > Make 2 Pts
2,Kenny Wilburn,,,,"2FGM, Assist",Make 2 Pts,00:00:23.3,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,19:30,"Chase Dickens, Kenny Wilburn",Spot Up,3 Kenny Wilburn > Spot-Up > No Dribble Jumper > Guarded > Medium/17' to <3p > Make 2 Pts
3,Tony Arnold,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:25.1,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,19:10,"Chase Dickens, Tony Arnold",Spot Up,0 Tony Arnold > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Miss 2 Pts
4,Kenny Wilburn,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:28.7,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,18:46,"Kenny Wilburn, Zachary Rice",Post Up,3 Kenny Wilburn > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts
5,Zachary Rice,,,,"3FGM, Assist",Make 3 Pts,00:00:13.0,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,18:37,"Zachary Rice, Colby Jordan",Transition,2 Zachary Rice > Transition > Trailer > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
6,Brock Bowen,,,,Foul,Non Shooting Foul,00:00:20.0,,,,RIT@BRO,12/03/2024,1,,Colby Jordan,,10 Brock Bowen > Non Possession > Non Shooting Foul
7,Brock Bowen,,,,"3FGM, Assist",Make 3 Pts,00:00:09.4,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,18:19,"Nolan Smih, Brock Bowen",Off Screen,10 Brock Bowen > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
8,Tony Arnold,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:10.1,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,18:09,"Tony Arnold, Chase Dickens",Transition,0 Tony Arnold > Transition > Left Wing > To Basket > Miss 2 Pts
9,Matt Caggiano,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:12.6,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,18:03,"Matt Caggiano, Zachary Rice",Transition,5 Matt Caggiano > Transition > First Middle > Dribble Jumper > Long/3pt > Miss 3 Pts
10,Alex Tavarez,,,,,No Violation,00:00:20.3,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,,Alex Tavarez,,22 Alex Tavarez > Non Possession > No Violation
11,Alex Tavarez,,,,,No Violation,00:00:11.1,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,,Alex Tavarez,,22 Alex Tavarez > Non Possession > No Violation
12,Adewale Fasanmi,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:15.1,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,17:37,"Kenny Wilburn, Adewale Fasanmi",Cut,23 Adewale Fasanmi > Cut > Basket > Miss 2 Pts
13,Chase Dickens,,,,Foul,Non Shooting Foul,00:00:14.5,,,,RIT@BRO,12/03/2024,1,,Alex Tavarez,,11 Chase Dickens > Non Possession > Non Shooting Foul
14,Matt Caggiano,,,,Turnover,Turnover,00:00:10.5,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,17:25,Matt Caggiano,P&R BH,5 Matt Caggiano > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover
15,Tony Arnold,,,,"2FGM, Assist",Make 2 Pts,00:00:29.4,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,16:54,"Tony Arnold, Colby Jordan",Spot Up,0 Tony Arnold > Spot-Up > Drives Left > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
16,Brock Bowen,,,,3FGm,Miss 3 Pts,00:00:23.9,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,16:34,Brock Bowen,Off Screen,10 Brock Bowen > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
17,Colby Jordan,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:12.6,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,16:22,"Colby Jordan, Nolan Smih",P&R BH,1 Colby Jordan > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts
18,Matt Caggiano,,,,"Turnover, Steal",Turnover,00:00:09.2,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,16:17,"Matt Caggiano, Zachary Rice",Transition,5 Matt Caggiano > Transition > Ballhandler > Turnover
19,Zachary Rice,,,,3FGm,Miss 3 Pts,00:00:11.7,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,16:10,Zachary Rice,Transition,2 Zachary Rice > Transition > Ballhandler > Dribble Jumper > Long/3pt > Miss 3 Pts
20,Nolan Smih,,,,"Turnover, Steal",Turnover,00:00:27.5,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,15:48,"Nolan Smih, Zachary Rice",,22 Nolan Smih > No Play Type > Turnover
21,Alex Tavarez,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.8,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,15:39,"Alex Tavarez, Matt Caggiano",Spot Up,22 Alex Tavarez > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
22,Matt Caggiano,,,,2FGm,Miss 2 Pts,00:00:19.9,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,15:26,Matt Caggiano,Iso,5 Matt Caggiano > ISO > Right > Drives Left > Dribble Jumper > Short to < 17' > Miss 2 Pts
23,Kenny Wilburn,,,,"2FGM, Off Reb",Make 2 Pts,00:00:07.1,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,15:26,Kenny Wilburn,Off Reb,3 Kenny Wilburn > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
24,Tony Arnold,,,,,No Violation,00:00:19.5,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,,Tony Arnold,,0 Tony Arnold > Non Possession > No Violation
25,Colby Jordan,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:13.1,,,Brockport Golden Eagles,RIT@BRO,12/03/2024,1,14:57,"Colby Jordan, Brock Bowen, Kenny Wilburn",P&R BH,1 Colby Jordan > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts
26,Kenny Wilburn,,,,Foul,Foul,00:00:13.7,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,14:46,"Adewale Fasanmi, Kenny Wilburn",Cut,3 Kenny Wilburn > Cut > Basket > Foul
27,Kenny Wilburn,,,,FTm,Free Throw,00:00:05.8,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,,Kenny Wilburn,,3 Kenny Wilburn > Non Possession > Free Throw
28,Kenny Wilburn,,,,FTM,Free Throw,00:00:08.1,,,Rochester Institute of Technology Tigers,RIT@BRO,12/03/2024,1,,Kenny Wilburn,,3 Kenny Wilburn > Non Possession > Free Throw
