#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Isaiah Austin,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:18.4,,,SUNY Cortland Dragons,SCD@IC,11/13/2024,1,19:46,"Isaiah Austin, Jaylon O'Neal",Spot Up,0 Isaiah Austin > Spot-Up > Drives Left > To Basket > Miss 2 Pts
2,Jaylon O'Neal,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:27.4,,,Ithaca College,SCD@IC,11/13/2024,1,19:27,"Jaylon O'Neal, Kendall Arcuri",Cut,2 Jaylon O'Neal > Cut > Basket > Miss 2 Pts
3,Jaylon O'Neal,,,,"2FGM, Assist",Make 2 Pts,00:00:11.8,,,Ithaca College,SCD@IC,11/13/2024,1,19:21,"Jaylon O'Neal, Evan Cabral",Cut,2 Jaylon O'Neal > Cut > Basket > Make 2 Pts
4,Joel Davis,,,,"2FGM, Assist",Make 2 Pts,00:00:27.2,,,SUNY Cortland Dragons,SCD@IC,11/13/2024,1,18:55,"Joel Davis, Aaron Coston",Cut,23 Joel Davis > Cut > Basket > Make 2 Pts
5,Laurence Brady,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:19.5,,,Ithaca College,SCD@IC,11/13/2024,1,18:32,"Laurence Brady, Kendall Arcuri","P&R BH, Spot Up",15 Evan Cabral > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Laurence Brady > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
6,Jaylen Warmack,,,,2FGm,Miss 2 Pts,00:00:19.6,,,SUNY Cortland Dragons,SCD@IC,11/13/2024,1,18:18,Jaylen Warmack,Spot Up,2 Jaylen Warmack > Spot-Up > Drives Left > To Basket > Miss 2 Pts
7,Chris Leysath,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:17.8,,,Ithaca College,SCD@IC,11/13/2024,1,17:57,"Chris Leysath, Kendall Arcuri",Post Up,30 Chris Leysath > Post-Up > Left Block > Right Shoulder > Dribble Move > To Drop Step > Miss 2 Pts
8,Joel Davis,,,,Foul,Non Shooting Foul,00:00:22.2,,,,SCD@IC,11/13/2024,1,,Evan Cabral,,23 Joel Davis > Non Possession > Non Shooting Foul
9,Jaylen Warmack,,,,"Turnover, Steal",Turnover,00:00:07.3,,,SUNY Cortland Dragons,SCD@IC,11/13/2024,1,17:43,"Jaylen Warmack, Evan Cabral",,2 Jaylen Warmack > No Play Type > Turnover
10,Logan Wendell,,,,2FGM,Make 2 Pts,00:00:20.1,,,Ithaca College,SCD@IC,11/13/2024,1,17:35,Logan Wendell,Spot Up,1 Logan Wendell > Spot-Up > Drives Left > To Basket > Make 2 Pts
11,Jaylen Warmack,,,,"3FGM, Assist",Make 3 Pts,00:00:16.0,,,SUNY Cortland Dragons,SCD@IC,11/13/2024,1,17:12,"Jaylen Warmack, Kendall Arcuri",Spot Up,2 Jaylen Warmack > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
12,Jaylon O'Neal,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:20.3,,,Ithaca College,SCD@IC,11/13/2024,1,16:49,"Jaylon O'Neal, Kendall Arcuri",Iso,2 Jaylon O'Neal > ISO > Top > Drives Left > To Basket > Miss 2 Pts
13,Aaron Coston,,,,"3FGM, Assist",Make 3 Pts,00:00:22.0,,,SUNY Cortland Dragons,SCD@IC,11/13/2024,1,16:36,"Aaron Coston, Isaiah Austin",Spot Up,24 Aaron Coston > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
14,Logan Wendell,,,,"3FGM, Assist",Make 3 Pts,00:00:28.7,,,Ithaca College,SCD@IC,11/13/2024,1,16:09,"Logan Wendell, Jaylon O'Neal",Spot Up,1 Logan Wendell > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
15,Kendall Arcuri,,,,"3FGM, Assist",Make 3 Pts,00:00:12.6,,,SUNY Cortland Dragons,SCD@IC,11/13/2024,1,15:54,"Kendall Arcuri, Jaylen Warmack",Transition,40 Kendall Arcuri > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
16,Evan Cabral,,,,Foul,Non Shooting Foul,00:00:15.7,,,,SCD@IC,11/13/2024,1,,Isaiah Austin,,15 Evan Cabral > Non Possession > Non Shooting Foul
17,Logan Wendell,,,,3FGM,Make 3 Pts,00:00:19.2,,,Ithaca College,SCD@IC,11/13/2024,1,15:27,Logan Wendell,Iso,1 Logan Wendell > ISO > Left > Early Jumper > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
18,Aaron Coston,,,,"2FGM, Assist",Make 2 Pts,00:00:17.8,,,SUNY Cortland Dragons,SCD@IC,11/13/2024,1,15:05,"Aaron Coston, Jaylen Warmack",Cut,24 Aaron Coston > Cut > Flash > Make 2 Pts
