#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,William Miller,,,,2FGM,Make 2 Pts,00:00:20.7,,,Ohio Northern Polar Bears,ONU@VC,11/08/2024,1,19:37,William Miller,"P&R BH, Spot Up",1 Mason Studer > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 2 William Miller > Spot-Up > Drives Right > To Basket > Make 2 Pts
2,Eric Zhang,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:22.0,,,Vassar Brewers,ONU@VC,11/08/2024,1,19:19,"Eric Zhang, William Miller",Spot Up,13 Eric Zhang > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
3,William Miller,,,,3FGm,Miss 3 Pts,00:00:22.0,,,Ohio Northern Polar Bears,ONU@VC,11/08/2024,1,18:56,William Miller,"Post Up, Spot Up",21 Theo Maag > Post-Up > Left Block > Defense Commits > Ball Delivered > 2 William Miller > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
4,Blake Michael,,,,Off Reb,Run Offense,00:00:08.5,,,Ohio Northern Polar Bears,ONU@VC,11/08/2024,1,,Blake Michael,Off Reb,4 Blake Michael > Offensive Rebound > Long > Run Offense
5,Mason Studer,,,,3FGm,Miss 3 Pts,00:00:26.7,,,Ohio Northern Polar Bears,ONU@VC,11/08/2024,1,18:35,Mason Studer,Off Screen,1 Mason Studer > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
6,Blake Michael,,,,"Off Reb, Foul",Run Offense,00:00:09.4,,,Ohio Northern Polar Bears,ONU@VC,11/08/2024,1,,"Blake Michael, Nathan Denham",Off Reb,4 Blake Michael > Offensive Rebound > Short > Run Offense
7,Theo Maag,,,,2FGM,Make 2 Pts,00:00:06.9,,,Ohio Northern Polar Bears,ONU@VC,11/08/2024,1,18:28,Theo Maag,Post Up,21 Theo Maag > Post-Up > Left Block > Left Shoulder > Dribble Move > To Hook > Make 2 Pts
8,Nathan Denham,,,,"Turnover, Steal",Turnover,00:00:18.5,,,Vassar Brewers,ONU@VC,11/08/2024,1,18:06,"Nathan Denham, Blake Michael",Spot Up,22 Nathan Denham > Spot-Up > Drives Left > Turnover
9,William Miller,,,,Foul,Non Shooting Foul,00:00:07.6,,,,ONU@VC,11/08/2024,1,,Eric Zhang,,2 William Miller > Non Possession > Non Shooting Foul
10,Blake Michael,,,,"2FGM, Assist",Make 2 Pts,00:00:12.2,,,Ohio Northern Polar Bears,ONU@VC,11/08/2024,1,18:01,"Blake Michael, Mason Studer",Cut,4 Blake Michael > Cut > Screen > Make 2 Pts
11,Shea Fitzgerald,,,,2FGm,Miss 2 Pts,00:00:17.5,,,Vassar Brewers,ONU@VC,11/08/2024,1,17:41,Shea Fitzgerald,Post Up,3 Shea Fitzgerald > Post-Up > Right Block > Left Shoulder > Dribble Move > To Jumper > Miss 2 Pts
12,Shea Fitzgerald,,,,"Turnover, Steal",Turnover,00:00:10.5,,,Vassar Brewers,ONU@VC,11/08/2024,1,17:29,"Carter Reese, Shea Fitzgerald",Spot Up,3 Shea Fitzgerald > Spot-Up > Drives Left > Turnover
13,Carter Reese,,,,"3FGM, Assist",Make 3 Pts,00:00:22.5,,,Ohio Northern Polar Bears,ONU@VC,11/08/2024,1,17:12,"Carter Reese, Mason Studer",Spot Up,15 Carter Reese > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
14,Sebastian Medina,,,,,No Violation,00:00:14.5,,,Vassar Brewers,ONU@VC,11/08/2024,1,,Sebastian Medina,,5 Sebastian Medina > Non Possession > No Violation
