#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Nate Kwiecinski,,,,"3FGM, Assist",Make 3 Pts,00:00:21.2,,,Colby Mules,COL@UNY,12/01/2024,1,19:44,"Nate Kwiecinski, Max Poulton",Spot Up,14 Nate Kwiecinski > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
2,Tanner Tedesco,,,,"Turnover, Steal",Turnover,00:00:13.3,,,Union (NY) Chargers,COL@UNY,12/01/2024,1,19:31,"Tanner Tedesco, Max Poulton",Spot Up,5 Tanner Tedesco > Spot-Up > Drives Left > Turnover
3,Marcos Montiel,,,,"3FGM, Assist",Make 3 Pts,00:00:11.8,,,Colby Mules,COL@UNY,12/01/2024,1,19:26,"Marcos Montiel, Savion Stroud",Transition,3 Marcos Montiel > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
4,Matthew Garside,,,,"3FGm, Def Reb, Block, Blocked Attempt",Miss 3 Pts,00:00:10.7,,,Union (NY) Chargers,COL@UNY,12/01/2024,1,19:15,"Matthew Garside, Max Poulton, Jack Lawson",Transition,12 Matthew Garside > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
5,Marcos Montiel,,,,"3FGM, Assist",Make 3 Pts,00:00:21.5,,,Colby Mules,COL@UNY,12/01/2024,1,19:00,"Marcos Montiel, Jack Lawson","Post Up, Spot Up",32 Jack Lawson > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 3 Marcos Montiel > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
6,Jack Plesser,,,,"2FGM, Assist",Make 2 Pts,00:00:19.3,,,Union (NY) Chargers,COL@UNY,12/01/2024,1,18:40,"Jack Plesser, Tanner Tedesco",Cut,33 Jack Plesser > Cut > Flash > Make 2 Pts
7,Jack Lawson,,,,Foul,Foul,00:00:14.0,,,Colby Mules,COL@UNY,12/01/2024,1,18:25,"Christian Dufort, Jack Lawson","P&R BH, P&R Roll Man",23 Savion Stroud > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 32 Jack Lawson > P&R Roll Man > Rolls to Basket > Foul
8,Jack Lawson,,,,FTm,Free Throw,00:00:06.3,,,Colby Mules,COL@UNY,12/01/2024,1,,Jack Lawson,,32 Jack Lawson > Non Possession > Free Throw
9,Jack Lawson,,,,"FTm, Def Reb",Free Throw,00:00:06.3,,,Colby Mules,COL@UNY,12/01/2024,1,,"Jack Lawson, Jack Plesser",,32 Jack Lawson > Non Possession > Free Throw
10,Jack Plesser,,,,"2FGM, Assist",Make 2 Pts,00:00:08.2,,,Union (NY) Chargers,COL@UNY,12/01/2024,1,18:12,"Jack Plesser, Christian Dufort",Cut,33 Jack Plesser > Cut > Flash > Make 2 Pts
11,Nate Kwiecinski,,,,2FGM,Make 2 Pts,00:00:17.6,,,Colby Mules,COL@UNY,12/01/2024,1,17:59,Nate Kwiecinski,Post Up,14 Nate Kwiecinski > Post-Up > Right Block > Right Shoulder > Dribble Move > To Jumper > Make 2 Pts
12,Jack Plesser,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:11.0,,,Union (NY) Chargers,COL@UNY,12/01/2024,1,17:49,"Nate Kwiecinski, Jack Plesser",Transition,33 Jack Plesser > Transition > First Middle > No Dribble Jumper > Guarded > Short to < 17' > Miss 2 Pts
13,Savion Stroud,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:32.1,,,Colby Mules,COL@UNY,12/01/2024,1,17:27,"Jack Plesser, Savion Stroud",P&R BH,23 Savion Stroud > P&R Ball Handler > High P&R > Go Away from Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
14,Jaden Jauregui,,,,2FGM,Make 2 Pts,00:00:21.2,,,Union (NY) Chargers,COL@UNY,12/01/2024,1,17:08,Jaden Jauregui,"P&R BH, Spot Up",12 Matthew Garside > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 13 Jaden Jauregui > Spot-Up > Drives Left > To Basket > Make 2 Pts
15,Savion Stroud,,,,"2FGM, Assist",Make 2 Pts,00:00:13.5,,,Colby Mules,COL@UNY,12/01/2024,1,16:52,"Savion Stroud, Jack Lawson",Cut,23 Savion Stroud > Cut > Basket > Make 2 Pts
16,Matthew Garside,,,,"3FGM, Assist",Make 3 Pts,00:00:10.6,,,Union (NY) Chargers,COL@UNY,12/01/2024,1,16:46,"Tanner Tedesco, Matthew Garside",Transition,12 Matthew Garside > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
17,Max Poulton,,,,3FGm,Miss 3 Pts,00:00:19.8,,,Colby Mules,COL@UNY,12/01/2024,1,16:31,Max Poulton,Handoff,1 Max Poulton > Hand Off > From Dribble > Top > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
18,Savion Stroud,,,,"2FGM, Off Reb",Make 2 Pts,00:00:09.8,,,Colby Mules,COL@UNY,12/01/2024,1,16:31,Savion Stroud,Off Reb,23 Savion Stroud > Offensive Rebound > Short > Scoring Attempt > Short to < 17' > Make 2 Pts
19,Jack Plesser,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.2,,,Union (NY) Chargers,COL@UNY,12/01/2024,1,16:13,"Jack Plesser, Jack Lawson",Cut,33 Jack Plesser > Cut > Flash > Miss 2 Pts
20,Jack Lawson,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:19.8,,,Colby Mules,COL@UNY,12/01/2024,1,16:00,"Jack Lawson, Jack Plesser",Spot Up,32 Jack Lawson > Spot-Up > Drives Right > To Basket > Miss 2 Pts
