Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
NAZ,RIT,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Kenny Wilburn,Spot Ups,Straight,Drive,N/A,N/A,N/A,N/A,Empire 8,Liberty League,1,2.0,2024
NAZ,RIT,Nazareth College Golden Flyers,2pmi,To Basket,Jaylen Savage,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Empire 8,Liberty League,2,1.0,2024
NAZ,RIT,Nazareth College Golden Flyers,3pmi,No Dribble Jumper,Tyler Putney,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,4,4.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Kenny Wilburn,Iso,Top,N/A,N/A,N/A,N/A,N/A,Empire 8,Liberty League,5,1.0,2024
NAZ,RIT,Nazareth College Golden Flyers,Foul,To Basket,Jaylen Savage,PNR,Left,Away,Logan Blankenberg,Cuts,N/A,Basket,Empire 8,Liberty League,8,1.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Kenny Wilburn,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,Empire 8,Liberty League,11,1.0,2024
NAZ,RIT,Nazareth College Golden Flyers,3pmi,No Dribble Jumper,Jaylen Savage,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,12,4.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,Empire 8,Liberty League,13,1.0,2024
NAZ,RIT,Nazareth College Golden Flyers,2pmi,Dribble Jumper,Luke Insley,PNR,Left,Off,N/A,N/A,N/A,N/A,Empire 8,Liberty League,14,2.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Kenny Wilburn,Iso,Top,N/A,N/A,N/A,N/A,N/A,Empire 8,Liberty League,15,2.0,2024
NAZ,RIT,Nazareth College Golden Flyers,Foul,To Basket,Jaylen Savage,PNR,Left,Off,N/A,N/A,N/A,N/A,Empire 8,Liberty League,16,1.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Brock Bowen,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,Empire 8,Liberty League,19,4.0,2024
NAZ,RIT,Nazareth College Golden Flyers,2pMa,To Basket,Jaylen Savage,Iso,Right,N/A,N/A,N/A,N/A,N/A,Empire 8,Liberty League,20,1.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,2pmi,No Dribble Jumper,Kenny Wilburn,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,21,3.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Brody Brown,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Empire 8,Liberty League,23,1.0,2024
NAZ,RIT,Nazareth College Golden Flyers,2pmi,Dribble Jumper,Jaylen Savage,PNR,Left,Off,N/A,N/A,N/A,N/A,Empire 8,Liberty League,24,2.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,Empire 8,Liberty League,25,1.0,2024
NAZ,RIT,Nazareth College Golden Flyers,Turnover,N/A,Luke Insley,PNR,Left,Off,Jaylen Savage,Spot Ups,Left,Drive,Empire 8,Liberty League,26,1.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Kenny Wilburn,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,27,4.0,2024
NAZ,RIT,Nazareth College Golden Flyers,3pMa,No Dribble Jumper,Logan Blankenberg,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,Empire 8,Liberty League,28,4.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A,Empire 8,Liberty League,29,1.0,2024
NAZ,RIT,Nazareth College Golden Flyers,3pMa,No Dribble Jumper,Logan Blankenberg,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,30,4.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Post,Left,N/A,Matt Caggiano,Spot Ups,Left,Drive,Empire 8,Liberty League,31,1.0,2024
NAZ,RIT,Nazareth College Golden Flyers,2pMa,To Basket,Jack Broderick,Iso,Top,N/A,Logan Blankenberg,Cuts,N/A,Basket,Empire 8,Liberty League,32,1.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Matt Caggiano,PNR,High,Away,N/A,N/A,N/A,N/A,Empire 8,Liberty League,33,1.0,2024
NAZ,RIT,Nazareth College Golden Flyers,3pmi,No Dribble Jumper,Solomon Mcfarlane,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Empire 8,Liberty League,34,4.0,2024
NAZ,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Brody Brown,PNR,Left,Off,N/A,N/A,N/A,N/A,Empire 8,Liberty League,37,3.0,2024
NAZ,RIT,Nazareth College Golden Flyers,2pmi,To Basket,Logan Blankenberg,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,Empire 8,Liberty League,38,1.0,2024
NAZ,RIT,Nazareth College Golden Flyers,3pmi,Dribble Jumper,Solomon Mcfarlane,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Empire 8,Liberty League,40,4.0,2024
