Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
RIT,IC,Ithaca College,3pMa,No Dribble Jumper,Andrew Geschickter,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,2,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Josiah Turner,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,3,4.0,2024
RIT,IC,Ithaca College,2pmi,To Basket,Aidan Holmes,PNR,Left,Off,Gavin Schauder,P&R Roll Man,N/A,Roll,Liberty League,Liberty League,4,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pMa,To Basket,Josiah Turner,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,1.0,2024
RIT,IC,Ithaca College,3pmi,No Dribble Jumper,Andrew Geschickter,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,6,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pmi,To Basket,Keegan Ocorr,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,7,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pMa,To Basket,Josiah Turner,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,8,1.0,2024
RIT,IC,Ithaca College,Foul,No Dribble Jumper,Logan Wendell,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,9,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,13,2.0,2024
RIT,IC,Ithaca College,3pmi,No Dribble Jumper,Logan Wendell,PNR,High,Off,Evan Cabral,Spot Ups,N/A,Shot,Liberty League,Liberty League,14,4.0,2024
RIT,IC,Ithaca College,Turnover,N/A,Logan Wendell,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,16,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,17,4.0,2024
RIT,IC,Ithaca College,3pmi,No Dribble Jumper,Andrew Geschickter,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,18,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Chase Dickens,Iso,Top,N/A,Jackson Otis,Spot Ups,N/A,Shot,Liberty League,Liberty League,19,4.0,2024
RIT,IC,Ithaca College,Foul,To Basket,Evan Cabral,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,20,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,And1,To Basket,Chase Dickens,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,23,1.0,2024
RIT,IC,Ithaca College,3pmi,No Dribble Jumper,Alex Penders,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,25,4.0,2024
RIT,IC,Ithaca College,2pmi,To Basket,Aidan Holmes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,26,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Brock Bowen,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,27,4.0,2024
RIT,IC,Ithaca College,3pmi,No Dribble Jumper,Alex Penders,Post,Left,N/A,Logan Wendell,Spot Ups,N/A,Shot,Liberty League,Liberty League,28,4.0,2024
RIT,IC,Ithaca College,Foul,To Basket,Evan Cabral,Post,Left,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,30,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Iso,Top,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,34,1.0,2024
RIT,IC,Ithaca College,3pmi,No Dribble Jumper,Evan Cabral,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,35,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pMa,To Basket,Brock Bowen,PNR,Left,Off,Josiah Turner,Cuts,N/A,Basket,Liberty League,Liberty League,36,1.0,2024
RIT,IC,Ithaca College,3pmi,No Dribble Jumper,Alex Penders,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,37,4.0,2024
RIT,IC,Ithaca College,3pmi,No Dribble Jumper,Evan Cabral,PNR,Right,Off,Aidan Holmes,Spot Ups,N/A,Shot,Liberty League,Liberty League,39,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pMa,To Basket,Chase Dickens,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A,Liberty League,Liberty League,40,1.0,2024
RIT,IC,Ithaca College,3pMa,No Dribble Jumper,Evan Cabral,PNR,Left,Off,Cole Wissink,P&R Roll Man,N/A,Pop,Liberty League,Liberty League,41,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Chase Dickens,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,42,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Matt Caggiano,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,44,4.0,2024
RIT,IC,Ithaca College,2pMa,To Basket,Evan Cabral,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,45,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Post,Middle,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,46,1.0,2024
RIT,IC,Ithaca College,3pmi,Dribble Jumper,Logan Wendell,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,47,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pmi,To Basket,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,48,1.0,2024
RIT,IC,Ithaca College,Foul,To Basket,Evan Cabral,Hand Offs,Top,Stationary,N/A,N/A,N/A,N/A,Liberty League,Liberty League,49,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,Turnover,N/A,Keegan Ocorr,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,52,1.0,2024
RIT,IC,Ithaca College,2pMa,Dribble Jumper,Cole Wissink,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,53,2.0,2024
RIT,IC,Rochester Institute of Technology Tigers,Foul,No Dribble Jumper,Matt Caggiano,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,55,4.0,2024
RIT,IC,Ithaca College,3pmi,Dribble Jumper,Jaylon O'Neal,PNR,High,Off,Andrew Geschickter,Spot Ups,Right,Drive,Liberty League,Liberty League,59,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brody Brown,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,60,4.0,2024
RIT,IC,Ithaca College,2pMa,To Basket,Bryce Bleibtrey,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,61,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Kenny Wilburn,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,63,2.0,2024
RIT,IC,Ithaca College,3pMa,No Dribble Jumper,Alex Penders,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,64,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pmi,To Basket,Brandon Weiss,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,65,1.0,2024
RIT,IC,Ithaca College,3pMa,No Dribble Jumper,Cole Wissink,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,66,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pmi,To Basket,Mark Osime,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,67,1.0,2024
RIT,IC,Ithaca College,Foul,To Basket,Gavin Schauder,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,68,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Josiah Turner,Iso,Top,N/A,Brandon Weiss,Spot Ups,N/A,Shot,Liberty League,Liberty League,71,4.0,2024
RIT,IC,Ithaca College,2pmi,Dribble Jumper,Andrew Geschickter,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,72,2.0,2024
RIT,IC,Rochester Institute of Technology Tigers,Foul,To Basket,Matt Caggiano,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A,Liberty League,Liberty League,73,1.0,2024
RIT,IC,Ithaca College,2pMa,Dribble Jumper,Evan Cabral,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,76,2.0,2024
RIT,IC,Rochester Institute of Technology Tigers,Turnover,N/A,Brock Bowen,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,77,1.0,2024
RIT,IC,Ithaca College,2pMa,To Basket,Andrew Geschickter,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A,Liberty League,Liberty League,78,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,Turnover,N/A,Chase Dickens,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,79,1.0,2024
RIT,IC,Ithaca College,3pMa,Dribble Jumper,Aidan Holmes,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,80,4.0,2024
RIT,IC,Rochester Institute of Technology Tigers,2pMa,To Basket,Chase Dickens,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,Liberty League,Liberty League,81,1.0,2024
RIT,IC,Ithaca College,2pmi,To Basket,Laurence Brady,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,82,1.0,2024
RIT,IC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brody Brown,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,83,4.0,2024
RIT,IC,Ithaca College,Foul,No Dribble Jumper,Andrew Geschickter,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,84,4.0,2024
