Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
RIT,CU,Clarkson University Golden Knights,2pmi,To Basket,Braeden Burns,PNR,High,Off,Jack Dalgety,Cuts,N/A,Basket,Liberty League,Liberty League,1,1.0,2024
RIT,CU,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Off Screens,Right,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,2,4.0,2024
RIT,CU,Clarkson University Golden Knights,2pMa,Hook Shot,Finn Cork,Post,Middle,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,3,1.0,2024
RIT,CU,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Keegan Ocorr,PNR,Right,Off,Jackson Otis,Spot Ups,N/A,Shot,Liberty League,Liberty League,4,4.0,2024
RIT,CU,Clarkson University Golden Knights,2pmi,Dribble Jumper,Ryan Miles-Ferguson,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,3.0,2024
RIT,CU,Clarkson University Golden Knights,2pmi,To Basket,Jack Dalgety,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,6,1.0,2024
RIT,CU,Rochester Institute of Technology Tigers,Turnover,N/A,Josiah Turner,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,7,1.0,2024
RIT,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Braeden Burns,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,8,4.0,2024
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Keegan Ocorr,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,9,4.0,2024
RIT,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Steve DeRegis,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,10,4.0,2024
RIT,CU,Rochester Institute of Technology Tigers,Foul,To Basket,Josiah Turner,Iso,Top,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,11,1.0,2024
RIT,CU,Clarkson University Golden Knights,3pmi,Dribble Jumper,Ryan Miles-Ferguson,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,14,4.0,2024
RIT,CU,Clarkson University Golden Knights,2pmi,N/A,Finn Cork,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,17,1.0,2024
RIT,CU,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Jackson Otis,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,18,4.0,2024
RIT,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Braeden Burns,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,19,4.0,2024
RIT,CU,Rochester Institute of Technology Tigers,2pMa,To Basket,Keegan Ocorr,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,20,1.0,2024
RIT,CU,Clarkson University Golden Knights,2pmi,To Basket,Braeden Burns,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,21,1.0,2024
RIT,CU,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Brock Bowen,Iso,Left,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,22,4.0,2024
RIT,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Steve DeRegis,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,Liberty League,Liberty League,23,4.0,2024
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Mark Osime,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,24,1.0,2024
RIT,CU,Clarkson University Golden Knights,3pMa,Dribble Jumper,Ryan Miles-Ferguson,PNR,Left,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,25,4.0,2024
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,PNR,Left,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,26,1.0,2024
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Chase Dickens,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,28,4.0,2024
RIT,CU,Rochester Institute of Technology Tigers,Foul,To Basket,Kenny Wilburn,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,30,1.0,2024
RIT,CU,Clarkson University Golden Knights,2pmi,Dribble Jumper,Ryan Miles-Ferguson,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,33,2.0,2024
RIT,CU,Rochester Institute of Technology Tigers,2pmi,No Dribble Jumper,Kenny Wilburn,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,34,3.0,2024
RIT,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Finn Cork,Post,Left,Left Shoulder,Jack Dalgety,Spot Ups,N/A,Shot,Liberty League,Liberty League,35,4.0,2024
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brody Brown,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,36,4.0,2024
RIT,CU,Clarkson University Golden Knights,3pMa,Dribble Jumper,Steve DeRegis,PNR,High,Off,Braeden Burns,Spot Ups,Straight,Drive,Liberty League,Liberty League,37,4.0,2024
RIT,CU,Rochester Institute of Technology Tigers,2pmi,Drop Step,Kenny Wilburn,Post,Right,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,38,1.0,2024
RIT,CU,Clarkson University Golden Knights,2pMa,To Basket,Finn Cork,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,39,1.0,2024
RIT,CU,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Keegan Ocorr,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,40,2.0,2024
RIT,CU,,Foul,To Basket,Steve DeRegis,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,41,1.0,2024
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Chase Dickens,Off Screens,Right,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,44,4.0,2024
RIT,CU,Clarkson University Golden Knights,2pMa,To Basket,Ryan Miles-Ferguson,Post,Right,Right Shoulder,Jack Dalgety,Spot Ups,Left,Drive,Liberty League,Liberty League,45,1.0,2024
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,PNR,Right,Off,Keegan Ocorr,Spot Ups,N/A,Shot,Liberty League,Liberty League,46,4.0,2024
