Player,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Brock Bowen,Rochester Institute of Technology Tigers,71,71,31,43.662,0,0,,0,0,,65.49296,0,0
Jackson Otis,Rochester Institute of Technology Tigers,34,30,11,36.6667,4,2,50.0,4,2,50.0,54.41176,0,0
Matt Caggiano,Rochester Institute of Technology Tigers,34,33,12,36.3636,0,0,,0,0,,54.54545,0,1
Brody Brown,Rochester Institute of Technology Tigers,33,33,8,24.2424,0,0,,0,0,,36.36364,0,0
Brandon Weiss,Rochester Institute of Technology Tigers,31,30,12,40.0,1,0,0.0,1,0,0.0,58.06452,0,0
Chase Dickens,Rochester Institute of Technology Tigers,30,30,8,26.6667,0,0,,0,0,,40.0,0,0
Kenny Wilburn,Rochester Institute of Technology Tigers,23,9,2,22.2222,14,1,7.1429,14,1,7.1429,17.3913,0,0
Zac Ditzel,Rochester Institute of Technology Tigers,23,21,9,42.8571,1,0,0.0,1,0,0.0,61.36364,0,1
Keegan Ocorr,Rochester Institute of Technology Tigers,22,20,5,25.0,2,1,50.0,2,1,50.0,38.63636,0,0
Josiah Turner,Rochester Institute of Technology Tigers,21,18,6,33.3333,3,2,66.6667,3,2,66.6667,52.38095,0,0
Mark Osime,Rochester Institute of Technology Tigers,16,15,4,26.6667,0,0,,0,0,,40.0,0,1
Jack Dalgety,Clarkson University Golden Knights,14,14,4,28.5714,0,0,,0,0,,42.85714,0,0
Avery Eugster,Rensselaer Polytechnic,12,12,5,41.6667,0,0,,0,0,,62.5,0,0
Luke Mcgarrity,Union (NY) Dutchmen,11,11,5,45.4545,0,0,,0,0,,68.18182,0,0
Ronnie Toole,Rochester Institute of Technology Tigers,9,9,1,11.1111,0,0,,0,0,,16.66667,0,0
Luke Granto,Rochester Institute of Technology Tigers,9,9,0,0.0,0,0,,0,0,,0.0,0,0
Dyland Matchett,Rensselaer Polytechnic,8,8,2,25.0,0,0,,0,0,,37.5,0,0
Alex Moesch,Hobart College Statesmen,7,7,4,57.1429,0,0,,0,0,,85.71429,0,0
Connor Cepiel,Union (NY) Dutchmen,7,7,4,57.1429,0,0,,0,0,,85.71429,0,0
Samer Sawan,Gallaudet University Bison,7,7,5,71.4286,0,0,,0,0,,107.14286,0,0
Elliot Harris,Bard College,6,5,2,40.0,0,0,,0,0,,60.0,0,1
Sean Wilcox,Bard College,6,6,0,0.0,0,0,,0,0,,0.0,0,0
Steve DeRegis,Clarkson University Golden Knights,6,6,3,50.0,0,0,,0,0,,75.0,0,0
Ryan Lucey,Hobart College Statesmen,6,6,4,66.6667,0,0,,0,0,,100.0,0,0
Aidan Roy,Skidmore Thoroughbreds,6,6,2,33.3333,0,0,,0,0,,50.0,0,0
