Player,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Josiah Turner,Rochester Institute of Technology Tigers,7,0,0,,5,5,100.0,0,0,,100.0,2,0
Kenny Wilburn,Rochester Institute of Technology Tigers,3,0,0,,2,0,0.0,0,0,,0.0,1,0
Carter Meshanic,Hobart College Statesmen,2,0,0,,0,0,,0,0,,,2,0
Dorian Paki,Hobart College Statesmen,1,0,0,,1,0,0.0,0,0,,0.0,0,0
Ryan Lucey,Hobart College Statesmen,1,0,0,,1,0,0.0,0,0,,0.0,0,0
Nolan Smih,Rochester Institute of Technology Tigers,1,0,0,,1,0,0.0,0,0,,0.0,0,0
Nate Tawiah-Boateng,Rensselaer Polytechnic,1,0,0,,1,0,0.0,0,0,,0.0,0,0
Dyland Matchett,Rensselaer Polytechnic,1,0,0,,1,1,100.0,0,0,,100.0,0,0
Aren Cummings,Union (NY) Dutchmen,1,0,0,,1,1,100.0,0,0,,100.0,0,0
Rowan Heinze,Bard College,1,0,0,,1,0,0.0,0,0,,0.0,0,0
Finn Cork,Clarkson University Golden Knights,1,0,0,,1,0,0.0,0,0,,0.0,0,0
Riley Spencer,Elmira,1,0,0,,0,0,,0,0,,,0,1
Brandon Chung,Gallaudet University Bison,1,0,0,,1,0,0.0,0,0,,0.0,0,0
Andrew Cowan,St. Lawrence Saints,1,0,0,,1,1,100.0,0,0,,100.0,0,0
