PrimaryPlayer,SecondaryPlayer,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Matt Caggiano,Brock Bowen,Rochester Institute of Technology Tigers,7,7,4,57.1429,0,0,,0,0,,85.71429,0,0
Matt Caggiano,Brody Brown,Rochester Institute of Technology Tigers,5,5,0,0.0,0,0,,0,0,,0.0,0,0
Brock Bowen,Jackson Otis,Rochester Institute of Technology Tigers,4,4,1,25.0,0,0,,0,0,,37.5,0,0
Keegan Ocorr,Brock Bowen,Rochester Institute of Technology Tigers,3,3,1,33.3333,0,0,,0,0,,50.0,0,0
Shea Fitzgerald,Avery Lee,Vassar Brewers,2,2,0,0.0,0,0,,0,0,,0.0,0,0
Keegan Ocorr,Brandon Weiss,Rochester Institute of Technology Tigers,2,2,1,50.0,0,0,,0,0,,75.0,0,0
Matt Caggiano,Brandon Weiss,Rochester Institute of Technology Tigers,2,2,1,50.0,0,0,,0,0,,75.0,0,0
Matt Caggiano,Kenny Wilburn,Rochester Institute of Technology Tigers,2,1,1,100.0,1,0,0.0,1,0,0.0,75.0,0,0
Jonny Angbazo,Dyland Matchett,Rensselaer Polytechnic,2,2,1,50.0,0,0,,0,0,,75.0,0,0
Brock Bowen,Matt Caggiano,Rochester Institute of Technology Tigers,2,2,1,50.0,0,0,,0,0,,75.0,0,0
Matt Caggiano,Jackson Otis,Rochester Institute of Technology Tigers,2,2,1,50.0,0,0,,0,0,,75.0,0,0
Tanner Tedesco,Christian Dufort,Union (NY) Dutchmen,2,2,1,50.0,0,0,,0,0,,75.0,0,0
Nick Padilla,Ian Bentley,Skidmore Thoroughbreds,2,2,0,0.0,0,0,,0,0,,0.0,0,0
Matt Caggiano,Ronnie Toole,Rochester Institute of Technology Tigers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Keegan Ocorr,Chase Dickens,Rochester Institute of Technology Tigers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Keegan Ocorr,Mark Osime,Rochester Institute of Technology Tigers,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Aiden Macaulay,Carter Storey,St. Lawrence Saints,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Trey Syroka,Gavin Macaulay,St. Lawrence Saints,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Aiden Macaulay,Tate Kuiper,St. Lawrence Saints,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Jack Plesser,Connor Cepiel,Union (NY) Dutchmen,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Keegan Ocorr,Ronnie Toole,Rochester Institute of Technology Tigers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Lemar Fulmore Jr,Matthew Garside,Union (NY) Dutchmen,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Logan Wendell,Andrew Geschickter,Ithaca College,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Chase Dickens,Brody Brown,Rochester Institute of Technology Tigers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Avery Lee,Alex Walters,Vassar Brewers,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Chase Welch,Terrance Clayton-Murphy,Wells,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Dylan Perry,Zachary Gilebarto,Alfred State Pioneers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Dylan Perry,Zy Switzer,Alfred State Pioneers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Emmanuel Leftenant,Dylan Perry,Alfred State Pioneers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Chase Dickens,Brock Bowen,Rochester Institute of Technology Tigers,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Keegan Ocorr,Jackson Otis,Rochester Institute of Technology Tigers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Brock Bowen,Keegan Ocorr,Rochester Institute of Technology Tigers,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Brock Bowen,Brandon Weiss,Rochester Institute of Technology Tigers,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Matt Toscano,Ryan Miles-Ferguson,Clarkson University Golden Knights,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Matt Caggiano,Mark Osime,Rochester Institute of Technology Tigers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Alex Penders,Logan Wendell,Ithaca College,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Marc Anthony Artuz,Riley Spencer,Elmira,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Bruce Brewer Jr,Samer Sawan,Gallaudet University Bison,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Keegan Ocorr,Brody Brown,Rochester Institute of Technology Tigers,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Logan Wendell,Evan Cabral,Ithaca College,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Matt Caggiano,Keegan Ocorr,Rochester Institute of Technology Tigers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Evan Cabral,Andrew Geschickter,Ithaca College,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Alex Moesch,Ryan Lucey,Hobart College Statesmen,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Chase Dickens,Keegan Ocorr,Rochester Institute of Technology Tigers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Troy McPherson,Carter Storey,St. Lawrence Saints,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Tanner Tedesco,Connor Cepiel,Union (NY) Dutchmen,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Tanner Tedesco,Matthew Garside,Union (NY) Dutchmen,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Connor Cepiel,Edward Baptiste,Union (NY) Dutchmen,1,0,0,,1,0,0.0,1,0,0.0,0.0,0,0
Brock Bowen,Mark Osime,Rochester Institute of Technology Tigers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Brandon Weiss,Chase Dickens,Rochester Institute of Technology Tigers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Logan Jagodzinski,Corvin Oprea,Rochester (NY) Yellowjackets,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Tomiwa Adetosoye,Matt Niemczura,Rochester (NY) Yellowjackets,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Shea Fitzgerald,JP Miranda,Vassar Brewers,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Luke Granto,Ronnie Toole,Rochester Institute of Technology Tigers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
Avery Lee,Luke Adams,Vassar Brewers,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Brock Bowen,Josiah Turner,Rochester Institute of Technology Tigers,1,1,1,100.0,0,0,,0,0,,150.0,0,0
Shea Fitzgerald,Luke Adams,Vassar Brewers,1,1,0,0.0,0,0,,0,0,,0.0,0,0
