Player,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Matt Caggiano,Rochester Institute of Technology Tigers,42,1,0,0.0,20,11,55.0,4,2,50.0,52.38095,11,10
Chase Dickens,Rochester Institute of Technology Tigers,31,3,1,33.3333,20,11,55.0,3,2,66.6667,54.34783,7,1
Keegan Ocorr,Rochester Institute of Technology Tigers,18,0,0,,12,9,75.0,0,0,,75.0,4,2
Brock Bowen,Rochester Institute of Technology Tigers,11,3,0,0.0,3,1,33.3333,1,0,0.0,16.66667,3,2
Tanner Tedesco,Union (NY) Dutchmen,11,0,0,,4,2,50.0,1,1,100.0,50.0,5,2
Nick Padilla,Skidmore Thoroughbreds,6,0,0,,4,2,50.0,2,0,0.0,50.0,0,2
Jake Walsh,Skidmore Thoroughbreds,6,1,1,100.0,4,2,50.0,0,0,,70.0,0,1
Trey Syroka,St. Lawrence Saints,6,0,0,,4,0,0.0,1,0,0.0,0.0,1,1
Aidan Rodgers,Hobart College Statesmen,6,0,0,,5,2,40.0,0,0,,40.0,1,0
Terrance Clayton-Murphy,Wells,6,0,0,,5,1,20.0,0,0,,20.0,0,1
Ronnie Toole,Rochester Institute of Technology Tigers,5,0,0,,2,2,100.0,0,0,,100.0,2,1
Zac Ditzel,Rochester Institute of Technology Tigers,5,0,0,,1,0,0.0,0,0,,0.0,1,3
Aidan Roy,Skidmore Thoroughbreds,5,3,1,33.3333,0,0,,0,0,,50.0,1,1
Chase Welch,Wells,4,0,0,,2,0,0.0,1,0,0.0,0.0,2,0
Evan Cabral,Ithaca College,4,0,0,,2,2,100.0,0,0,,100.0,0,2
Nathan Denham,Vassar Brewers,4,0,0,,4,3,75.0,0,0,,75.0,0,0
Lemar Fulmore Jr,Union (NY) Dutchmen,4,0,0,,2,0,0.0,0,0,,0.0,2,0
Mark Osime,Rochester Institute of Technology Tigers,4,0,0,,2,1,50.0,0,0,,50.0,1,1
Josiah Turner,Rochester Institute of Technology Tigers,4,0,0,,1,1,100.0,0,0,,100.0,2,1
