Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
ROY,RIT,Rochester (NY) Yellowjackets,2pMa,Drop Step,David Ackles,Post,Right,Left Shoulder,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,1,1.0,2025
ROY,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Brody Brown,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,2,1.0,2025
ROY,RIT,Rochester (NY) Yellowjackets,Turnover,N/A,David Ackles,Misc,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,3,1.0,2025
ROY,RIT,Rochester Institute of Technology Tigers,2pMa,No Dribble Jumper,Kenny Wilburn,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,4,3.0,2025
ROY,RIT,Rochester (NY) Yellowjackets,2pmi,To Basket,Tomiwa Adetosoye,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,5,1.0,2025
ROY,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Kenny Wilburn,Iso,Top,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,6,2.0,2025
ROY,RIT,Rochester (NY) Yellowjackets,Foul,To Basket,Corvin Oprea,Off Screens,Right,Flare,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,7,1.0,2025
ROY,RIT,Rochester Institute of Technology Tigers,2pmi,No Dribble Jumper,Chase Dickens,Post,Middle,Right Shoulder,Kenny Wilburn,Spot Ups,N/A,Shot,UNKNOWN,Liberty League,10,3.0,2025
ROY,RIT,Rochester (NY) Yellowjackets,3pmi,No Dribble Jumper,Tomiwa Adetosoye,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,11,4.0,2025
ROY,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Matt Caggiano,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,12,2.0,2025
