index,Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Date
0,IC,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Lorenzo Rappa,PNR,High,Off,Braeden Burns,Spot Ups,N/A,Shot,Liberty League,Liberty League,1,4.0,2025-01-17
1,IC,CU,Ithaca College,Turnover,N/A,Aidan Holmes,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,2,1.0,2025-01-17
2,IC,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Steve DeRegis,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,3,4.0,2025-01-17
3,IC,CU,Clarkson University Golden Knights,2pmi,To Basket,Braeden Burns,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,4,1.0,2025-01-17
4,IC,CU,Ithaca College,2pMa,To Basket,Jaylon O'Neal,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,1.0,2025-01-17
5,IC,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Braeden Burns,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,6,4.0,2025-01-17
6,IC,CU,Ithaca College,2pmi,To Basket,Jaylon O'Neal,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,Liberty League,Liberty League,7,1.0,2025-01-17
7,IC,CU,Clarkson University Golden Knights,Turnover,N/A,Braeden Burns,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,8,1.0,2025-01-17
8,IC,CU,Ithaca College,Turnover,N/A,Logan Wendell,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,9,1.0,2025-01-17
9,IC,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Jack Dalgety,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,10,4.0,2025-01-17
10,IC,CU,Ithaca College,2pMa,To Basket,Chris Leysath,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,11,1.0,2025-01-17
11,IC,CU,Clarkson University Golden Knights,2pmi,To Basket,Steve DeRegis,Hand Offs,Top,Stationary,N/A,N/A,N/A,N/A,Liberty League,Liberty League,12,1.0,2025-01-17
12,IC,CU,Clarkson University Golden Knights,2pMa,To Basket,Steve DeRegis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,13,1.0,2025-01-17
