index,Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Date
0,WAJ,CU,Washington & Jefferson Presidents,Turnover,To Basket,Alex Acosta,Cuts,N/A,Screen,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,1,1.0,2024-11-08
1,WAJ,CU,Clarkson University Golden Knights,2pmi,To Basket,Braeden Burns,Hand Offs,Left,Stationary,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,2,1.0,2024-11-08
2,WAJ,CU,Washington & Jefferson Presidents,2pMa,To Basket,Matt Seidl,PNR,High,Off,Nathan Plotner,P&R Roll Man,N/A,Roll,UNKNOWN,Liberty League,3,1.0,2024-11-08
3,WAJ,CU,Clarkson University Golden Knights,2pMa,Hook Shot,Jack Dalgety,Post,Left,Right Shoulder,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,4,1.0,2024-11-08
4,WAJ,CU,Washington & Jefferson Presidents,Turnover,N/A,Matthew Carte,PNR,High,Off,Matt Seidl,Spot Ups,Right,Drive,UNKNOWN,Liberty League,5,1.0,2024-11-08
5,WAJ,CU,Clarkson University Golden Knights,2pmi,To Basket,Braeden Burns,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,6,1.0,2024-11-08
6,WAJ,CU,Washington & Jefferson Presidents,3pMa,No Dribble Jumper,Michael Pfeuffer,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,7,4.0,2024-11-08
7,WAJ,CU,Clarkson University Golden Knights,Turnover,N/A,Lorenzo Rappa,Misc,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,8,1.0,2024-11-08
8,WAJ,CU,Washington & Jefferson Presidents,2pmi,To Basket,Nathan Plotner,Misc,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,9,1.0,2024-11-08
9,WAJ,CU,Washington & Jefferson Presidents,2pMa,To Basket,Michael Pfeuffer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,10,1.0,2024-11-08
12,WAJ,CU,Clarkson University Golden Knights,Turnover,N/A,Steve DeRegis,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,13,1.0,2024-11-08
13,WAJ,CU,Washington & Jefferson Presidents,2pmi,Dribble Jumper,Matthew Carte,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,14,3.0,2024-11-08
14,WAJ,CU,Clarkson University Golden Knights,2pMa,To Basket,Steve DeRegis,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,15,1.0,2024-11-08
15,WAJ,CU,Washington & Jefferson Presidents,2pmi,Dribble Jumper,Matt Seidl,PNR,Left,Off,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,16,2.0,2024-11-08
16,WAJ,CU,Washington & Jefferson Presidents,3pMa,No Dribble Jumper,Matthew Carte,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,17,4.0,2024-11-08
17,WAJ,CU,Clarkson University Golden Knights,Turnover,N/A,Steve DeRegis,Misc,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,18,1.0,2024-11-08
18,WAJ,CU,Washington & Jefferson Presidents,3pmi,No Dribble Jumper,Matthew Carte,PNR,High,Off,Alex Acosta,Spot Ups,N/A,Shot,UNKNOWN,Liberty League,19,4.0,2024-11-08
19,WAJ,CU,Clarkson University Golden Knights,3pMa,Dribble Jumper,Steve DeRegis,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,20,4.0,2024-11-08
21,WAJ,CU,Washington & Jefferson Presidents,Turnover,N/A,Matt Seidl,Off Screens,Right,Straight,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,22,1.0,2024-11-08
23,WAJ,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Steve DeRegis,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,24,4.0,2024-11-08
24,WAJ,CU,Washington & Jefferson Presidents,2pMa,Dribble Jumper,Michael Plasko,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,25,2.0,2024-11-08
25,WAJ,CU,Clarkson University Golden Knights,Turnover,N/A,Lorenzo Rappa,Misc,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,26,1.0,2024-11-08
26,WAJ,CU,Washington & Jefferson Presidents,3pmi,No Dribble Jumper,Michael Plasko,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,27,4.0,2024-11-08
28,WAJ,CU,Washington & Jefferson Presidents,2pmi,To Basket,Cameron Rowell,Post,Middle,Dribble,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,29,1.0,2024-11-08
29,WAJ,CU,Clarkson University Golden Knights,2pmi,To Basket,Finn Cork,Post,Left,Left Shoulder,Braeden Burns,Cuts,N/A,Basket,UNKNOWN,Liberty League,30,1.0,2024-11-08
30,WAJ,CU,Clarkson University Golden Knights,2pMa,To Basket,Finn Cork,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,31,1.0,2024-11-08
31,WAJ,CU,Washington & Jefferson Presidents,Foul,To Basket,Alex Acosta,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,32,1.0,2024-11-08
34,WAJ,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Matt Toscano,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,35,4.0,2024-11-08
35,WAJ,CU,Washington & Jefferson Presidents,2pMa,To Basket,Cameron Rowell,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,36,1.0,2024-11-08
37,WAJ,CU,Clarkson University Golden Knights,2pmi,To Basket,Tyson Maxam,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,38,1.0,2024-11-08
38,WAJ,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Jack Dalgety,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,39,4.0,2024-11-08
39,WAJ,CU,Washington & Jefferson Presidents,2pmi,To Basket,Nathan Plotner,Cuts,N/A,Screen,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,40,1.0,2024-11-08
41,WAJ,CU,Clarkson University Golden Knights,3pmi,Dribble Jumper,Jack Dalgety,Off Screens,Right,Straight,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,42,4.0,2024-11-08
42,WAJ,CU,Washington & Jefferson Presidents,3pMa,No Dribble Jumper,Michael Pfeuffer,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,43,4.0,2024-11-08
