index,Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Date
0,RIT,SLS,St. Lawrence Saints,2pmi,Dribble Jumper,Adam Dudzinski,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,1,3.0,2025-01-25
1,RIT,SLS,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Nolan Smih,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,2,4.0,2025-01-25
2,RIT,SLS,St. Lawrence Saints,2pMa,To Basket,Andrew Cowan,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,3,1.0,2025-01-25
3,RIT,SLS,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Chase Dickens,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,4,4.0,2025-01-25
4,RIT,SLS,St. Lawrence Saints,2pMa,To Basket,Aiden Macaulay,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,1.0,2025-01-25
6,RIT,SLS,Rochester Institute of Technology Tigers,Turnover,N/A,Josiah Turner,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,7,1.0,2025-01-25
7,RIT,SLS,St. Lawrence Saints,2pmi,To Basket,Aiden Macaulay,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,Liberty League,Liberty League,8,1.0,2025-01-25
9,RIT,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Trey Syroka,PNR,High,Off,Aiden Macaulay,Spot Ups,N/A,Shot,Liberty League,Liberty League,10,4.0,2025-01-25
10,RIT,SLS,Rochester Institute of Technology Tigers,Turnover,N/A,Brock Bowen,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,11,1.0,2025-01-25
11,RIT,SLS,,Foul,To Basket,Gavin Macaulay,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,12,1.0,2025-01-25
14,RIT,SLS,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,15,1.0,2025-01-25
15,RIT,SLS,St. Lawrence Saints,2pMa,To Basket,Andrew Cowan,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,Liberty League,Liberty League,16,1.0,2025-01-25
17,RIT,SLS,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,18,4.0,2025-01-25
18,RIT,SLS,St. Lawrence Saints,3pMa,No Dribble Jumper,Adam Dudzinski,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,19,4.0,2025-01-25
