index,Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Date
0,PSC,SLS,St. Lawrence Saints,2pmi,N/A,Andrew Cowan,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,1,1.0,2024-11-19
1,PSC,SLS,Plattsburgh State Cardinals,2pmi,To Basket,Ladan Graves,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,2,1.0,2024-11-19
2,PSC,SLS,St. Lawrence Saints,2pmi,To Basket,Dan Anderson,PNR,High,Off,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,3,1.0,2024-11-19
3,PSC,SLS,Plattsburgh State Cardinals,Turnover,N/A,Ikechukwu Ezike,Iso,Left,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,4,1.0,2024-11-19
4,PSC,SLS,St. Lawrence Saints,2pmi,To Basket,Aiden Macaulay,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,5,1.0,2024-11-19
5,PSC,SLS,Plattsburgh State Cardinals,2pMa,To Basket,Jeremiah Smith,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,6,1.0,2024-11-19
6,PSC,SLS,St. Lawrence Saints,2pMa,To Basket,Adam Dudzinski,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,7,1.0,2024-11-19
7,PSC,SLS,Plattsburgh State Cardinals,3pMa,No Dribble Jumper,Franklin Infante,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,8,4.0,2024-11-19
8,PSC,SLS,St. Lawrence Saints,Turnover,N/A,Gavin Macaulay,Misc,N/A,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,9,1.0,2024-11-19
9,PSC,SLS,Plattsburgh State Cardinals,2pmi,To Basket,Ikechukwu Ezike,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,10,1.0,2024-11-19
10,PSC,SLS,St. Lawrence Saints,Turnover,N/A,Andrew Cowan,Misc,N/A,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,11,1.0,2024-11-19
11,PSC,SLS,Plattsburgh State Cardinals,Turnover,N/A,Ikechukwu Ezike,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,12,1.0,2024-11-19
12,PSC,SLS,St. Lawrence Saints,2pmi,To Basket,Aiden Macaulay,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,13,1.0,2024-11-19
13,PSC,SLS,Plattsburgh State Cardinals,2pmi,To Basket,Jeremiah Smith,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,14,1.0,2024-11-19
14,PSC,SLS,St. Lawrence Saints,2pMa,To Basket,Gavin Macaulay,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,15,1.0,2024-11-19
15,PSC,SLS,Plattsburgh State Cardinals,2pmi,To Basket,Kareem Welch,Iso,Right,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,16,1.0,2024-11-19
16,PSC,SLS,St. Lawrence Saints,3pMa,No Dribble Jumper,Adam Dudzinski,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,17,4.0,2024-11-19
18,PSC,SLS,Plattsburgh State Cardinals,Foul,To Basket,Kareem Welch,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,19,1.0,2024-11-19
22,PSC,SLS,St. Lawrence Saints,2pMa,To Basket,Adam Dudzinski,Cuts,N/A,Screen,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,23,1.0,2024-11-19
24,PSC,SLS,St. Lawrence Saints,2pmi,To Basket,Adam Dudzinski,Post,Left,Right Shoulder,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,25,1.0,2024-11-19
25,PSC,SLS,Plattsburgh State Cardinals,2pmi,To Basket,Nate Pondexter Jr,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,26,1.0,2024-11-19
27,PSC,SLS,Plattsburgh State Cardinals,Turnover,N/A,Kevin Tabb,Misc,N/A,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,28,1.0,2024-11-19
28,PSC,SLS,St. Lawrence Saints,Turnover,N/A,Troy McPherson,Misc,N/A,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,29,1.0,2024-11-19
29,PSC,SLS,Plattsburgh State Cardinals,Foul,To Basket,Kevin Tabb,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,30,1.0,2024-11-19
32,PSC,SLS,St. Lawrence Saints,Turnover,N/A,Andrew Cowan,Misc,N/A,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,33,1.0,2024-11-19
33,PSC,SLS,Plattsburgh State Cardinals,2pmi,To Basket,Irwayne Connell Jr,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,34,1.0,2024-11-19
34,PSC,SLS,St. Lawrence Saints,3pMa,No Dribble Jumper,Troy McPherson,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,35,4.0,2024-11-19
35,PSC,SLS,Plattsburgh State Cardinals,3pMa,No Dribble Jumper,Sasha Vidrini,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,36,4.0,2024-11-19
37,PSC,SLS,St. Lawrence Saints,2pmi,To Basket,Aiden Macaulay,PNR,High,Off,Troy McPherson,Cuts,N/A,Basket,SUNYAC,Liberty League,38,1.0,2024-11-19
39,PSC,SLS,Plattsburgh State Cardinals,2pmi,To Basket,Sasha Vidrini,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,40,1.0,2024-11-19
40,PSC,SLS,St. Lawrence Saints,3pMa,No Dribble Jumper,Colton Suriano,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,41,4.0,2024-11-19
41,PSC,SLS,Plattsburgh State Cardinals,3pmi,No Dribble Jumper,Kareem Welch,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,42,4.0,2024-11-19
42,PSC,SLS,St. Lawrence Saints,2pmi,To Basket,Dan Anderson,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,43,1.0,2024-11-19
44,PSC,SLS,Plattsburgh State Cardinals,2pmi,To Basket,Irwayne Connell Jr,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,45,1.0,2024-11-19
45,PSC,SLS,Plattsburgh State Cardinals,2pMa,To Basket,Irwayne Connell Jr,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,46,1.0,2024-11-19
46,PSC,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Dan Anderson,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,47,4.0,2024-11-19
47,PSC,SLS,Plattsburgh State Cardinals,3pmi,No Dribble Jumper,Kevin Tabb,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,48,4.0,2024-11-19
48,PSC,SLS,St. Lawrence Saints,2pMa,To Basket,Aiden Macaulay,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,49,1.0,2024-11-19
49,PSC,SLS,Plattsburgh State Cardinals,Turnover,N/A,Sasha Vidrini,Misc,N/A,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,50,1.0,2024-11-19
50,PSC,SLS,St. Lawrence Saints,2pMa,To Basket,Dan Anderson,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,51,1.0,2024-11-19
52,PSC,SLS,Plattsburgh State Cardinals,2pMa,To Basket,Kevin Tabb,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,53,1.0,2024-11-19
53,PSC,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Colton Suriano,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,54,4.0,2024-11-19
55,PSC,SLS,Plattsburgh State Cardinals,2pmi,Dribble Jumper,Kevin Tabb,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,56,3.0,2024-11-19
57,PSC,SLS,Plattsburgh State Cardinals,Turnover,N/A,Franklin Infante,Misc,N/A,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,58,1.0,2024-11-19
58,PSC,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Brayden Shepardson,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,59,4.0,2024-11-19
59,PSC,SLS,Plattsburgh State Cardinals,2pMa,To Basket,Franklin Infante,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,60,1.0,2024-11-19
60,PSC,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Aiden Macaulay,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,61,4.0,2024-11-19
61,PSC,SLS,Plattsburgh State Cardinals,Turnover,N/A,Ikechukwu Ezike,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,62,1.0,2024-11-19
62,PSC,SLS,St. Lawrence Saints,Turnover,N/A,Dan Anderson,Misc,N/A,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,63,1.0,2024-11-19
63,PSC,SLS,Plattsburgh State Cardinals,3pmi,No Dribble Jumper,Kevin Tabb,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,64,4.0,2024-11-19
64,PSC,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Dan Anderson,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,65,4.0,2024-11-19
65,PSC,SLS,Plattsburgh State Cardinals,Turnover,To Basket,Ladan Graves,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,66,1.0,2024-11-19
66,PSC,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Aiden Macaulay,PNR,High,N/A,Brayden Shepardson,Spot Ups,N/A,Shot,SUNYAC,Liberty League,67,4.0,2024-11-19
67,PSC,SLS,Plattsburgh State Cardinals,2pmi,To Basket,Ikechukwu Ezike,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,68,1.0,2024-11-19
68,PSC,SLS,Plattsburgh State Cardinals,Foul,To Basket,Ikechukwu Ezike,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,69,1.0,2024-11-19
71,PSC,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Troy McPherson,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,72,4.0,2024-11-19
74,PSC,SLS,St. Lawrence Saints,2pmi,Hook Shot,Andrew Cowan,Post,Middle,Left Shoulder,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,75,1.0,2024-11-19
76,PSC,SLS,St. Lawrence Saints,3pMa,No Dribble Jumper,Troy McPherson,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,77,4.0,2024-11-19
77,PSC,SLS,Plattsburgh State Cardinals,Turnover,N/A,Jaiden Gladney,Misc,N/A,N/A,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,78,1.0,2024-11-19
78,PSC,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Aiden Macaulay,PNR,High,Off,Patrick Mulholland,Spot Ups,N/A,Shot,SUNYAC,Liberty League,79,4.0,2024-11-19
79,PSC,SLS,Plattsburgh State Cardinals,2pMa,To Basket,Franklin Infante,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,80,1.0,2024-11-19
80,PSC,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Alexi Twahili,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,81,4.0,2024-11-19
81,PSC,SLS,Plattsburgh State Cardinals,2pMa,Dribble Jumper,Franklin Infante,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,82,2.0,2024-11-19
82,PSC,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Troy McPherson,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,83,4.0,2024-11-19
83,PSC,SLS,Plattsburgh State Cardinals,Foul,To Basket,Nate Pondexter Jr,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,84,1.0,2024-11-19
86,PSC,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Adam Dudzinski,Post,Right,Right Shoulder,Dan Anderson,Spot Ups,N/A,Shot,SUNYAC,Liberty League,87,4.0,2024-11-19
88,PSC,SLS,Plattsburgh State Cardinals,3pmi,No Dribble Jumper,Damari Johnson,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,SUNYAC,Liberty League,89,4.0,2024-11-19
