index,Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Date
0,CLA,SLS,Clark MA Cougars,2pmi,To Basket,Bruce Saintilus,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,1,1.0,2024-12-30
1,CLA,SLS,Clark MA Cougars,2pMa,To Basket,Kekoa Mcardle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,2,1.0,2024-12-30
2,CLA,SLS,St. Lawrence Saints,2pmi,Hook Shot,Andrew Cowan,Post,Left,Left Shoulder,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,3,1.0,2024-12-30
3,CLA,SLS,Clark MA Cougars,2pmi,To Basket,Isaiah Taylor,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,4,1.0,2024-12-30
4,CLA,SLS,St. Lawrence Saints,Turnover,N/A,Andrew Cowan,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,5,1.0,2024-12-30
5,CLA,SLS,Clark MA Cougars,2pMa,To Basket,Reid Neumann,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,6,1.0,2024-12-30
6,CLA,SLS,St. Lawrence Saints,3pMa,No Dribble Jumper,Adam Dudzinski,PNR,High,Away,Gavin Macaulay,Spot Ups,N/A,Shot,UNKNOWN,Liberty League,7,4.0,2024-12-30
7,CLA,SLS,Clark MA Cougars,3pmi,No Dribble Jumper,Bruce Saintilus,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,8,4.0,2024-12-30
9,CLA,SLS,Clark MA Cougars,3pMa,No Dribble Jumper,Reid Neumann,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,10,4.0,2024-12-30
11,CLA,SLS,St. Lawrence Saints,2pMa,To Basket,Gavin Macaulay,PNR,Right,Away,Andrew Cowan,P&R Roll Man,N/A,Roll,UNKNOWN,Liberty League,12,1.0,2024-12-30
12,CLA,SLS,Clark MA Cougars,2pMa,To Basket,Kekoa Mcardle,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,13,1.0,2024-12-30
13,CLA,SLS,St. Lawrence Saints,Turnover,N/A,Gavin Macaulay,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,14,1.0,2024-12-30
14,CLA,SLS,Clark MA Cougars,3pmi,No Dribble Jumper,Jordan Richard,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,15,4.0,2024-12-30
16,CLA,SLS,Clark MA Cougars,3pMa,No Dribble Jumper,Jordan Richard,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,17,4.0,2024-12-30
17,CLA,SLS,St. Lawrence Saints,2pmi,To Basket,Chris Downs Jr.,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,18,1.0,2024-12-30
18,CLA,SLS,Clark MA Cougars,2pMa,To Basket,Isaiah Taylor,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,19,1.0,2024-12-30
19,CLA,SLS,St. Lawrence Saints,3pMa,No Dribble Jumper,Adam Dudzinski,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,20,4.0,2024-12-30
20,CLA,SLS,Clark MA Cougars,3pmi,Dribble Jumper,Bruce Saintilus,PNR,High,Off,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,21,4.0,2024-12-30
24,CLA,SLS,St. Lawrence Saints,2pmi,To Basket,Trey Syroka,PNR,High,Away,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,25,1.0,2024-12-30
25,CLA,SLS,Clark MA Cougars,2pmi,To Basket,Boluwasefe John,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,26,1.0,2024-12-30
26,CLA,SLS,Clark MA Cougars,Foul,To Basket,Boluwasefe John,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,27,1.0,2024-12-30
29,CLA,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Adam Dudzinski,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,30,4.0,2024-12-30
30,CLA,SLS,Clark MA Cougars,3pMa,Dribble Jumper,Reid Neumann,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,31,4.0,2024-12-30
31,CLA,SLS,St. Lawrence Saints,2pmi,To Basket,Gavin Macaulay,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,32,1.0,2024-12-30
