index,Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Date
0,Bar,WAC,Bard College,3pmi,No Dribble Jumper,Sean Wilcox,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,1,4.0,2024-11-09
1,Bar,WAC,Washington (MD) Shoremen,3pMa,No Dribble Jumper,Precieux Tshibangu,Off Screens,Right,Straight,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,2,4.0,2024-11-09
2,Bar,WAC,Bard College,Turnover,To Basket,Rowan Heinze,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,3,1.0,2024-11-09
3,Bar,WAC,Washington (MD) Shoremen,3pmi,Dribble Jumper,Nolan Waldon,PNR,Left,Off,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,4,4.0,2024-11-09
5,Bar,WAC,Bard College,3pmi,No Dribble Jumper,Laz Panagiotounis,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,6,4.0,2024-11-09
6,Bar,WAC,Washington (MD) Shoremen,Turnover,N/A,Precieux Tshibangu,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,7,1.0,2024-11-09
7,Bar,WAC,Bard College,2pmi,To Basket,Rowan Heinze,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,8,1.0,2024-11-09
8,Bar,WAC,Washington (MD) Shoremen,2pmi,To Basket,Nolan Waldon,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,9,1.0,2024-11-09
9,Bar,WAC,Bard College,Turnover,N/A,Laz Panagiotounis,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,10,1.0,2024-11-09
10,Bar,WAC,Washington (MD) Shoremen,3pmi,Dribble Jumper,Davis Bland,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,11,4.0,2024-11-09
11,Bar,WAC,Bard College,Foul,To Basket,Sean Wilcox,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,12,1.0,2024-11-09
15,Bar,WAC,Washington (MD) Shoremen,3pmi,Dribble Jumper,Nicho Simes,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,16,4.0,2024-11-09
17,Bar,WAC,Bard College,Turnover,N/A,Jalen Umstead,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,18,1.0,2024-11-09
18,Bar,WAC,Washington (MD) Shoremen,3pMa,No Dribble Jumper,Nicho Simes,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,19,4.0,2024-11-09
19,Bar,WAC,Bard College,3pMa,No Dribble Jumper,Azriel Almodovar,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,20,4.0,2024-11-09
20,Bar,WAC,Washington (MD) Shoremen,Turnover,N/A,Nolan Waldon,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,21,1.0,2024-11-09
21,Bar,WAC,Bard College,3pmi,No Dribble Jumper,Max Frei,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,22,4.0,2024-11-09
22,Bar,WAC,Washington (MD) Shoremen,Turnover,N/A,Nolan Waldon,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,23,1.0,2024-11-09
23,Bar,WAC,Bard College,3pmi,No Dribble Jumper,Lucas Tovar,PNR,Right,Off,Laz Panagiotounis,Spot Ups,N/A,Shot,Liberty League,UNKNOWN,24,4.0,2024-11-09
25,Bar,WAC,Bard College,Turnover,N/A,Laz Panagiotounis,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,26,1.0,2024-11-09
26,Bar,WAC,Washington (MD) Shoremen,Foul,To Basket,Ben Costello,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,27,1.0,2024-11-09
29,Bar,WAC,Bard College,2pmi,To Basket,Sean Wilcox,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,30,1.0,2024-11-09
30,Bar,WAC,Washington (MD) Shoremen,3pMa,No Dribble Jumper,Ethan Schwantes,Post,Left,N/A,Ben Costello,Spot Ups,N/A,Shot,Liberty League,UNKNOWN,31,4.0,2024-11-09
31,Bar,WAC,Bard College,3pmi,No Dribble Jumper,Lucas Tovar,Off Screens,Left,Flare,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,32,4.0,2024-11-09
33,Bar,WAC,Washington (MD) Shoremen,3pmi,No Dribble Jumper,Anthony Seoage,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,34,4.0,2024-11-09
34,Bar,WAC,Bard College,Turnover,N/A,Ahmad Rauf,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,35,1.0,2024-11-09
35,Bar,WAC,Washington (MD) Shoremen,2pMa,To Basket,Nolan Waldon,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,36,1.0,2024-11-09
36,Bar,WAC,Bard College,Turnover,N/A,Lucas Tovar,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,37,1.0,2024-11-09
37,Bar,WAC,Washington (MD) Shoremen,2pMa,N/A,Ethan Schwantes,Post,Left,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,38,1.0,2024-11-09
