index,Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Date
0,UNY,SKD,Skidmore Thoroughbreds,2pmi,Dribble Jumper,Hakeem Daphnis,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,1,2.0,2025-01-11
1,UNY,SKD,Skidmore Thoroughbreds,2pMa,To Basket,Jack LaGarde,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,2,1.0,2025-01-11
2,UNY,SKD,Union (NY) Chargers,3pMa,No Dribble Jumper,Brendan Reid,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,Liberty League,Liberty League,3,4.0,2025-01-11
3,UNY,SKD,Skidmore Thoroughbreds,3pmi,Dribble Jumper,Aidan Roy,PNR,High,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,4,4.0,2025-01-11
4,UNY,SKD,Union (NY) Chargers,3pMa,No Dribble Jumper,Christian Dufort,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,4.0,2025-01-11
5,UNY,SKD,Skidmore Thoroughbreds,Foul,To Basket,Aidan Roy,Post,Left,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,6,1.0,2025-01-11
8,UNY,SKD,Union (NY) Chargers,2pmi,To Basket,Matthew Garside,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,9,1.0,2025-01-11
9,UNY,SKD,Union (NY) Chargers,And1,To Basket,Brendan Reid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,10,1.0,2025-01-11
11,UNY,SKD,Skidmore Thoroughbreds,3pmi,Dribble Jumper,Aidan Roy,PNR,Left,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,12,4.0,2025-01-11
12,UNY,SKD,Union (NY) Chargers,2pMa,Dribble Jumper,Tanner Tedesco,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,13,3.0,2025-01-11
13,UNY,SKD,Skidmore Thoroughbreds,3pmi,No Dribble Jumper,Alexei Downie,Iso,Top,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,14,4.0,2025-01-11
14,UNY,SKD,Union (NY) Chargers,Turnover,N/A,Matthew Garside,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,15,1.0,2025-01-11
15,UNY,SKD,Skidmore Thoroughbreds,3pMa,Dribble Jumper,Aidan Roy,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,16,4.0,2025-01-11
16,UNY,SKD,Union (NY) Chargers,2pMa,N/A,Jack Plesser,Post,Right,Face Up,N/A,N/A,N/A,N/A,Liberty League,Liberty League,17,1.0,2025-01-11
17,UNY,SKD,Skidmore Thoroughbreds,2pMa,Dribble Jumper,Charlie Fantom,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,18,3.0,2025-01-11
18,UNY,SKD,Union (NY) Chargers,2pMa,To Basket,Christian Dufort,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,19,1.0,2025-01-11
19,UNY,SKD,Skidmore Thoroughbreds,2pmi,To Basket,Hakeem Daphnis,PNR,Right,Away,N/A,N/A,N/A,N/A,Liberty League,Liberty League,20,1.0,2025-01-11
20,UNY,SKD,Union (NY) Chargers,2pmi,To Basket,Tanner Tedesco,PNR,Right,Off,Jack Plesser,P&R Roll Man,N/A,Roll,Liberty League,Liberty League,21,1.0,2025-01-11
21,UNY,SKD,Union (NY) Chargers,Foul,To Basket,Jack Plesser,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,22,1.0,2025-01-11
24,UNY,SKD,Skidmore Thoroughbreds,3pmi,No Dribble Jumper,Alexei Downie,Post,Right,Right Shoulder,Hakeem Daphnis,Spot Ups,N/A,Shot,Liberty League,Liberty League,25,4.0,2025-01-11
25,UNY,SKD,Union (NY) Chargers,3pmi,No Dribble Jumper,Tanner Tedesco,PNR,High,Off,Jack Plesser,Spot Ups,N/A,Shot,Liberty League,Liberty League,26,4.0,2025-01-11
26,UNY,SKD,Skidmore Thoroughbreds,3pmi,No Dribble Jumper,Alexei Downie,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,27,4.0,2025-01-11
27,UNY,SKD,Union (NY) Chargers,2pmi,N/A,Jack Plesser,Post,Left,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,28,1.0,2025-01-11
28,UNY,SKD,Skidmore Thoroughbreds,3pmi,No Dribble Jumper,Charlie Fantom,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,29,4.0,2025-01-11
29,UNY,SKD,Union (NY) Chargers,3pmi,No Dribble Jumper,Brendan Reid,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,30,4.0,2025-01-11
30,UNY,SKD,Skidmore Thoroughbreds,3pMa,No Dribble Jumper,Aidan Roy,PNR,Left,Away,Hakeem Daphnis,Spot Ups,N/A,Shot,Liberty League,Liberty League,31,4.0,2025-01-11
31,UNY,SKD,Union (NY) Chargers,2pmi,To Basket,Brendan Reid,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,32,1.0,2025-01-11
32,UNY,SKD,Skidmore Thoroughbreds,2pmi,Dribble Jumper,Aidan Roy,PNR,High,Off,Charlie Fantom,Spot Ups,Left,Drive,Liberty League,Liberty League,33,2.0,2025-01-11
33,UNY,SKD,Union (NY) Chargers,3pMa,No Dribble Jumper,Matthew Garside,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,34,4.0,2025-01-11
34,UNY,SKD,Skidmore Thoroughbreds,2pMa,Dribble Jumper,Aidan Roy,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,35,2.0,2025-01-11
35,UNY,SKD,Union (NY) Chargers,2pMa,To Basket,Jack Plesser,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,Liberty League,Liberty League,36,1.0,2025-01-11
36,UNY,SKD,Skidmore Thoroughbreds,3pMa,No Dribble Jumper,Charlie Fantom,PNR,Left,Off,Fumani Sithole,Spot Ups,N/A,Shot,Liberty League,Liberty League,37,4.0,2025-01-11
37,UNY,SKD,Union (NY) Chargers,2pmi,Dribble Jumper,Tanner Tedesco,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,38,2.0,2025-01-11
39,UNY,SKD,Skidmore Thoroughbreds,2pmi,No Dribble Jumper,Fumani Sithole,Off Screens,Right,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,40,3.0,2025-01-11
40,UNY,SKD,Union (NY) Chargers,2pmi,To Basket,Harrison Collins,PNR,High,Away,Will Yakoobian,Spot Ups,Right,Drive,Liberty League,Liberty League,41,1.0,2025-01-11
42,UNY,SKD,Skidmore Thoroughbreds,3pmi,No Dribble Jumper,Nick Padilla,PNR,Right,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,43,4.0,2025-01-11
