index,Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Date
1,HOB,VC,Hobart College Statesmen,2pmi,To Basket,Carter Meshanic,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,2,1.0,2024-12-07
2,HOB,VC,Vassar Brewers,2pmi,To Basket,Kreekor Karageuzian,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,3,1.0,2024-12-07
3,HOB,VC,Hobart College Statesmen,3pMa,No Dribble Jumper,Alex Moesch,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,4,4.0,2024-12-07
4,HOB,VC,Vassar Brewers,2pMa,To Basket,Kreekor Karageuzian,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,1.0,2024-12-07
5,HOB,VC,Hobart College Statesmen,3pmi,No Dribble Jumper,Carter Meshanic,Post,Left,N/A,Alex Moesch,Spot Ups,N/A,Shot,Liberty League,Liberty League,6,4.0,2024-12-07
6,HOB,VC,Vassar Brewers,2pmi,To Basket,Nathan Denham,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,7,1.0,2024-12-07
7,HOB,VC,Hobart College Statesmen,Turnover,N/A,Alex Moesch,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,8,1.0,2024-12-07
8,HOB,VC,Vassar Brewers,3pmi,No Dribble Jumper,Avery Lee,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,9,4.0,2024-12-07
9,HOB,VC,Hobart College Statesmen,Turnover,N/A,Aidan Rodgers,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,10,1.0,2024-12-07
10,HOB,VC,Vassar Brewers,3pmi,No Dribble Jumper,Avery Lee,Off Screens,Right,Flare,N/A,N/A,N/A,N/A,Liberty League,Liberty League,11,4.0,2024-12-07
12,HOB,VC,Vassar Brewers,Turnover,To Basket,Sebastian Medina,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,13,1.0,2024-12-07
13,HOB,VC,Hobart College Statesmen,Foul,To Basket,Aidan Rodgers,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,14,1.0,2024-12-07
16,HOB,VC,Vassar Brewers,2pMa,To Basket,Avery Lee,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,17,1.0,2024-12-07
18,HOB,VC,Hobart College Statesmen,2pmi,To Basket,Hunter Meshanic,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,19,1.0,2024-12-07
20,HOB,VC,Vassar Brewers,2pmi,To Basket,Nathan Denham,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,21,1.0,2024-12-07
21,HOB,VC,Vassar Brewers,3pmi,N/A,Luke Adams,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,22,4.0,2024-12-07
22,HOB,VC,Vassar Brewers,2pMa,To Basket,Nathan Denham,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,23,1.0,2024-12-07
23,HOB,VC,Hobart College Statesmen,3pmi,No Dribble Jumper,Carter Meshanic,Post,Right,N/A,Alex Moesch,Spot Ups,N/A,Shot,Liberty League,Liberty League,24,4.0,2024-12-07
24,HOB,VC,Vassar Brewers,3pMa,No Dribble Jumper,Alex Walters,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,25,4.0,2024-12-07
25,HOB,VC,Hobart College Statesmen,Turnover,N/A,Carter Meshanic,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,26,1.0,2024-12-07
26,HOB,VC,Vassar Brewers,2pmi,To Basket,Shea Fitzgerald,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,27,1.0,2024-12-07
27,HOB,VC,Hobart College Statesmen,And1,To Basket,Aidan Rodgers,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,28,1.0,2024-12-07
29,HOB,VC,Vassar Brewers,3pmi,No Dribble Jumper,Nathan Denham,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,30,4.0,2024-12-07
30,HOB,VC,Vassar Brewers,2pMa,To Basket,Luke Adams,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,31,1.0,2024-12-07
32,HOB,VC,Hobart College Statesmen,Turnover,N/A,Aidan Rodgers,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,33,1.0,2024-12-07
33,HOB,VC,Vassar Brewers,2pmi,To Basket,Shea Fitzgerald,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,34,1.0,2024-12-07
34,HOB,VC,Hobart College Statesmen,3pmi,No Dribble Jumper,Dorian Paki,Post,Left,N/A,Aidan Rodgers,Spot Ups,N/A,Shot,Liberty League,Liberty League,35,4.0,2024-12-07
