index,Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Date
0,UNY,Bar,Union (NY) Chargers,3pMa,Dribble Jumper,Tanner Tedesco,PNR,High,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,1,4.0,2025-01-07
1,UNY,Bar,Bard College,3pmi,No Dribble Jumper,Sean Wilcox,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,2,4.0,2025-01-07
2,UNY,Bar,Union (NY) Chargers,3pmi,No Dribble Jumper,Matthew Garside,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,3,4.0,2025-01-07
3,UNY,Bar,Bard College,3pmi,No Dribble Jumper,Ahmad Rauf,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,4,4.0,2025-01-07
4,UNY,Bar,Union (NY) Chargers,2pMa,To Basket,Jack Plesser,Iso,Top,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,1.0,2025-01-07
5,UNY,Bar,Bard College,3pmi,Dribble Jumper,Laz Panagiotounis,PNR,High,Away,N/A,N/A,N/A,N/A,Liberty League,Liberty League,6,4.0,2025-01-07
6,UNY,Bar,Union (NY) Chargers,2pmi,Dribble Jumper,Tanner Tedesco,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,7,3.0,2025-01-07
7,UNY,Bar,Bard College,2pMa,To Basket,Laz Panagiotounis,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,8,1.0,2025-01-07
8,UNY,Bar,Union (NY) Chargers,Turnover,N/A,Tanner Tedesco,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,9,1.0,2025-01-07
9,UNY,Bar,Bard College,Turnover,N/A,Ahmad Rauf,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,10,1.0,2025-01-07
10,UNY,Bar,Union (NY) Chargers,2pmi,Dribble Jumper,Neil Daterao,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,11,2.0,2025-01-07
11,UNY,Bar,Bard College,Turnover,N/A,Laz Panagiotounis,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,12,1.0,2025-01-07
12,UNY,Bar,Union (NY) Chargers,2pmi,To Basket,Jack Plesser,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,13,1.0,2025-01-07
13,UNY,Bar,Bard College,Turnover,N/A,Azriel Almodovar,Post,Left,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,14,1.0,2025-01-07
15,UNY,Bar,Union (NY) Chargers,3pmi,No Dribble Jumper,Brendan Reid,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,16,4.0,2025-01-07
16,UNY,Bar,Union (NY) Chargers,Turnover,N/A,Tanner Tedesco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,17,1.0,2025-01-07
17,UNY,Bar,Bard College,2pmi,To Basket,Max Frei,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,18,1.0,2025-01-07
19,UNY,Bar,Bard College,2pmi,To Basket,Sean Wilcox,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,20,1.0,2025-01-07
21,UNY,Bar,Union (NY) Chargers,2pmi,To Basket,Brendan Reid,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,Liberty League,Liberty League,22,1.0,2025-01-07
22,UNY,Bar,Bard College,3pmi,No Dribble Jumper,Azriel Almodovar,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,23,4.0,2025-01-07
23,UNY,Bar,Union (NY) Chargers,3pMa,Dribble Jumper,Tanner Tedesco,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,24,4.0,2025-01-07
24,UNY,Bar,Bard College,2pmi,To Basket,Laz Panagiotounis,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,25,1.0,2025-01-07
25,UNY,Bar,Union (NY) Chargers,Foul,To Basket,Jack Plesser,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,Liberty League,Liberty League,26,1.0,2025-01-07
28,UNY,Bar,Bard College,2pmi,Hook Shot,Sean Wilcox,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,29,1.0,2025-01-07
29,UNY,Bar,Union (NY) Chargers,And1,To Basket,Christian Dufort,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,30,1.0,2025-01-07
32,UNY,Bar,Union (NY) Chargers,2pmi,Dribble Jumper,Tanner Tedesco,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,33,3.0,2025-01-07
34,UNY,Bar,Bard College,2pMa,To Basket,Lucas Tovar,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,35,1.0,2025-01-07
35,UNY,Bar,Union (NY) Chargers,Turnover,N/A,Jack Plesser,Post,Left,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,36,1.0,2025-01-07
36,UNY,Bar,Bard College,3pMa,No Dribble Jumper,Sean Wilcox,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,37,4.0,2025-01-07
37,UNY,Bar,Union (NY) Chargers,2pmi,Dribble Jumper,Tanner Tedesco,PNR,High,Off,Matthew Garside,Spot Ups,Left,Drive,Liberty League,Liberty League,38,2.0,2025-01-07
38,UNY,Bar,Bard College,2pMa,To Basket,Sean Wilcox,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,39,1.0,2025-01-07
39,UNY,Bar,Union (NY) Chargers,3pMa,No Dribble Jumper,Tanner Tedesco,PNR,High,Away,Matthew Garside,Spot Ups,N/A,Shot,Liberty League,Liberty League,40,4.0,2025-01-07
40,UNY,Bar,Bard College,3pmi,Dribble Jumper,Lucas Tovar,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,41,4.0,2025-01-07
41,UNY,Bar,Union (NY) Chargers,2pmi,Dribble Jumper,Matthew Garside,Iso,Right,N/A,Will Yakoobian,Spot Ups,Right,Drive,Liberty League,Liberty League,42,2.0,2025-01-07
42,UNY,Bar,Bard College,2pMa,Dribble Jumper,Laz Panagiotounis,Off Screens,Right,Flare,N/A,N/A,N/A,N/A,Liberty League,Liberty League,43,2.0,2025-01-07
43,UNY,Bar,Union (NY) Chargers,3pmi,Dribble Jumper,Christian Dufort,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,44,4.0,2025-01-07
44,UNY,Bar,Bard College,2pmi,To Basket,Azikiwe Cuffy-Scott,PNR,Left,Away,N/A,N/A,N/A,N/A,Liberty League,Liberty League,45,1.0,2025-01-07
45,UNY,Bar,Bard College,Turnover,N/A,Azikiwe Cuffy-Scott,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,46,1.0,2025-01-07
46,UNY,Bar,Union (NY) Chargers,2pmi,To Basket,Brendan Reid,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,47,1.0,2025-01-07
48,UNY,Bar,Union (NY) Chargers,3pMa,No Dribble Jumper,Christian Dufort,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,49,4.0,2025-01-07
