Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
RPI,SDB,Rensselaer Polytechnic,3pmi,Dribble Jumper,PJ Scalisi,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,4,4.0,2025
RPI,SDB,SUNY Delhi Broncos,2pmi,N/A,Jason Tagios,Post,Right,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,5,1.0,2025
RPI,SDB,Rensselaer Polytechnic,2pmi,To Basket,Dylan Matchett,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,6,1.0,2025
RPI,SDB,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Avery Eugster,PNR,Left,Away,Andrew Deppe,P&R Roll Man,N/A,Pop,Liberty League,UNKNOWN,7,4.0,2025
RPI,SDB,SUNY Delhi Broncos,2pmi,Hook Shot,Warren Davis,Post,Left,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,8,1.0,2025
RPI,SDB,Rensselaer Polytechnic,2pmi,To Basket,PJ Scalisi,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,9,1.0,2025
RPI,SDB,Rensselaer Polytechnic,2pMa,Hook Shot,Dylan Matchett,Post,Left,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,10,1.0,2025
RPI,SDB,SUNY Delhi Broncos,2pmi,To Basket,Isiah Barnes,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,11,1.0,2025
RPI,SDB,Rensselaer Polytechnic,2pMa,To Basket,Chuck Clemons,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,12,1.0,2025
RPI,SDB,SUNY Delhi Broncos,2pMa,Dribble Jumper,Isiah Barnes,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,13,2.0,2025
RPI,SDB,Rensselaer Polytechnic,2pMa,To Basket,Dylan Matchett,Post,Left,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,14,1.0,2025
RPI,SDB,SUNY Delhi Broncos,Turnover,N/A,Isiah Barnes,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,15,1.0,2025
RPI,SDB,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Dylan Matchett,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,16,4.0,2025
RPI,SDB,Rensselaer Polytechnic,3pMa,No Dribble Jumper,Chuck Clemons,PNR,Left,Off,Andrew Deppe,P&R Roll Man,N/A,Pop,Liberty League,UNKNOWN,18,4.0,2025
RPI,SDB,SUNY Delhi Broncos,2pmi,To Basket,Noah Colin,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,19,1.0,2025
RPI,SDB,Rensselaer Polytechnic,Turnover,N/A,Avery Eugster,Post,Left,N/A,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,20,1.0,2025
RPI,SDB,SUNY Delhi Broncos,3pmi,No Dribble Jumper,Brennan Heaven,PNR,High,Off,Noah Colin,Spot Ups,N/A,Shot,Liberty League,UNKNOWN,21,4.0,2025
RPI,SDB,Rensselaer Polytechnic,Turnover,N/A,Andrew Deppe,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,22,1.0,2025
RPI,SDB,SUNY Delhi Broncos,3pMa,No Dribble Jumper,Brennan Heaven,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,23,4.0,2025
RPI,SDB,Rensselaer Polytechnic,And1,To Basket,Abubacarr Camara,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,25,1.0,2025
RPI,SDB,SUNY Delhi Broncos,2pmi,No Dribble Jumper,Ijaaz Greene-Burks,PNR,High,Off,Jason Tagios,Spot Ups,N/A,Shot,Liberty League,UNKNOWN,27,3.0,2025
RPI,SDB,Rensselaer Polytechnic,2pMa,To Basket,Andrew Deppe,Post,Left,N/A,Pat White,Cuts,N/A,Basket,Liberty League,UNKNOWN,28,1.0,2025
RPI,SDB,SUNY Delhi Broncos,2pmi,No Dribble Jumper,Brennan Heaven,PNR,Left,Off,Ijaaz Greene-Burks,Spot Ups,N/A,Shot,Liberty League,UNKNOWN,29,3.0,2025
RPI,SDB,Rensselaer Polytechnic,Foul,To Basket,Pat White,PNR,High,Away,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,30,1.0,2025
RPI,SDB,SUNY Delhi Broncos,Foul,To Basket,Isiah Barnes,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,33,1.0,2025
RPI,SDB,Rensselaer Polytechnic,Turnover,N/A,Nate Tawiah-Boateng,Post,Right,Face Up,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,36,1.0,2025
RPI,SDB,SUNY Delhi Broncos,Foul,To Basket,Noah Colin,Iso,Right,N/A,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,37,1.0,2025
RPI,SDB,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Yechiel Stewart,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,41,4.0,2025
RPI,SDB,SUNY Delhi Broncos,Turnover,N/A,Isiah Barnes,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,42,1.0,2025
RPI,SDB,Rensselaer Polytechnic,2pMa,To Basket,Yechiel Stewart,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,44,1.0,2025
RPI,SDB,SUNY Delhi Broncos,Turnover,N/A,Adan Madera,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,45,1.0,2025
RPI,SDB,Rensselaer Polytechnic,3pMa,No Dribble Jumper,Yechiel Stewart,PNR,Left,N/A,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,47,4.0,2025
RPI,SDB,SUNY Delhi Broncos,2pMa,To Basket,Noah Colin,PNR,High,Away,Adan Madera,Cuts,N/A,Basket,Liberty League,UNKNOWN,48,1.0,2025
RPI,SDB,Rensselaer Polytechnic,Foul,N/A,Chuck Clemons,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,49,1.0,2025
RPI,SDB,SUNY Delhi Broncos,2pmi,Dribble Jumper,Isiah Barnes,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,52,2.0,2025
RPI,SDB,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Yechiel Stewart,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,54,4.0,2025
RPI,SDB,SUNY Delhi Broncos,2pmi,To Basket,Isiah Barnes,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,55,1.0,2025
RPI,SDB,Rensselaer Polytechnic,Turnover,N/A,Yechiel Stewart,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,57,1.0,2025
RPI,SDB,SUNY Delhi Broncos,Turnover,N/A,Abdul-Jaleel Ibrahim,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,59,1.0,2025
RPI,SDB,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Yechiel Stewart,Off Screens,Left,Flare,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,60,4.0,2025
RPI,SDB,SUNY Delhi Broncos,2pmi,Dribble Jumper,Abdul-Jaleel Ibrahim,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,61,2.0,2025
RPI,SDB,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Dylan Matchett,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,UNKNOWN,62,4.0,2025
