index,Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Date
1,IC,SLS,Ithaca College,2pmi,To Basket,Chris Leysath,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,2,1.0,2025-01-18
2,IC,SLS,Ithaca College,Turnover,N/A,Chris Leysath,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,3,1.0,2025-01-18
4,IC,SLS,Ithaca College,3pMa,No Dribble Jumper,Aidan Holmes,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,4.0,2025-01-18
5,IC,SLS,St. Lawrence Saints,Turnover,N/A,Aiden Macaulay,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,6,1.0,2025-01-18
6,IC,SLS,Ithaca College,2pMa,To Basket,Logan Wendell,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,7,1.0,2025-01-18
7,IC,SLS,St. Lawrence Saints,2pmi,To Basket,Adam Dudzinski,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,8,1.0,2025-01-18
8,IC,SLS,Ithaca College,3pmi,No Dribble Jumper,Logan Wendell,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,9,4.0,2025-01-18
9,IC,SLS,St. Lawrence Saints,2pmi,Dribble Jumper,Trey Syroka,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,10,2.0,2025-01-18
10,IC,SLS,Ithaca College,3pmi,Dribble Jumper,Jaylon O'Neal,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,11,4.0,2025-01-18
13,IC,SLS,St. Lawrence Saints,2pMa,To Basket,Gavin Macaulay,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,14,1.0,2025-01-18
