Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
Bar,SNP,SUNY New Paltz Hawks,2pMa,To Basket,A.J. Knight,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,1,1.0,2025
Bar,SNP,Bard College,Turnover,N/A,Azriel Almodovar,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,2,1.0,2025
Bar,SNP,SUNY New Paltz Hawks,2pMa,To Basket,A.J. Knight,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,3,1.0,2025
Bar,SNP,Bard College,3pmi,Dribble Jumper,Laz Panagiotounis,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,5,4.0,2025
Bar,SNP,Bard College,3pmi,No Dribble Jumper,Ahmad Rauf,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,7,4.0,2025
Bar,SNP,SUNY New Paltz Hawks,3pMa,No Dribble Jumper,LaMar Matthews,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,8,4.0,2025
Bar,SNP,Bard College,2pmi,To Basket,Azriel Almodovar,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,9,1.0,2025
Bar,SNP,SUNY New Paltz Hawks,3pmi,No Dribble Jumper,Lucas Seyoum,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,10,4.0,2025
Bar,SNP,Bard College,2pMa,To Basket,Ahmad Rauf,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,11,1.0,2025
Bar,SNP,SUNY New Paltz Hawks,2pMa,To Basket,LaMar Matthews,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,12,1.0,2025
Bar,SNP,Bard College,2pMa,To Basket,Rowan Heinze,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,14,1.0,2025
