Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
NAZ,RPI,Nazareth College Golden Flyers,2pmi,Dribble Jumper,Liam Hopwood,Post,Right,Right Shoulder,Zachary Mcfarland,Spot Ups,Left,Drive,Empire 8,Liberty League,1,3.0,2025
NAZ,RPI,Rensselaer Polytechnic,2pmi,To Basket,Andrew Deppe,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,Empire 8,Liberty League,2,1.0,2025
NAZ,RPI,Nazareth College Golden Flyers,2pmi,Dribble Jumper,Jaylen Savage,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Empire 8,Liberty League,3,2.0,2025
NAZ,RPI,Rensselaer Polytechnic,Turnover,N/A,PJ Scalisi,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,Empire 8,Liberty League,4,1.0,2025
NAZ,RPI,Nazareth College Golden Flyers,2pmi,To Basket,Jaylen Savage,PNR,High,Off,N/A,N/A,N/A,N/A,Empire 8,Liberty League,5,1.0,2025
NAZ,RPI,Rensselaer Polytechnic,2pMa,Dribble Jumper,Chuck Clemons,PNR,High,Off,N/A,N/A,N/A,N/A,Empire 8,Liberty League,7,3.0,2025
NAZ,RPI,Nazareth College Golden Flyers,3pmi,No Dribble Jumper,Tyler Putney,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,8,4.0,2025
NAZ,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Chuck Clemons,Post,Right,Right Shoulder,Dylan Matchett,Spot Ups,N/A,Shot,Empire 8,Liberty League,9,4.0,2025
NAZ,RPI,Rensselaer Polytechnic,Turnover,N/A,Andrew Deppe,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Empire 8,Liberty League,11,1.0,2025
NAZ,RPI,Nazareth College Golden Flyers,Turnover,N/A,Zachary Mcfarland,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Empire 8,Liberty League,12,1.0,2025
NAZ,RPI,Rensselaer Polytechnic,2pmi,To Basket,Chuck Clemons,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Empire 8,Liberty League,13,1.0,2025
NAZ,RPI,Nazareth College Golden Flyers,2pMa,To Basket,Tyler Putney,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Empire 8,Liberty League,14,1.0,2025
NAZ,RPI,Rensselaer Polytechnic,2pMa,To Basket,Avery Eugster,Post,Right,Left Shoulder,Andrew Deppe,Cuts,N/A,Basket,Empire 8,Liberty League,15,1.0,2025
NAZ,RPI,Nazareth College Golden Flyers,2pMa,To Basket,Luke Insley,PNR,Left,Off,N/A,N/A,N/A,N/A,Empire 8,Liberty League,16,1.0,2025
NAZ,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Avery Eugster,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,17,4.0,2025
NAZ,RPI,Nazareth College Golden Flyers,And1,To Basket,Jaylen Savage,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Empire 8,Liberty League,18,1.0,2025
NAZ,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Andrew Deppe,Post,Right,Face Up,Abubacarr Camara,Spot Ups,N/A,Shot,Empire 8,Liberty League,20,4.0,2025
NAZ,RPI,Rensselaer Polytechnic,2pmi,To Basket,Pat White,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Empire 8,Liberty League,21,1.0,2025
NAZ,RPI,Nazareth College Golden Flyers,3pmi,No Dribble Jumper,Tyler Putney,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Empire 8,Liberty League,22,4.0,2025
NAZ,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Dylan Matchett,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A,Empire 8,Liberty League,24,4.0,2025
