index,Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Date
0,Law,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Jack Dalgety,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,1,4.0,2024-11-09
1,Law,CU,Lawrence,3pmi,No Dribble Jumper,Nicholas Gouriotis,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,2,4.0,2024-11-09
3,Law,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Jack Dalgety,Off Screens,Right,Straight,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,4,4.0,2024-11-09
4,Law,CU,Lawrence,2pMa,To Basket,Caleb Nash,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,5,1.0,2024-11-09
5,Law,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Steve DeRegis,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,6,4.0,2024-11-09
6,Law,CU,Lawrence,2pmi,To Basket,Nathan Valentine,PNR,Left,Off,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,7,1.0,2024-11-09
7,Law,CU,Clarkson University Golden Knights,Turnover,To Basket,Finn Cork,Post,Left,Dribble,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,8,1.0,2024-11-09
8,Law,CU,Lawrence,2pmi,Dribble Jumper,Caleb Nash,PNR,Right,Off,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,9,3.0,2024-11-09
9,Law,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Steve DeRegis,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,10,4.0,2024-11-09
10,Law,CU,Lawrence,Turnover,N/A,Landon Key,Misc,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,11,1.0,2024-11-09
11,Law,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Braeden Burns,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,12,4.0,2024-11-09
12,Law,CU,Lawrence,2pMa,N/A,Jasper Padia,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,13,1.0,2024-11-09
13,Law,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Steve DeRegis,Off Screens,Right,Flare,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,14,4.0,2024-11-09
14,Law,CU,Clarkson University Golden Knights,2pmi,To Basket,Jack Dalgety,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,15,1.0,2024-11-09
15,Law,CU,Clarkson University Golden Knights,2pmi,To Basket,Finn Cork,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,16,1.0,2024-11-09
17,Law,CU,Lawrence,3pmi,No Dribble Jumper,Landon Key,Off Screens,Left,Flare,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,18,4.0,2024-11-09
18,Law,CU,Clarkson University Golden Knights,2pMa,To Basket,Braeden Burns,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,19,1.0,2024-11-09
19,Law,CU,Lawrence,Turnover,N/A,Carson Nichols,PNR,Right,Off,Liam Graham,Spot Ups,Right,Drive,UNKNOWN,Liberty League,20,1.0,2024-11-09
20,Law,CU,Clarkson University Golden Knights,Turnover,N/A,Finn Cork,Post,Left,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,21,1.0,2024-11-09
21,Law,CU,Clarkson University Golden Knights,Turnover,N/A,Braeden Burns,Misc,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,Liberty League,22,1.0,2024-11-09
