Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
SKD,SUN,SUNY Potsdam Bears,2pMa,Dribble Jumper,Parker Kelly,Iso,Top,N/A,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,1,2.0,2025
SKD,SUN,Skidmore Thoroughbreds,Turnover,N/A,Nick Padilla,PNR,High,Off,Hakeem Daphnis,Spot Ups,N/A,N/A,Liberty League,SUNYAC,2,1.0,2025
SKD,SUN,SUNY Potsdam Bears,2pmi,To Basket,Walter Defreitas,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,3,1.0,2025
SKD,SUN,Skidmore Thoroughbreds,Foul,To Basket,Alexei Downie,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,4,1.0,2025
SKD,SUN,SUNY Potsdam Bears,Turnover,To Basket,Mohammad Sylla,PNR,High,Off,Parker Kelly,P&R Roll Man,N/A,Roll,Liberty League,SUNYAC,8,1.0,2025
SKD,SUN,Skidmore Thoroughbreds,3pmi,No Dribble Jumper,Nick Padilla,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,9,4.0,2025
SKD,SUN,SUNY Potsdam Bears,2pmi,To Basket,Nicholas Cortez,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,10,1.0,2025
SKD,SUN,Skidmore Thoroughbreds,Foul,To Basket,Jack LaGarde,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,11,1.0,2025
SKD,SUN,SUNY Potsdam Bears,3pMa,No Dribble Jumper,Mike Hancock,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,15,4.0,2025
SKD,SUN,Skidmore Thoroughbreds,2pMa,To Basket,Hakeem Daphnis,PNR,Left,Off,Charlie Fantom,Spot Ups,Left,Drive,Liberty League,SUNYAC,16,1.0,2025
SKD,SUN,SUNY Potsdam Bears,2pMa,To Basket,Nicholas Cortez,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,17,1.0,2025
SKD,SUN,Skidmore Thoroughbreds,3pMa,No Dribble Jumper,Charlie Fantom,Off Screens,Right,Straight,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,19,4.0,2025
SKD,SUN,SUNY Potsdam Bears,2pMa,To Basket,Mohammad Sylla,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,20,1.0,2025
SKD,SUN,Skidmore Thoroughbreds,3pmi,No Dribble Jumper,Hakeem Daphnis,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,21,4.0,2025
SKD,SUN,Skidmore Thoroughbreds,2pMa,To Basket,Nick Padilla,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,23,1.0,2025
SKD,SUN,SUNY Potsdam Bears,Turnover,N/A,Mohammad Sylla,PNR,Left,Off,Lauwensky Astrel,Spot Ups,Left,Drive,Liberty League,SUNYAC,24,1.0,2025
SKD,SUN,Skidmore Thoroughbreds,Turnover,To Basket,Jack LaGarde,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,26,1.0,2025
SKD,SUN,SUNY Potsdam Bears,Turnover,N/A,Parker Kelly,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,27,1.0,2025
SKD,SUN,Skidmore Thoroughbreds,Turnover,N/A,Hakeem Daphnis,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,28,1.0,2025
SKD,SUN,SUNY Potsdam Bears,2pmi,To Basket,Mohammad Sylla,Off Screens,Right,Straight,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,29,1.0,2025
SKD,SUN,Skidmore Thoroughbreds,2pMa,Dribble Jumper,Charlie Fantom,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,30,2.0,2025
SKD,SUN,SUNY Potsdam Bears,3pmi,No Dribble Jumper,Nicholas Cortez,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,SUNYAC,32,4.0,2025
