#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Gavin Macaulay,,,,2FGm,Miss 2 Pts,00:00:35.8,,,St. Lawrence Saints,CU@SLS,11/16/2024,1,19:42,Gavin Macaulay,P&R BH,13 Gavin Macaulay > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
2,Dan Anderson,,,,Off Reb,Run Offense,00:00:08.6,,,St. Lawrence Saints,CU@SLS,11/16/2024,1,,Dan Anderson,Off Reb,10 Dan Anderson > Offensive Rebound > Short > Run Offense
3,Andrew Cowan,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:26.2,,,St. Lawrence Saints,CU@SLS,11/16/2024,1,19:20,"Andrew Cowan, Finn Cork",Cut,24 Andrew Cowan > Cut > Flash > Miss 2 Pts
4,Braeden Burns,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.0,,,Clarkson University Golden Knights,CU@SLS,11/16/2024,1,19:02,"Braeden Burns, Andrew Cowan",Cut,24 Braeden Burns > Cut > Basket > Miss 2 Pts
5,Adam Dudzinski,,,,2FGm,Miss 2 Pts,00:00:34.9,,,St. Lawrence Saints,CU@SLS,11/16/2024,1,18:33,Adam Dudzinski,P&R BH,33 Adam Dudzinski > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
6,Steve DeRegis,,,,3FGm,Miss 3 Pts,00:00:20.9,,,Clarkson University Golden Knights,CU@SLS,11/16/2024,1,18:14,Steve DeRegis,Spot Up,5 Steve DeRegis > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
7,Braeden Burns,,,,Off Reb,Run Offense,00:00:08.5,,,Clarkson University Golden Knights,CU@SLS,11/16/2024,1,,Braeden Burns,Off Reb,24 Braeden Burns > Offensive Rebound > Long > Run Offense
8,Steve DeRegis,,,,"Turnover, Steal",Turnover,00:00:12.9,,,Clarkson University Golden Knights,CU@SLS,11/16/2024,1,18:05,"Steve DeRegis, Aiden Macaulay",,5 Steve DeRegis > No Play Type > Turnover
9,Gavin Macaulay,,,,,Miss 2 Pts,00:00:27.6,,,St. Lawrence Saints,CU@SLS,11/16/2024,1,,Gavin Macaulay,,13 Gavin Macaulay > Spot-Up > Drives Left > To Basket > Miss 2 Pts
10,Jack Dalgety,,,,3FGm,Miss 3 Pts,00:00:22.9,,,Clarkson University Golden Knights,CU@SLS,11/16/2024,1,17:24,Jack Dalgety,Spot Up,21 Jack Dalgety > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
11,Braeden Burns,,,,Off Reb,Run Offense,00:00:08.3,,,Clarkson University Golden Knights,CU@SLS,11/16/2024,1,,Braeden Burns,Off Reb,24 Braeden Burns > Offensive Rebound > Short > Run Offense
12,Braeden Burns,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.0,,,Clarkson University Golden Knights,CU@SLS,11/16/2024,1,17:14,"Braeden Burns, Gavin Macaulay",Cut,24 Braeden Burns > Cut > Flash > Miss 2 Pts
13,Adam Dudzinski,,,,2FGM,Make 2 Pts,00:00:10.3,,,St. Lawrence Saints,CU@SLS,11/16/2024,1,17:02,Adam Dudzinski,"Iso, Spot Up",13 Gavin Macaulay > ISO > Right > Drives Right > Defense Commits > Ball Delivered > 33 Adam Dudzinski > Spot-Up > Drives Right > To Basket > Make 2 Pts
