#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Dan Anderson,,,,,No Violation,00:00:15.8,,,St. Lawrence Saints,OST@SLS,11/13/2024,1,,Dan Anderson,,10 Dan Anderson > Non Possession > No Violation
2,Aiden Macaulay,,,,"2FGM, Assist",Make 2 Pts,00:00:16.1,,,St. Lawrence Saints,OST@SLS,11/13/2024,1,19:45,"Aiden Macaulay, Andrew Cowan",Cut,23 Aiden Macaulay > Cut > Basket > Make 2 Pts
3,Steven Bradley,,,,3FGm,Miss 3 Pts,00:00:28.2,,,Oswego State Lakers,OST@SLS,11/13/2024,1,19:21,Steven Bradley,Spot Up,12 Steven Bradley > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
4,Xavier Allen,,,,Off Reb,Run Offense,00:00:11.1,,,Oswego State Lakers,OST@SLS,11/13/2024,1,,Xavier Allen,Off Reb,0 Xavier Allen > Offensive Rebound > Long > Run Offense
5,Ahkee Anderson,,,,"Turnover, Steal",Turnover,00:00:26.6,,,Oswego State Lakers,OST@SLS,11/13/2024,1,18:59,"Ahkee Anderson, Adam Dudzinski",Spot Up,5 Ahkee Anderson > Spot-Up > Drives Left > Turnover
6,Gavin Macaulay,,,,"2FGM, Assist",Make 2 Pts,00:00:10.1,,,St. Lawrence Saints,OST@SLS,11/13/2024,1,18:55,"Gavin Macaulay, Aiden Macaulay",Transition,13 Gavin Macaulay > Transition > Leak Outs > To Basket > Make 2 Pts
7,Steven Bradley,,,,"Turnover, Steal",Turnover,00:00:16.5,,,Oswego State Lakers,OST@SLS,11/13/2024,1,18:36,"Steven Bradley, Adam Dudzinski",Spot Up,12 Steven Bradley > Spot-Up > Drives Left > Turnover
8,Dan Anderson,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:23.1,,,St. Lawrence Saints,OST@SLS,11/13/2024,1,18:24,"Ahkee Anderson, Dan Anderson",P&R BH,10 Dan Anderson > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
9,Steven Bradley,,,,,No Violation,00:00:21.4,,,Oswego State Lakers,OST@SLS,11/13/2024,1,,Steven Bradley,,12 Steven Bradley > Non Possession > No Violation
10,Billy Reyes,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:19.9,,,Oswego State Lakers,OST@SLS,11/13/2024,1,17:54,"Billy Reyes, Gavin Macaulay",Spot Up,15 Billy Reyes > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
11,Gavin Macaulay,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.9,,,St. Lawrence Saints,OST@SLS,11/13/2024,1,17:43,"Gavin Macaulay, Ahkee Anderson",Spot Up,13 Gavin Macaulay > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
12,Cole Kattan,,,,3FGm,Miss 3 Pts,00:00:18.5,,,Oswego State Lakers,OST@SLS,11/13/2024,1,17:27,Cole Kattan,Spot Up,24 Cole Kattan > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
13,Deacon Judd,,,,"2FGm, Off Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:07.6,,,Oswego State Lakers,OST@SLS,11/13/2024,1,17:27,"Deacon Judd, Aiden Macaulay",Off Reb,22 Deacon Judd > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
14,Ahkee Anderson,,,,"2FGM, Assist",Make 2 Pts,00:00:20.9,,,Oswego State Lakers,OST@SLS,11/13/2024,1,17:08,"Ahkee Anderson, Billy Reyes",Cut,5 Ahkee Anderson > Cut > Flash > Make 2 Pts
15,Aiden Macaulay,,,,2FGm,Miss 2 Pts,00:00:36.9,,,St. Lawrence Saints,OST@SLS,11/13/2024,1,16:31,Aiden Macaulay,P&R BH,23 Aiden Macaulay > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
16,Aiden Macaulay,,,,"2FGm, Off Reb, Def Reb",Miss 2 Pts,00:00:09.8,,,St. Lawrence Saints,OST@SLS,11/13/2024,1,16:31,"Aiden Macaulay, Cole Kattan",Off Reb,23 Aiden Macaulay > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
17,Billy Reyes,,,,3FGm,Miss 3 Pts,00:00:22.8,,,Oswego State Lakers,OST@SLS,11/13/2024,1,16:17,Billy Reyes,Spot Up,15 Billy Reyes > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
18,Gavin Macaulay,,,,Foul,Non Shooting Foul,00:00:15.0,,,,OST@SLS,11/13/2024,1,,Ahkee Anderson,,13 Gavin Macaulay > Non Possession > Non Shooting Foul
19,Andrew Cowan,,,,Foul,Foul,00:00:29.8,,,St. Lawrence Saints,OST@SLS,11/13/2024,1,15:45,"Deacon Judd, Andrew Cowan",Post Up,24 Andrew Cowan > Post-Up > Flash Middle > Right Shoulder > Dribble Move > To Basket > Foul
20,Andrew Cowan,,,,FTm,Free Throw,00:00:12.2,,,St. Lawrence Saints,OST@SLS,11/13/2024,1,,Andrew Cowan,,24 Andrew Cowan > Non Possession > Free Throw
21,Andrew Cowan,,,,FTM,Free Throw,00:00:08.9,,,St. Lawrence Saints,OST@SLS,11/13/2024,1,,Andrew Cowan,,24 Andrew Cowan > Non Possession > Free Throw
22,Billy Reyes,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.8,,,Oswego State Lakers,OST@SLS,11/13/2024,1,15:29,"Billy Reyes, Andrew Cowan",Spot Up,15 Billy Reyes > Spot-Up > Drives Right > To Basket > Miss 2 Pts
