#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Kreekor Karageuzian,,,,"Turnover, Steal",Turnover,00:00:09.7,,,Vassar Brewers,VC@AUK,11/09/2024,1,19:54,"Kreekor Karageuzian, Amyr Walker",,4 Kreekor Karageuzian > No Play Type > Turnover
2,Corey Attivo,,,,"Turnover, Steal",Turnover,00:00:23.3,,,Arcadia University Knights,VC@AUK,11/09/2024,1,19:40,"Corey Attivo, Nathan Denham",,33 Corey Attivo > No Play Type > Turnover
3,Eric Zhang,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:27.6,,,Vassar Brewers,VC@AUK,11/09/2024,1,19:16,"Eric Zhang, Corey Attivo","P&R BH, P&R Roll Man",5 Sebastian Medina > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 13 Eric Zhang > P&R Roll Man > Pick and Pops > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
4,Joshua Okocha,,,,2FGM,Make 2 Pts,00:00:19.6,,,Arcadia University Knights,VC@AUK,11/09/2024,1,18:53,Joshua Okocha,Spot Up,0 Joshua Okocha > Spot-Up > Drives Left > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
5,Nathan Denham,,,,"3FGM, Assist",Make 3 Pts,00:00:11.4,,,Vassar Brewers,VC@AUK,11/09/2024,1,18:43,"Nathan Denham, Shea Fitzgerald",Transition,22 Nathan Denham > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
6,Corey Attivo,,,,"Turnover, Steal",Turnover,00:00:07.3,,,Arcadia University Knights,VC@AUK,11/09/2024,1,18:33,"Corey Attivo, Nathan Denham",,33 Corey Attivo > No Play Type > Turnover
7,Nathan Denham,,,,2FGM,Make 2 Pts,00:00:09.1,,,Vassar Brewers,VC@AUK,11/09/2024,1,18:28,Nathan Denham,Transition,22 Nathan Denham > Transition > Ballhandler > To Basket > Make 2 Pts
8,Josh Parks,,,,Foul,Non Shooting Foul,00:00:23.5,,,,VC@AUK,11/09/2024,1,,Nathan Denham,,3 Josh Parks > Non Possession > Non Shooting Foul
9,Joshua Okocha,,,,2FGM,Make 2 Pts,00:00:08.1,,,Arcadia University Knights,VC@AUK,11/09/2024,1,18:05,Joshua Okocha,Cut,0 Joshua Okocha > Cut > Basket > Make 2 Pts
10,Shea Fitzgerald,,,,"Turnover, Steal",Turnover,00:00:15.1,,,Vassar Brewers,VC@AUK,11/09/2024,1,17:51,"Shea Fitzgerald, Corey Attivo",P&R BH,3 Shea Fitzgerald > P&R Ball Handler > High P&R > Dribble Off Pick > Turnover
11,Josh Parks,,,,"3FGM, Assist",Make 3 Pts,00:00:19.6,,,Arcadia University Knights,VC@AUK,11/09/2024,1,17:39,"Josh Parks, Joshua Okocha",Spot Up,3 Josh Parks > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
12,Nathan Denham,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:12.7,,,Vassar Brewers,VC@AUK,11/09/2024,1,17:26,"Nathan Denham, Josh Parks",Spot Up,22 Nathan Denham > Spot-Up > Drives Right > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
13,Joshua Okocha,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:24.1,,,Arcadia University Knights,VC@AUK,11/09/2024,1,17:08,"Joshua Okocha, Eric Zhang","P&R BH, Spot Up",30 Jamison Lynam > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 0 Joshua Okocha > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
14,Shea Fitzgerald,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:22.2,,,Vassar Brewers,VC@AUK,11/09/2024,1,16:52,"Shea Fitzgerald, Joshua Okocha",P&R BH,3 Shea Fitzgerald > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
15,Corey Attivo,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:27.7,,,Arcadia University Knights,VC@AUK,11/09/2024,1,16:28,"Corey Attivo, Sebastian Medina",Spot Up,33 Corey Attivo > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
16,Nathan Denham,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.1,,,Vassar Brewers,VC@AUK,11/09/2024,1,16:20,"Nathan Denham, Josh Parks",Transition,22 Nathan Denham > Transition > Right Wing > To Basket > Miss 2 Pts
17,Joshua Okocha,,,,,No Violation,00:00:25.5,,,Arcadia University Knights,VC@AUK,11/09/2024,1,,Joshua Okocha,,0 Joshua Okocha > Non Possession > No Violation
