#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Braden Burman,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:33.8,,,Sarah Lawrence College Gryphons,VC@SLC,11/16/2024,1,19:30,"Braden Burman, Sebastian Medina","P&R BH, Spot Up",5 Eamon Kelly > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Braden Burman > Spot-Up > Drives Left > To Basket > Miss 2 Pts
2,Sebastian Medina,,,,"Turnover, Steal",Turnover,00:00:20.7,,,Vassar Brewers,VC@SLC,11/16/2024,1,19:11,"Sebastian Medina, Andrew Kim",,5 Sebastian Medina > No Play Type > Turnover
3,Eamon Kelly,,,,2FGM,Make 2 Pts,00:00:12.7,,,Sarah Lawrence College Gryphons,VC@SLC,11/16/2024,1,19:06,Eamon Kelly,Transition,5 Eamon Kelly > Transition > Right Wing > To Basket > Make 2 Pts
4,Kreekor Karageuzian,,,,2FGM,Make 2 Pts,00:00:24.4,,,Vassar Brewers,VC@SLC,11/16/2024,1,18:42,Kreekor Karageuzian,Cut,4 Kreekor Karageuzian > Cut > Basket > Make 2 Pts
5,Braden Burman,,,,3FGm,Miss 3 Pts,00:00:28.9,,,Sarah Lawrence College Gryphons,VC@SLC,11/16/2024,1,18:16,Braden Burman,"Post Up, Spot Up",32 Chris Dougherty > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 12 Braden Burman > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
6,Braden Burman,,,,Off Reb,Run Offense,00:00:08.7,,,Sarah Lawrence College Gryphons,VC@SLC,11/16/2024,1,,Braden Burman,Off Reb,12 Braden Burman > Offensive Rebound > Long > Run Offense
7,Chris Dougherty,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:25.0,,,Sarah Lawrence College Gryphons,VC@SLC,11/16/2024,1,17:57,"Chris Dougherty, Avery Lee",Spot Up,32 Chris Dougherty > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
8,Shea Fitzgerald,,,,2FGM,Make 2 Pts,00:00:10.3,,,Vassar Brewers,VC@SLC,11/16/2024,1,17:49,Shea Fitzgerald,Transition,3 Shea Fitzgerald > Transition > Right Wing > To Basket > Make 2 Pts
9,Eamon Kelly,,,,"Turnover, Steal",Turnover,00:00:23.9,,,Sarah Lawrence College Gryphons,VC@SLC,11/16/2024,1,17:26,"Eamon Kelly, Eric Zhang",Post Up,5 Eamon Kelly > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Turnover
10,Eric Zhang,,,,2FGM,Make 2 Pts,00:00:08.1,,,Vassar Brewers,VC@SLC,11/16/2024,1,17:22,Eric Zhang,Transition,13 Eric Zhang > Transition > Ballhandler > To Basket > Make 2 Pts
