#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Elijah Morris,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:30.7,,,SUNY Cobleskill Fighting Tigers,RPI@SCF,11/23/2024,1,19:36,"Elijah Morris, Avery Eugster",Iso,3 Elijah Morris > ISO > Right > Drives Right > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
2,Andrew Deppe,,,,Turnover,Turnover,00:00:30.7,,,Rensselaer Polytechnic,RPI@SCF,11/23/2024,1,19:12,Andrew Deppe,Cut,41 Andrew Deppe > Cut > Basket > Turnover
3,Jermaine Wheeler,,,,"2FGM, Assist",Make 2 Pts,00:00:27.7,,,SUNY Cobleskill Fighting Tigers,RPI@SCF,11/23/2024,1,18:42,"Jermaine Wheeler, Chalik Rush","Iso, Cut",12 Chalik Rush > ISO > Right > Drives Left > Defense Commits > Ball Delivered > 25 Jermaine Wheeler > Cut > Basket > Make 2 Pts
4,Avery Eugster,,,,"3FGM, Assist",Make 3 Pts,00:00:25.1,,,Rensselaer Polytechnic,RPI@SCF,11/23/2024,1,18:15,"Avery Eugster, PJ Scalisi","P&R BH, Spot Up",32 Dylan Matchett > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Defense Commits > Ball Delivered > 12 Avery Eugster > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
5,Chalik Rush,,,,"2FGM, Assist",Make 2 Pts,00:00:23.8,,,SUNY Cobleskill Fighting Tigers,RPI@SCF,11/23/2024,1,17:45,"Quanire Greene, Chalik Rush",Spot Up,12 Chalik Rush > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Make 2 Pts
6,Avery Eugster,,,,"3FGM, Assist",Make 3 Pts,00:00:22.3,,,Rensselaer Polytechnic,RPI@SCF,11/23/2024,1,17:27,"PJ Scalisi, Avery Eugster",Spot Up,12 Avery Eugster > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
7,Quanire Greene,,,,2FGM,Make 2 Pts,00:00:31.1,,,SUNY Cobleskill Fighting Tigers,RPI@SCF,11/23/2024,1,16:53,Quanire Greene,P&R BH,11 Quanire Greene > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts
8,Avery Eugster,,,,2FGM,Make 2 Pts,00:00:16.2,,,Rensselaer Polytechnic,RPI@SCF,11/23/2024,1,16:29,Avery Eugster,Spot Up,12 Avery Eugster > Spot-Up > Drives Left > To Basket > Make 2 Pts
9,Devin Dennard,,,,"Turnover, Steal",Turnover,00:00:13.3,,,SUNY Cobleskill Fighting Tigers,RPI@SCF,11/23/2024,1,16:13,"Devin Dennard, Avery Eugster",Off Screen,15 Devin Dennard > Off Screen > To Shooter's Right > Flare > To Basket > Turnover
10,Andrew Deppe,,,,2FGM,Make 2 Pts,00:00:15.3,,,Rensselaer Polytechnic,RPI@SCF,11/23/2024,1,16:04,Andrew Deppe,Transition,41 Andrew Deppe > Transition > Left Wing > To Basket > Make 2 Pts
