#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Brendan Reid,,,,3FGm,Miss 3 Pts,00:00:30.9,,,Union (NY) Chargers,SCF@UNY,11/11/2024,1,19:38,Brendan Reid,"P&R BH, Spot Up",13 Jaden Jauregui > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 32 Brendan Reid > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
2,Jaden Jauregui,,,,Off Reb,Run Offense,00:00:10.9,,,Union (NY) Chargers,SCF@UNY,11/11/2024,1,,Jaden Jauregui,Off Reb,13 Jaden Jauregui > Offensive Rebound > Long > Run Offense
3,Jack Plesser,,,,"2FGM, Assist",Make 2 Pts,00:00:12.7,,,Union (NY) Chargers,SCF@UNY,11/11/2024,1,19:32,"Jack Plesser, Jaden Jauregui",Cut,33 Jack Plesser > Cut > Flash > Make 2 Pts
4,Quanire Greene,,,,Turnover,Turnover,00:00:23.1,,,SUNY Cobleskill Fighting Tigers,SCF@UNY,11/11/2024,1,19:08,Quanire Greene,P&R BH,11 Quanire Greene > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover
5,Jack Plesser,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:16.3,,,Union (NY) Chargers,SCF@UNY,11/11/2024,1,18:50,"Jack Plesser, Chace Peterson",Off Screen,33 Jack Plesser > Off Screen > To Shooter's Left > Straight > To Basket > Miss 2 Pts
6,Chace Peterson,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:18.8,,,SUNY Cobleskill Fighting Tigers,SCF@UNY,11/11/2024,1,18:42,"Chace Peterson, Brendan Reid","P&R BH, P&R Roll Man",3 Elijah Morris > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 24 Chace Peterson > P&R Roll Man > Pick and Pops > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
7,Christian Dufort,,,,"3FGM, Assist",Make 3 Pts,00:00:15.1,,,Union (NY) Chargers,SCF@UNY,11/11/2024,1,18:34,"Christian Dufort, Tanner Tedesco",Transition,24 Christian Dufort > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
8,Chace Peterson,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:11.7,,,SUNY Cobleskill Fighting Tigers,SCF@UNY,11/11/2024,1,18:18,"Chace Peterson, Tanner Tedesco",Handoff,24 Chace Peterson > Hand Off > From Dribble > Left > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
9,Jaden Jauregui,,,,"2FGM, Assist",Make 2 Pts,00:00:14.5,,,Union (NY) Chargers,SCF@UNY,11/11/2024,1,18:10,"Jaden Jauregui, Tanner Tedesco",Transition,13 Jaden Jauregui > Transition > Right Wing > To Basket > Make 2 Pts
10,Elijah Morris,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:13.1,,,SUNY Cobleskill Fighting Tigers,SCF@UNY,11/11/2024,1,17:54,"Tanner Tedesco, Elijah Morris",P&R BH,3 Elijah Morris > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
