#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Kenny Wilburn,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:23.1,,,Rochester Institute of Technology Tigers,UTI@RIT,11/09/2024,1,19:42,"Kenny Wilburn, Seidina Doukoure","P&R BH, P&R Roll Man",5 Matt Caggiano > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Defense Commits > Ball Delivered > 3 Kenny Wilburn > P&R Roll Man > Rolls to Basket > Miss 2 Pts
2,Damien Call,,,,2FGM,Make 2 Pts,00:00:24.8,,,Utica,UTI@RIT,11/09/2024,1,19:22,Damien Call,Iso,15 Damien Call > ISO > Top > Drives Right > Dribble Jumper > Short to < 17' > Make 2 Pts
3,Kenny Wilburn,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:19.2,,,Rochester Institute of Technology Tigers,UTI@RIT,11/09/2024,1,19:00,"Kenny Wilburn, Dayion Thompson",Iso,3 Kenny Wilburn > ISO > Top > Early Jumper > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts
4,Dayion Thompson,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:15.6,,,Utica,UTI@RIT,11/09/2024,1,18:54,"Dayion Thompson, Kenny Wilburn",Transition,1 Dayion Thompson > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
5,Matt Caggiano,,,,2FGM,Make 2 Pts,00:00:28.1,,,Rochester Institute of Technology Tigers,UTI@RIT,11/09/2024,1,18:29,Matt Caggiano,Spot Up,5 Matt Caggiano > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Make 2 Pts
6,Hagen Foley,,,,"3FGM, Assist",Make 3 Pts,00:00:14.8,,,Utica,UTI@RIT,11/09/2024,1,18:17,"Hagen Foley, Dayion Thompson","P&R BH, Spot Up",1 Dayion Thompson > P&R Ball Handler > Right P&R > Baseline > Defense Commits > Ball Delivered > 0 Hagen Foley > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
7,Kenny Wilburn,,,,"2FGM, Assist",Make 2 Pts,00:00:16.3,,,Rochester Institute of Technology Tigers,UTI@RIT,11/09/2024,1,17:56,"Kenny Wilburn, Chase Dickens",Post Up,3 Kenny Wilburn > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Make 2 Pts
8,Levi Spina,,,,2FGM,Make 2 Pts,00:00:22.9,,,Utica,UTI@RIT,11/09/2024,1,17:31,Levi Spina,Iso,10 Levi Spina > ISO > Left > Drives Right > To Basket > Make 2 Pts
9,Matt Caggiano,,,,3FGm,Miss 3 Pts,00:00:09.5,,,Rochester Institute of Technology Tigers,UTI@RIT,11/09/2024,1,17:20,Matt Caggiano,P&R BH,5 Matt Caggiano > P&R Ball Handler > High P&R > Takes Early Jump Shot > Dribble Jumper > Long/3pt > Miss 3 Pts
10,Dayion Thompson,,,,"3FGM, Assist",Make 3 Pts,00:00:23.5,,,Utica,UTI@RIT,11/09/2024,1,17:00,"Dayion Thompson, Seidina Doukoure","Post Up, Spot Up",21 Seidina Doukoure > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 1 Dayion Thompson > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
