#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Ben Seiler,,,,3FGm,Miss 3 Pts,00:00:21.2,,,Vermont State University Castleton,VSUC@RPI,11/13/2024,1,19:45,Ben Seiler,Handoff,13 Ben Seiler > Hand Off > From Dribble > Right > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
2,Dylan Matchett,,,,,Kicked Ball,00:00:16.4,,,Rensselaer Polytechnic,VSUC@RPI,11/13/2024,1,,Dylan Matchett,,32 Dylan Matchett > Non Possession > Kicked Ball
3,Avery Eugster,,,,Turnover,Turnover,00:00:09.9,,,Rensselaer Polytechnic,VSUC@RPI,11/13/2024,1,19:24,Avery Eugster,Cut,12 Avery Eugster > Cut > Basket > Turnover
4,Ben Seiler,,,,2FGM,Make 2 Pts,00:00:25.1,,,Vermont State University Castleton,VSUC@RPI,11/13/2024,1,19:00,Ben Seiler,P&R BH,13 Ben Seiler > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
5,PJ Scalisi,,,,"3FGM, Assist",Make 3 Pts,00:00:21.4,,,Rensselaer Polytechnic,VSUC@RPI,11/13/2024,1,18:37,"PJ Scalisi, Dylan Matchett",Spot Up,23 PJ Scalisi > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
6,Zach Thompson,,,,2FGm,Miss 2 Pts,00:00:30.7,,,Vermont State University Castleton,VSUC@RPI,11/13/2024,1,18:10,Zach Thompson,P&R BH,24 Zach Thompson > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Miss 2 Pts
7,Will Radcliff,,,,Off Reb,Run Offense,00:00:11.9,,,Vermont State University Castleton,VSUC@RPI,11/13/2024,1,,Will Radcliff,Off Reb,30 Will Radcliff > Offensive Rebound > Short > Run Offense
8,Zach Thompson,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:11.9,,,Vermont State University Castleton,VSUC@RPI,11/13/2024,1,18:04,"Zach Thompson, Andrew Deppe",,24 Zach Thompson > No Play Type > To Basket > Miss 2 Pts
9,Chuck Clemons,,,,"3FGM, Assist",Make 3 Pts,00:00:19.3,,,Rensselaer Polytechnic,VSUC@RPI,11/13/2024,1,17:52,"Chuck Clemons, Andrew Deppe",Spot Up,4 Chuck Clemons > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
10,Ben Seiler,,,,"3FGM, Assist",Make 3 Pts,00:00:14.6,,,Vermont State University Castleton,VSUC@RPI,11/13/2024,1,17:32,"Ben Seiler, Zach Thompson",Spot Up,13 Ben Seiler > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
11,PJ Scalisi,,,,"Turnover, Steal",Turnover,00:00:20.9,,,Rensselaer Polytechnic,VSUC@RPI,11/13/2024,1,17:10,"PJ Scalisi, Will Radcliff",Cut,23 PJ Scalisi > Cut > Flash > Turnover
12,Adam Bilodeau,,,,,No Violation,00:00:14.6,,,Vermont State University Castleton,VSUC@RPI,11/13/2024,1,,Adam Bilodeau,,22 Adam Bilodeau > Non Possession > No Violation
13,Will Radcliff,,,,,No Violation,00:00:19.4,,,Vermont State University Castleton,VSUC@RPI,11/13/2024,1,,Will Radcliff,,30 Will Radcliff > Non Possession > No Violation
14,Adam Bilodeau,,,,"Turnover, Steal",Turnover,00:00:07.4,,,Vermont State University Castleton,VSUC@RPI,11/13/2024,1,16:38,"Andrew Deppe, Adam Bilodeau",,22 Adam Bilodeau > No Play Type > Turnover
15,Chuck Clemons,,,,"Turnover, Steal",Turnover,00:00:20.5,,,Rensselaer Polytechnic,VSUC@RPI,11/13/2024,1,16:23,"Chuck Clemons, Justin Schwarzbeck",,4 Chuck Clemons > No Play Type > Turnover
16,Zach Thompson,,,,"2FGM, Assist",Make 2 Pts,00:00:11.2,,,Vermont State University Castleton,VSUC@RPI,11/13/2024,1,16:20,"Zach Thompson, Justin Schwarzbeck",Transition,24 Zach Thompson > Transition > First Middle > To Basket > Make 2 Pts
17,Dylan Matchett,,,,Foul,Non Shooting Foul,00:00:09.5,,,,VSUC@RPI,11/13/2024,1,,Justin Schwarzbeck,,32 Dylan Matchett > Non Possession > Non Shooting Foul
18,Dylan Matchett,,,,,No Violation,00:00:09.5,,,Rensselaer Polytechnic,VSUC@RPI,11/13/2024,1,,Dylan Matchett,,32 Dylan Matchett > Non Possession > No Violation
19,Andrew Deppe,,,,3FGm,Miss 3 Pts,00:00:16.3,,,Rensselaer Polytechnic,VSUC@RPI,11/13/2024,1,15:58,Andrew Deppe,"P&R BH, P&R Roll Man",23 PJ Scalisi > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 41 Andrew Deppe > P&R Roll Man > Pick and Pops > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
20,Zach Thompson,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:11.0,,,Vermont State University Castleton,VSUC@RPI,11/13/2024,1,15:44,"Zach Thompson, Dylan Matchett",P&R BH,24 Zach Thompson > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
