#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Jack Plesser,,,,2FGM,Make 2 Pts,00:00:28.2,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,19:36,Jack Plesser,P&R BH,33 Jack Plesser > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts
2,John Kairouz,,,,"3FGM, Assist",Make 3 Pts,00:00:19.1,,,Sarah Lawrence College Gryphons,SLC@UNY,11/13/2024,1,19:16,"John Kairouz, Eamon Kelly","P&R BH, P&R Roll Man",5 Eamon Kelly > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 4 John Kairouz > P&R Roll Man > Pick and Pops > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
3,Jack Plesser,,,,Foul,Non Shooting Foul,00:00:20.4,,,,SLC@UNY,11/13/2024,1,,John Kairouz,,33 Jack Plesser > Non Possession > Non Shooting Foul
4,Jack Plesser,,,,2FGm,Miss 2 Pts,00:00:11.5,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,18:47,Jack Plesser,Iso,33 Jack Plesser > ISO > Left > Drives Right > To Basket > Miss 2 Pts
5,Jack Plesser,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:06.7,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,18:40,"Eamon Kelly, Jack Plesser",Off Reb,33 Jack Plesser > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
6,Braden Burman,,,,"2FGM, Assist",Make 2 Pts,00:00:13.4,,,Sarah Lawrence College Gryphons,SLC@UNY,11/13/2024,1,18:38,"Braden Burman, Andrew Kim",Transition,12 Braden Burman > Transition > Left Wing > To Basket > Make 2 Pts
7,Jack Plesser,,,,"Turnover, Steal",Turnover,00:00:20.3,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,18:21,"Jack Plesser, John Kairouz",Off Screen,33 Jack Plesser > Off Screen > To Shooter's Right > Straight > Turnover
8,Andrew Kim,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.5,,,Sarah Lawrence College Gryphons,SLC@UNY,11/13/2024,1,18:10,"Andrew Kim, Jaden Jauregui",P&R BH,2 Andrew Kim > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
9,Christian Dufort,,,,"3FGM, Assist",Make 3 Pts,00:00:26.9,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,17:45,"Christian Dufort, Tanner Tedesco",Spot Up,24 Christian Dufort > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
10,John Kairouz,,,,"2FGM, Assist",Make 2 Pts,00:00:17.9,,,Sarah Lawrence College Gryphons,SLC@UNY,11/13/2024,1,17:24,"John Kairouz, Lemar Fulmore","P&R BH, P&R Roll Man",1 Lemar Fulmore > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 4 John Kairouz > P&R Roll Man > Rolls to Basket > Make 2 Pts
11,Brendan Reid,,,,"3FGM, Assist",Make 3 Pts,00:00:19.7,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,17:07,"Brendan Reid, Jack Plesser",Off Screen,32 Brendan Reid > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
12,John Kairouz,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:23.9,,,Sarah Lawrence College Gryphons,SLC@UNY,11/13/2024,1,16:39,"John Kairouz, Brendan Reid",Post Up,4 John Kairouz > Post-Up > Right Block > Right Shoulder > Dribble Move > To Jumper > Miss 2 Pts
13,Tanner Tedesco,,,,Foul,Non Shooting Foul,00:00:11.9,,,,SLC@UNY,11/13/2024,1,,Andrew Kim,,5 Tanner Tedesco > Non Possession > Non Shooting Foul
14,Tanner Tedesco,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:09.3,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,16:29,"Tanner Tedesco, Eamon Kelly",Spot Up,5 Tanner Tedesco > Spot-Up > Drives Right > Dribble Jumper > Long/3pt > Miss 3 Pts
15,Dean Furlong,,,,2FGM,Make 2 Pts,00:00:21.0,,,Sarah Lawrence College Gryphons,SLC@UNY,11/13/2024,1,16:07,Dean Furlong,Spot Up,13 Dean Furlong > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Make 2 Pts
16,Jack Plesser,,,,2FGm,Miss 2 Pts,00:00:21.7,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,15:48,Jack Plesser,Cut,33 Jack Plesser > Cut > Basket > Miss 2 Pts
17,John Kairouz,,,,"Turnover, Steal",Turnover,00:00:16.1,,,Sarah Lawrence College Gryphons,SLC@UNY,11/13/2024,1,15:29,"John Kairouz, Jaden Jauregui",Spot Up,4 John Kairouz > Spot-Up > Drives Left > Turnover
18,Jaden Jauregui,,,,Foul,Foul,00:00:10.0,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,15:25,"Lemar Fulmore, Jaden Jauregui",Transition,13 Jaden Jauregui > Transition > Ballhandler > To Basket > Foul
19,Jaden Jauregui,,,,FTM,Free Throw,00:00:06.0,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,,Jaden Jauregui,,13 Jaden Jauregui > Non Possession > Free Throw
20,Jaden Jauregui,,,,FTM,Free Throw,00:00:05.4,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,,Jaden Jauregui,,13 Jaden Jauregui > Non Possession > Free Throw
21,Kyle Jefferson,,,,Turnover,Turnover,00:00:18.7,,,Sarah Lawrence College Gryphons,SLC@UNY,11/13/2024,1,15:08,Kyle Jefferson,"P&R BH, Spot Up",2 Andrew Kim > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 3 Kyle Jefferson > Spot-Up > Turnover
22,Jack Plesser,,,,"2FGM, Assist",Make 2 Pts,00:00:12.2,,,Union (NY) Chargers,SLC@UNY,11/13/2024,1,14:56,"Jack Plesser, Tanner Tedesco","P&R BH, P&R Roll Man",5 Tanner Tedesco > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 33 Jack Plesser > P&R Roll Man > Rolls to Basket > Make 2 Pts
