#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Matthew McDonough,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:22.9,,,PennState-Behrend,PSC@HOB,11/23/2024,1,19:45,"Matthew McDonough, Carter Meshanic","Post Up, Spot Up",12 Dolan Waldo > Post-Up > Right Block > Face-up > Drive Baseline > Defense Commits > Ball Delivered > 11 Matthew McDonough > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
2,Carter Meshanic,,,,2FGm,Miss 2 Pts,00:00:24.6,,,Hobart College Statesmen,PSC@HOB,11/23/2024,1,19:20,Carter Meshanic,Iso,23 Carter Meshanic > ISO > Top > Drives Right > To Basket > Miss 2 Pts
3,Aidan Rodgers,,,,Off Reb,Run Offense,00:00:07.2,,,Hobart College Statesmen,PSC@HOB,11/23/2024,1,,Aidan Rodgers,Off Reb,55 Aidan Rodgers > Offensive Rebound > Long > Run Offense
4,Hunter Meshanic,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:12.3,,,Hobart College Statesmen,PSC@HOB,11/23/2024,1,19:13,"Hunter Meshanic, Mason Blankenberg",Spot Up,24 Hunter Meshanic > Spot-Up > Drives Left > To Basket > Miss 2 Pts
5, Dolan Waldo ,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:18.5,,,PennState-Behrend,PSC@HOB,11/23/2024,1,19:00,"Dolan Waldo, Carter Meshanic","P&R BH, P&R Roll Man",25 Mason Blankenberg > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Dolan Waldo > P&R Roll Man > Slips the Pick > No Dribble Jumper > Guarded > Short to < 17' > Miss 2 Pts
6,Aidan Rodgers,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:21.5,,,Hobart College Statesmen,PSC@HOB,11/23/2024,1,18:47,"Aidan Rodgers, Matthew McDonough",Off Screen,55 Aidan Rodgers > Off Screen > To Shooter's Left > Fade > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
7,Mason Blankenberg,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:28.9,,,PennState-Behrend,PSC@HOB,11/23/2024,1,18:23,"Mason Blankenberg, Aidan Rodgers","P&R BH, Spot Up",11 Matthew McDonough > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 25 Mason Blankenberg > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
8,Allen Mordi,,,,"2FGM, Assist",Make 2 Pts,00:00:12.3,,,Hobart College Statesmen,PSC@HOB,11/23/2024,1,18:15,"Allen Mordi, Carter Meshanic",Transition,11 Allen Mordi > Transition > Right Wing > To Basket > Make 2 Pts
9,Mason Blankenberg,,,,2FGM,Make 2 Pts,00:00:26.5,,,PennState-Behrend,PSC@HOB,11/23/2024,1,17:51,Mason Blankenberg,"Post Up, Spot Up",12 Dolan Waldo > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 25 Mason Blankenberg > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Make 2 Pts
10,Carter Meshanic,,,,Foul,Foul,00:00:26.1,,,Hobart College Statesmen,PSC@HOB,11/23/2024,1,17:26,"Michael Sopko, Carter Meshanic",Post Up,23 Carter Meshanic > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Foul
11,Carter Meshanic,,,,FTm,Free Throw,00:00:06.5,,,Hobart College Statesmen,PSC@HOB,11/23/2024,1,,Carter Meshanic,,23 Carter Meshanic > Non Possession > Free Throw
12,Carter Meshanic,,,,FTm,Free Throw,00:00:08.3,,,Hobart College Statesmen,PSC@HOB,11/23/2024,1,,Carter Meshanic,,23 Carter Meshanic > Non Possession > Free Throw
13,Hunter Meshanic,,,,Off Reb,Run Offense,00:00:07.5,,,Hobart College Statesmen,PSC@HOB,11/23/2024,1,,Hunter Meshanic,Off Reb,24 Hunter Meshanic > Offensive Rebound > Long > Run Offense
14,Aidan Rodgers,,,,2FGm,Miss 2 Pts,00:00:16.3,,,Hobart College Statesmen,PSC@HOB,11/23/2024,1,17:18,Aidan Rodgers,Spot Up,55 Aidan Rodgers > Spot-Up > Drives Left > To Basket > Miss 2 Pts
15,Carter Meshanic,,,,"2FGM, Off Reb",Make 2 Pts,00:00:08.3,,,Hobart College Statesmen,PSC@HOB,11/23/2024,1,17:18,Carter Meshanic,Off Reb,23 Carter Meshanic > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
