#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Akinlana Popoola,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:24.4,,,Keuka,Keu@HOB,11/22/2024,1,19:41,"Akinlana Popoola, Carter Meshanic",Spot Up,11 Akinlana Popoola > Spot-Up > Drives Right > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
2,Carter Meshanic,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:13.5,,,Hobart College Statesmen,Keu@HOB,11/22/2024,1,19:31,"Carter Meshanic, Damon Brumfield",Transition,23 Carter Meshanic > Transition > Ballhandler > To Basket > Miss 2 Pts
3,Akinlana Popoola,,,,Turnover,Turnover,00:00:15.1,,,Keuka,Keu@HOB,11/22/2024,1,19:26,Akinlana Popoola,Transition,11 Akinlana Popoola > Transition > Right Wing > Turnover
4,Allen Mordi,,,,"2FGM, Assist",Make 2 Pts,00:00:21.4,,,Hobart College Statesmen,Keu@HOB,11/22/2024,1,19:09,"Allen Mordi, Carter Meshanic",Post Up,11 Allen Mordi > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Make 2 Pts
5,Makya Morrison,,,,2FGM,Make 2 Pts,00:00:14.6,,,Keuka,Keu@HOB,11/22/2024,1,18:56,Makya Morrison,Spot Up,23 Makya Morrison > Spot-Up > Drives Left > To Basket > Make 2 Pts
6,Alex Moesch,,,,2FGM,Make 2 Pts,00:00:21.7,,,Hobart College Statesmen,Keu@HOB,11/22/2024,1,18:34,Alex Moesch,Off Screen,4 Alex Moesch > Off Screen > To Shooter's Right > Straight > To Basket > Make 2 Pts
7,Makya Morrison,,,,2FGm,Miss 2 Pts,00:00:23.5,,,Keuka,Keu@HOB,11/22/2024,1,18:11,Makya Morrison,Spot Up,23 Makya Morrison > Spot-Up > Drives Right > To Basket > Miss 2 Pts
8,Makya Morrison,,,,"Off Reb, Foul",Run Offense,00:00:08.3,,,Keuka,Keu@HOB,11/22/2024,1,,"Makya Morrison, Alex Moesch",Off Reb,23 Makya Morrison > Offensive Rebound > Long > Run Offense
9,Damon Brumfield,,,,"2FGM, Assist",Make 2 Pts,00:00:16.5,,,Keuka,Keu@HOB,11/22/2024,1,17:58,"Damon Brumfield, Akinlana Popoola",P&R BH,2 Damon Brumfield > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts
10,Carter Meshanic,,,,2FGm,Miss 2 Pts,00:00:24.1,,,Hobart College Statesmen,Keu@HOB,11/22/2024,1,17:32,Carter Meshanic,Spot Up,23 Carter Meshanic > Spot-Up > Drives Left > To Basket > Miss 2 Pts
11,Carter Meshanic,,,,Off Reb,Run Offense,00:00:10.6,,,Hobart College Statesmen,Keu@HOB,11/22/2024,1,,Carter Meshanic,Off Reb,23 Carter Meshanic > Offensive Rebound > Long > Run Offense
12,Hunter Meshanic,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:15.9,,,Hobart College Statesmen,Keu@HOB,11/22/2024,1,17:27,"Hunter Meshanic, Jaden Keasey",Cut,24 Hunter Meshanic > Cut > Basket > Miss 2 Pts
13,Damon Brumfield,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:18.1,,,Keuka,Keu@HOB,11/22/2024,1,17:18,"Damon Brumfield, Carter Meshanic",Transition,2 Damon Brumfield > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
14,Allen Mordi,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:31.9,,,Hobart College Statesmen,Keu@HOB,11/22/2024,1,16:51,"Akinlana Popoola, Allen Mordi",Cut,11 Allen Mordi > Cut > Basket > Miss 2 Pts
15,Will Tehan,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.6,,,Keuka,Keu@HOB,11/22/2024,1,16:45,"Will Tehan, Aidan Rodgers",Transition,20 Will Tehan > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
16,Alex Moesch,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:24.5,,,Hobart College Statesmen,Keu@HOB,11/22/2024,1,16:27,"Alex Moesch, Damon Brumfield","Post Up, Spot Up",24 Hunter Meshanic > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 4 Alex Moesch > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
17,Damon Brumfield,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.1,,,Keuka,Keu@HOB,11/22/2024,1,16:17,"Damon Brumfield, Carter Meshanic",Transition,2 Damon Brumfield > Transition > Ballhandler > To Basket > Miss 2 Pts
18,Allen Mordi,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:21.5,,,Hobart College Statesmen,Keu@HOB,11/22/2024,1,16:00,"Allen Mordi, Makya Morrison, Damon Brumfield",Spot Up,11 Allen Mordi > Spot-Up > Drives Left > To Basket > Miss 2 Pts
19,Will Tehan,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.5,,,Keuka,Keu@HOB,11/22/2024,1,15:53,"Will Tehan, Aidan Rodgers",Transition,20 Will Tehan > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
20,Alex Moesch,,,,"3FGM, Assist",Make 3 Pts,00:00:23.3,,,Hobart College Statesmen,Keu@HOB,11/22/2024,1,15:25,"Alex Moesch, Carter Meshanic","Post Up, Spot Up",23 Carter Meshanic > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 4 Alex Moesch > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
21,Jaden Keasey,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:10.9,,,Keuka,Keu@HOB,11/22/2024,1,15:11,"Jaden Keasey, Hunter Meshanic",Spot Up,25 Jaden Keasey > Spot-Up > Drives Right > To Basket > Miss 2 Pts
22,Alex Moesch,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:24.4,,,Hobart College Statesmen,Keu@HOB,11/22/2024,1,14:54,"Alex Moesch, Makya Morrison",Spot Up,4 Alex Moesch > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
23,Akinlana Popoola,,,,3FGm,Miss 3 Pts,00:00:17.4,,,Keuka,Keu@HOB,11/22/2024,1,14:46,Akinlana Popoola,Transition,11 Akinlana Popoola > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
