#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Deavion Springsteen,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:21.8,,,Sage Colleges,Bar@SAG,11/16/2024,1,19:43,"Deavion Springsteen, Ahmad Rauf",P&R BH,3 Deavion Springsteen > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
2,Todd Williamson,,,,"2FGm, Off Reb, Def Reb",Miss 2 Pts,00:00:10.1,,,Sage Colleges,Bar@SAG,11/16/2024,1,19:38,"Todd Williamson, Ahmad Rauf",Off Reb,21 Todd Williamson > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
3,Sean Wilcox,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.5,,,Bard College,Bar@SAG,11/16/2024,1,19:30,"Trevor Green G, Sean Wilcox",Transition,31 Sean Wilcox > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
4,Noah Girard,,,,"3FGM, Assist",Make 3 Pts,00:00:32.4,,,Sage Colleges,Bar@SAG,11/16/2024,1,19:10,"Deavion Springsteen, Noah Girard",P&R BH,12 Noah Girard > P&R Ball Handler > Left P&R > Side > Takes Early Jump Shot > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
5,Laz Panagiotounis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:22.6,,,Bard College,Bar@SAG,11/16/2024,1,18:47,"Laz Panagiotounis, Trevor Green G","P&R BH, Spot Up",4 Azriel Almodovar > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 15 Laz Panagiotounis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
6,Trevor Green G,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:17.3,,,Sage Colleges,Bar@SAG,11/16/2024,1,18:37,"Trevor Green G, Sean Wilcox",Transition,25 Trevor Green G > Transition > Ballhandler > Dribble Jumper > Short to < 17' > Miss 2 Pts
7,Azriel Almodovar,,,,"Turnover, Steal",Turnover,00:00:12.7,,,Bard College,Bar@SAG,11/16/2024,1,18:30,"Azriel Almodovar, Deavion Springsteen",Transition,4 Azriel Almodovar > Transition > Ballhandler > Turnover
8,Todd Williamson,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:11.9,,,Sage Colleges,Bar@SAG,11/16/2024,1,18:26,"Todd Williamson, Rowan Heinze",Transition,21 Todd Williamson > Transition > Right Wing > To Basket > Miss 2 Pts
9,Azriel Almodovar,,,,2FGm,Miss 2 Pts,00:00:21.9,,,Bard College,Bar@SAG,11/16/2024,1,18:01,Azriel Almodovar,Post Up,4 Azriel Almodovar > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts
10,Azriel Almodovar,,,,Off Reb,Run Offense,00:00:11.2,,,Bard College,Bar@SAG,11/16/2024,1,,Azriel Almodovar,Off Reb,4 Azriel Almodovar > Offensive Rebound > Short > Run Offense
11,Laz Panagiotounis,,,,Turnover,Turnover,00:00:11.2,,,Bard College,Bar@SAG,11/16/2024,1,18:00,Laz Panagiotounis,Spot Up,15 Laz Panagiotounis > Spot-Up > Drives Right > Turnover
12,Noah Girard,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:20.8,,,Sage Colleges,Bar@SAG,11/16/2024,1,17:35,"Noah Girard, Laz Panagiotounis",P&R BH,12 Noah Girard > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts
13,Azriel Almodovar,,,,2FGM,Make 2 Pts,00:00:21.0,,,Bard College,Bar@SAG,11/16/2024,1,17:10,Azriel Almodovar,P&R BH,4 Azriel Almodovar > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Make 2 Pts
14,Deavion Springsteen,,,,3FGM,Make 3 Pts,00:00:19.1,,,Sage Colleges,Bar@SAG,11/16/2024,1,16:54,Deavion Springsteen,P&R BH,3 Deavion Springsteen > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts
15,Sean Wilcox,,,,Foul,Non Shooting Foul,00:00:22.6,,,,Bar@SAG,11/16/2024,1,,Todd Williamson,,31 Sean Wilcox > Non Possession > Non Shooting Foul
16,Laz Panagiotounis,,,,3FGm,Miss 3 Pts,00:00:16.5,,,Bard College,Bar@SAG,11/16/2024,1,16:21,Laz Panagiotounis,Off Screen,15 Laz Panagiotounis > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
17,Jalen Umstead,,,,Off Reb,Run Offense,00:00:08.3,,,Bard College,Bar@SAG,11/16/2024,1,,Jalen Umstead,Off Reb,33 Jalen Umstead > Offensive Rebound > Short > Run Offense
