#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Alex Moesch,,,,"Turnover, Steal",Turnover,00:00:31.1,,,Hobart College Statesmen,SJC@HOB,11/13/2024,1,19:33,"Alex Moesch, Maxwell Schneider",Spot Up,4 Alex Moesch > Spot-Up > Drives Right > Turnover
2,Maxwell Schneider,,,,2FGM,Make 2 Pts,00:00:08.8,,,St. John Fisher Cardinals,SJC@HOB,11/13/2024,1,19:26,Maxwell Schneider,Transition,1 Maxwell Schneider > Transition > Ballhandler > To Basket > Make 2 Pts
3,Dorian Paki,,,,,No Violation,00:00:10.8,,,Hobart College Statesmen,SJC@HOB,11/13/2024,1,,Dorian Paki,,1 Dorian Paki > Non Possession > No Violation
4,Aidan Rodgers,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:21.1,,,Hobart College Statesmen,SJC@HOB,11/13/2024,1,19:09,"Aidan Rodgers, Eric Kegler",Handoff,55 Aidan Rodgers > Hand Off > From Dribble > Right > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
5,Maxwell Schneider,,,,"Turnover, Steal",Turnover,00:00:21.6,,,St. John Fisher Cardinals,SJC@HOB,11/13/2024,1,18:52,"Maxwell Schneider, Carter Meshanic",,1 Maxwell Schneider > No Play Type > Turnover
6,Dorian Paki,,,,2FGm,Miss 2 Pts,00:00:10.9,,,Hobart College Statesmen,SJC@HOB,11/13/2024,1,18:46,Dorian Paki,Transition,1 Dorian Paki > Transition > Left Wing > To Basket > Miss 2 Pts
7,Dorian Paki,,,,"2FGM, Off Reb",Make 2 Pts,00:00:05.9,,,Hobart College Statesmen,SJC@HOB,11/13/2024,1,18:43,Dorian Paki,Off Reb,1 Dorian Paki > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
8,Eric Kegler,,,,"3FGM, Assist",Make 3 Pts,00:00:26.5,,,St. John Fisher Cardinals,SJC@HOB,11/13/2024,1,18:23,"Eric Kegler, Andrew Violante","P&R BH, Spot Up",1 Maxwell Schneider > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 10 Eric Kegler > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
9,Dorian Paki,,,,Turnover,Turnover,00:00:26.1,,,Hobart College Statesmen,SJC@HOB,11/13/2024,1,17:47,Dorian Paki,Post Up,1 Dorian Paki > Post-Up > Right Block > Left Shoulder > Dribble Move > Defense Commits > Turnover
10,Eric Kegler,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.2,,,St. John Fisher Cardinals,SJC@HOB,11/13/2024,1,17:30,"Eric Kegler, Alex Moesch",Iso,10 Eric Kegler > ISO > Top > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
