#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Kamryn Comstock,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:29.7,,,SUNY Polytechnic Wildcats,SUP@CU,11/23/2024,1,19:18,"Kamryn Comstock, Braeden Burns","P&R BH, Spot Up",1 Cheickne Toure > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Kamryn Comstock > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
2,Lorenzo Rappa,,,,"2FGM, Assist",Make 2 Pts,00:00:11.9,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,19:10,"Lorenzo Rappa, Finn Cork","Post Up, Cut",40 Finn Cork > Post-Up > Left Block > Post Pin > Defense Commits > Ball Delivered > 0 Lorenzo Rappa > Cut > Basket > Make 2 Pts
3,Daimarr Miller,,,,Turnover,Turnover,00:00:11.9,,,SUNY Polytechnic Wildcats,SUP@CU,11/23/2024,1,19:04,Daimarr Miller,,11 Daimarr Miller > No Play Type > Turnover
4,Finn Cork,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:26.9,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,18:43,"Cheickne Toure, Finn Cork",Post Up,40 Finn Cork > Post-Up > Right Block > Left Shoulder > Dribble Move > To Jumper > Miss 2 Pts
5,Lamarqus Merchant Jr,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.5,,,SUNY Polytechnic Wildcats,SUP@CU,11/23/2024,1,18:35,"Lamarqus Merchant Jr, Braeden Burns",Transition,0 Lamarqus Merchant Jr > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
6,Braeden Burns,,,,Foul,Foul,00:00:14.7,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,18:19,"Anthony Rose, Braeden Burns",P&R BH,24 Braeden Burns > P&R Ball Handler > Right P&R > Side > Go Away from Pick > To Basket > Foul
7,Braeden Burns,,,,FTM,Free Throw,00:00:06.9,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,,Braeden Burns,,24 Braeden Burns > Non Possession > Free Throw
8,Braeden Burns,,,,FTM,Free Throw,00:00:05.0,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,,Braeden Burns,,24 Braeden Burns > Non Possession > Free Throw
9,Kamryn Comstock,,,,"3FGM, Assist",Make 3 Pts,00:00:17.0,,,SUNY Polytechnic Wildcats,SUP@CU,11/23/2024,1,17:58,"Kamryn Comstock, Cheickne Toure","P&R BH, P&R Roll Man",1 Cheickne Toure > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Kamryn Comstock > P&R Roll Man > Pick and Pops > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
10,Braeden Burns,,,,"Turnover, Steal",Turnover,00:00:18.3,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,17:37,"Braeden Burns, Kamryn Comstock",P&R BH,24 Braeden Burns > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Turnover
11,Daimarr Miller,,,,"3FGM, Assist",Make 3 Pts,00:00:19.5,,,SUNY Polytechnic Wildcats,SUP@CU,11/23/2024,1,17:23,"Daimarr Miller, Lamarqus Merchant Jr",Spot Up,11 Daimarr Miller > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
12,Steve DeRegis,,,,Foul,Foul,00:00:16.2,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,17:06,"Lamarqus Merchant Jr, Steve DeRegis",Cut,5 Steve DeRegis > Cut > Basket > Foul
13,Steve DeRegis,,,,FTM,Free Throw,00:00:05.1,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,,Steve DeRegis,,5 Steve DeRegis > Non Possession > Free Throw
14,Steve DeRegis,,,,FTm,Free Throw,00:00:06.3,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,,Steve DeRegis,,5 Steve DeRegis > Non Possession > Free Throw
15,Finn Cork,,,,"2FGm, Off Reb, Def Reb",Miss 2 Pts,00:00:08.3,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,17:06,"Finn Cork, Kamryn Comstock",Off Reb,40 Finn Cork > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
16,Kamryn Comstock,,,,"3FGM, Assist",Make 3 Pts,00:00:25.1,,,SUNY Polytechnic Wildcats,SUP@CU,11/23/2024,1,16:37,"Kamryn Comstock, Daimarr Miller",Spot Up,21 Kamryn Comstock > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
17,Ben Rappa,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:23.1,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,16:16,"Ben Rappa, Kamryn Comstock",Spot Up,30 Ben Rappa > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
18,Lamarqus Merchant Jr,,,,Foul,Non Shooting Foul,00:00:12.4,,,,SUP@CU,11/23/2024,1,,Steve DeRegis,,0 Lamarqus Merchant Jr > Non Possession > Non Shooting Foul
19,Kamryn Comstock,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:16.0,,,SUNY Polytechnic Wildcats,SUP@CU,11/23/2024,1,15:58,"Kamryn Comstock, Braeden Burns",Spot Up,21 Kamryn Comstock > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
20,Finn Cork,,,,"2FGM, Assist",Make 2 Pts,00:00:13.7,,,Clarkson University Golden Knights,SUP@CU,11/23/2024,1,15:52,"Finn Cork, Ben Rappa",Transition,40 Finn Cork > Transition > First Middle > To Basket > Make 2 Pts
21,Cheickne Toure,,,,,Miss 2 Pts,00:00:15.1,,,SUNY Polytechnic Wildcats,SUP@CU,11/23/2024,1,,Cheickne Toure,,1 Cheickne Toure > Spot-Up > Drives Right > To Basket > Miss 2 Pts
