#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Carter Meshanic,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:33.1,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,19:34,"Carter Meshanic, Logan Jagodzinski",Post Up,23 Carter Meshanic > Post-Up > Left Block > Right Shoulder > Dribble Move > To Drop Step > Miss 2 Pts
2,Carter Meshanic,,,,,Run Offense,00:00:09.7,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,,Carter Meshanic,,23 Carter Meshanic > Offensive Rebound > Short > Run Offense
3,Hunter Meshanic,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:12.9,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,19:28,"Hunter Meshanic, David Ackles",Cut,24 Hunter Meshanic > Cut > Basket > Miss 2 Pts
4,Ethan McEachern,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:19.7,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,19:18,"Ethan McEachern, Hunter Meshanic",P&R BH,3 Ethan McEachern > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
5,Hunter Meshanic,,,,2FGM,Make 2 Pts,00:00:30.9,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,18:56,Hunter Meshanic,Iso,24 Hunter Meshanic > ISO > Top > Drives Left > To Basket > Make 2 Pts
6,Logan Jagodzinski,,,,"Foul, Turnover",Turnover,00:00:14.7,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,18:46,Logan Jagodzinski,"P&R BH, Spot Up",3 Ethan McEachern > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Logan Jagodzinski > Spot-Up > Drives Right > Turnover
7,Carter Meshanic,,,,2FGM,Make 2 Pts,00:00:16.3,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,18:32,Carter Meshanic,Spot Up,23 Carter Meshanic > Spot-Up > Drives Left > To Basket > Make 2 Pts
8,Logan Jagodzinski,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:09.7,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,18:18,"Logan Jagodzinski, Hunter Meshanic",Handoff,12 Logan Jagodzinski > Hand Off > From Dribble > Top > To Basket > Miss 2 Pts
9,Alex Moesch,,,,"3FGM, Assist",Make 3 Pts,00:00:15.5,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,18:11,"Alex Moesch, Aidan Rodgers",Transition,4 Alex Moesch > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
10,David Ackles,,,,"Turnover, Steal",Turnover,00:00:16.8,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,17:50,"David Ackles, Aidan Rodgers",Post Up,34 David Ackles > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Turnover
11,Aidan Rodgers,,,,Turnover,Turnover,00:00:10.6,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,17:49,Aidan Rodgers,Transition,55 Aidan Rodgers > Transition > Ballhandler > Turnover
12,Corvin Oprea,,,,2FGM,Make 2 Pts,00:00:18.2,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,17:35,Corvin Oprea,Spot Up,5 Corvin Oprea > Spot-Up > Drives Right > To Basket > Make 2 Pts
13,Allen Mordi,,,,3FGm,Miss 3 Pts,00:00:23.7,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,17:13,Allen Mordi,"P&R BH, Spot Up",55 Aidan Rodgers > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Defense Commits > Ball Delivered > 11 Allen Mordi > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
14,Carter Meshanic,,,,Off Reb,Run Offense,00:00:10.3,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,,Carter Meshanic,Off Reb,23 Carter Meshanic > Offensive Rebound > Short > Run Offense
15,Hunter Meshanic,,,,"2FGM, Assist",Make 2 Pts,00:00:17.7,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,17:01,"Hunter Meshanic, Allen Mordi",Cut,24 Hunter Meshanic > Cut > Basket > Make 2 Pts
16,Corvin Oprea,,,,"3FGM, Assist",Make 3 Pts,00:00:12.3,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,16:53,"Ethan McEachern, Corvin Oprea","P&R BH, Spot Up",3 Ethan McEachern > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 5 Corvin Oprea > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
17,Alex Moesch,,,,3FGm,Miss 3 Pts,00:00:28.6,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,16:24,Alex Moesch,"Post Up, Spot Up",23 Carter Meshanic > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 4 Alex Moesch > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
18,Corvin Oprea,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:10.8,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,16:10,"Corvin Oprea, Allen Mordi",Cut,5 Corvin Oprea > Cut > Basket > Miss 2 Pts
19,Corvin Oprea,,,,Off Reb,Run Offense,00:00:07.9,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,,Corvin Oprea,Off Reb,5 Corvin Oprea > Offensive Rebound > Long > Run Offense
20,Ethan McEachern,,,,"3FGM, Assist",Make 3 Pts,00:00:21.3,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,15:57,"Corvin Oprea, Ethan McEachern",Spot Up,3 Ethan McEachern > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
21,Carter Meshanic,,,,"2FGM, Assist",Make 2 Pts,00:00:28.8,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,15:29,"Carter Meshanic, Aidan Rodgers",Spot Up,23 Carter Meshanic > Spot-Up > Drives Left > To Basket > Make 2 Pts
22,Nate Sock,,,,"3FGM, Assist",Make 3 Pts,00:00:21.3,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,15:07,"Nate Sock, Logan Jagodzinski","Post Up, Spot Up",12 Logan Jagodzinski > Post-Up > Right Block > Defense Commits > Ball Delivered > 22 Nate Sock > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
23,Aidan Rodgers,,,,"Foul, Turnover",Turnover,00:00:18.2,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,14:47,Aidan Rodgers,,55 Aidan Rodgers > No Play Type > Turnover
24,Nate Sock,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:16.7,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,14:33,"Hunter Meshanic, Nate Sock",Off Screen,22 Nate Sock > Off Screen > To Shooter's Right > Flare > Dribble Jumper > Short to < 17' > Miss 2 Pts
25,Allen Mordi,,,,"3FGM, Assist",Make 3 Pts,00:00:31.7,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,14:10,"Monty Nedd, Allen Mordi","P&R BH, Spot Up",55 Aidan Rodgers > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 11 Allen Mordi > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
26,Luke Razi,,,,Foul,Foul,00:00:15.4,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,13:57,"Monty Nedd, Luke Razi",Transition,1 Luke Razi > Transition > Ballhandler > Dribble Jumper > Short to < 17' > Foul
27,Luke Razi,,,,FTM,Free Throw,00:00:06.9,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,,Luke Razi,,1 Luke Razi > Non Possession > Free Throw
28,Luke Razi,,,,"FTm, Def Reb",Free Throw,00:00:08.7,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,,"Luke Razi, Dorian Paki",,1 Luke Razi > Non Possession > Free Throw
29,Allen Mordi,,,,3FGm,Miss 3 Pts,00:00:13.9,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,13:47,Allen Mordi,Off Screen,11 Allen Mordi > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
30,Dorian Paki,,,,"2FGM, Off Reb",Make 2 Pts,00:00:12.5,,,Hobart College Statesmen,ROY@HOB,11/26/2024,1,13:47,Dorian Paki,Off Reb,1 Dorian Paki > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
31,Bennett Kwiecinski,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:17.5,,,Rochester (NY) Yellowjackets,ROY@HOB,11/26/2024,1,13:21,"Bennett Kwiecinski, Dorian Paki",Post Up,11 Bennett Kwiecinski > Post-Up > Right Block > Right Shoulder > Dribble Move > To Jumper > Miss 2 Pts
