#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,A.J. Knight,,,,"2FGM, Assist",Make 2 Pts,00:00:13.3,,,SUNY New Paltz Hawks,SNP@Bar,11/23/2024,1,19:50,"A.J. Knight, Sean St Lucia",Cut,1 A.J. Knight > Cut > Basket > Make 2 Pts
2,Azriel Almodovar,,,,"Turnover, Steal",Turnover,00:00:14.1,,,Bard College,SNP@Bar,11/23/2024,1,19:33,"Azriel Almodovar, A.J. Knight",,4 Azriel Almodovar > No Play Type > Turnover
3,A.J. Knight,,,,2FGM,Make 2 Pts,00:00:09.3,,,SUNY New Paltz Hawks,SNP@Bar,11/23/2024,1,19:30,A.J. Knight,Transition,1 A.J. Knight > Transition > Ballhandler > To Basket > Make 2 Pts
4,Azriel Almodovar,,,,,No Violation,00:00:07.7,,,Bard College,SNP@Bar,11/23/2024,1,,Azriel Almodovar,,4 Azriel Almodovar > Non Possession > No Violation
5,Laz Panagiotounis,,,,3FGm,Miss 3 Pts,00:00:30.6,,,Bard College,SNP@Bar,11/23/2024,1,19:09,Laz Panagiotounis,P&R BH,15 Laz Panagiotounis > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
6,Laz Panagiotounis,,,,Off Reb,Run Offense,00:00:13.9,,,Bard College,SNP@Bar,11/23/2024,1,,Laz Panagiotounis,Off Reb,15 Laz Panagiotounis > Offensive Rebound > Long > Run Offense
7,Ahmad Rauf,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:19.6,,,Bard College,SNP@Bar,11/23/2024,1,18:58,"Ahmad Rauf, Lucas Seyoum",Spot Up,1 Ahmad Rauf > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
8,LaMar Matthews,,,,"3FGM, Assist",Make 3 Pts,00:00:18.8,,,SUNY New Paltz Hawks,SNP@Bar,11/23/2024,1,18:35,"LaMar Matthews, Lucas Seyoum",Spot Up,2 LaMar Matthews > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
9,Azriel Almodovar,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.9,,,Bard College,SNP@Bar,11/23/2024,1,18:18,"Azriel Almodovar, A.J. Knight",Handoff,4 Azriel Almodovar > Hand Off > From Dribble > Right > To Basket > Miss 2 Pts
10,Lucas Seyoum,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:16.3,,,SUNY New Paltz Hawks,SNP@Bar,11/23/2024,1,18:08,"Lucas Seyoum, Ahmad Rauf",Spot Up,24 Lucas Seyoum > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
11,Ahmad Rauf,,,,"2FGM, Assist",Make 2 Pts,00:00:23.6,,,Bard College,SNP@Bar,11/23/2024,1,17:47,"Ahmad Rauf, Rowan Heinze",Cut,1 Ahmad Rauf > Cut > Basket > Make 2 Pts
12,LaMar Matthews,,,,2FGM,Make 2 Pts,00:00:10.9,,,SUNY New Paltz Hawks,SNP@Bar,11/23/2024,1,17:36,LaMar Matthews,Transition,2 LaMar Matthews > Transition > Ballhandler > To Basket > Make 2 Pts
13,Rowan Heinze,,,,Foul,Non Shooting Foul,00:00:15.5,,,,SNP@Bar,11/23/2024,1,,A.J. Knight,,21 Rowan Heinze > Non Possession > Non Shooting Foul
14,Rowan Heinze,,,,"2FGM, Assist",Make 2 Pts,00:00:20.4,,,Bard College,SNP@Bar,11/23/2024,1,17:08,"Rowan Heinze, Ahmad Rauf",Post Up,21 Rowan Heinze > Post-Up > Right Block > Right Shoulder > Dribble Move > To Basket > Make 2 Pts
15,A.J. Knight,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:20.3,,,SUNY New Paltz Hawks,SNP@Bar,11/23/2024,1,16:47,"A.J. Knight, Azriel Almodovar",Cut,1 A.J. Knight > Cut > Basket > Miss 2 Pts
16,A.J. Knight,,,,Off Reb,Run Offense,00:00:08.2,,,SUNY New Paltz Hawks,SNP@Bar,11/23/2024,1,,A.J. Knight,Off Reb,1 A.J. Knight > Offensive Rebound > Short > Run Offense
17,LaMar Matthews,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:12.1,,,SUNY New Paltz Hawks,SNP@Bar,11/23/2024,1,16:40,"LaMar Matthews, Rowan Heinze",Spot Up,2 LaMar Matthews > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
18,Azriel Almodovar,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:13.3,,,Bard College,SNP@Bar,11/23/2024,1,16:32,"Azriel Almodovar, Ethan St. Lucia",Transition,4 Azriel Almodovar > Transition > Ballhandler > To Basket > Miss 2 Pts
19,Sean St Lucia,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:18.8,,,SUNY New Paltz Hawks,SNP@Bar,11/23/2024,1,16:20,"Sean St Lucia, Azriel Almodovar",Iso,0 Sean St Lucia > ISO > Top > Early Jumper > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
20,Azriel Almodovar,,,,,No Violation,00:00:22.7,,,Bard College,SNP@Bar,11/23/2024,1,,Azriel Almodovar,,4 Azriel Almodovar > Non Possession > No Violation
21,Laz Panagiotounis,,,,3FGm,Miss 3 Pts,00:00:13.2,,,Bard College,SNP@Bar,11/23/2024,1,15:59,Laz Panagiotounis,Off Screen,15 Laz Panagiotounis > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
22,Rowan Heinze,,,,Off Reb,Run Offense,00:00:08.7,,,Bard College,SNP@Bar,11/23/2024,1,,Rowan Heinze,Off Reb,21 Rowan Heinze > Offensive Rebound > Short > Run Offense
23,Rowan Heinze,,,,Foul,Foul,00:00:18.7,,,Bard College,SNP@Bar,11/23/2024,1,15:45,"Lucas Seyoum, Rowan Heinze",Cut,21 Rowan Heinze > Cut > Flash > Foul
24,Rowan Heinze,,,,FTM,Free Throw,00:00:06.5,,,Bard College,SNP@Bar,11/23/2024,1,,Rowan Heinze,,21 Rowan Heinze > Non Possession > Free Throw
25,Rowan Heinze,,,,FTM,Free Throw,00:00:06.5,,,Bard College,SNP@Bar,11/23/2024,1,,Rowan Heinze,,21 Rowan Heinze > Non Possession > Free Throw
26,Ethan St. Lucia,,,,"Foul, Turnover",Turnover,00:00:07.4,,,SUNY New Paltz Hawks,SNP@Bar,11/23/2024,1,15:36,Ethan St. Lucia,,11 Ethan St. Lucia > No Play Type > Turnover
27,Rowan Heinze,,,,"2FGM, Foul",Non Shooting Foul,00:00:11.9,,,Bard College,SNP@Bar,11/23/2024,1,,"Dakoda Smith, Rowan Heinze",,21 Rowan Heinze > Non Possession > Non Shooting Foul
28,Rowan Heinze,,,,"2FGM, Assist",Make 2 Pts,00:00:15.0,,,Bard College,SNP@Bar,11/23/2024,1,15:17,"Laz Panagiotounis, Rowan Heinze","P&R BH, P&R Roll Man",15 Laz Panagiotounis > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Rowan Heinze > P&R Roll Man > Slips the Pick > To Basket > Make 2 Pts
