Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
RIT,SLS,St. Lawrence Saints,2pmi,To Basket,Trey Syroka,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,SLS,St. Lawrence Saints,3pmi,No Dribble Jumper,Aiden Macaulay,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SLS,Rochester Institute of Technology Tigers,2pmi,To Basket,Jackson Otis,Cuts,N/A,Flash,N/A,N/A,N/A,N/A
RIT,SLS,St. Lawrence Saints,2pMa,To Basket,Andrew Cowan,Transition,N/A,First Middle,N/A,N/A,N/A,N/A
RIT,SLS,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Chase Dickens,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SLS,St. Lawrence Saints,3pMa,No Dribble Jumper,Gavin Macaulay,PNR,High,Off,Adam Dudzinski,P&R Roll Man,N/A,Pop
RIT,SLS,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Brock Bowen,PNR,High,Off,N/A,N/A,N/A,N/A
RIT,SLS,St. Lawrence Saints,Turnover,N/A,Aiden Macaulay,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,SLS,Rochester Institute of Technology Tigers,Turnover,N/A,Chase Dickens,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
RIT,SLS,St. Lawrence Saints,2pMa,To Basket,Andrew Cowan,Transition,N/A,First Middle,N/A,N/A,N/A,N/A
RIT,SLS,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SLS,St. Lawrence Saints,3pMa,No Dribble Jumper,Adam Dudzinski,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
