Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
Bar,RIT,Bard College,3pMa,No Dribble Jumper,Elliot Harris,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A
Bar,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Ronnie Toole,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
Bar,RIT,Bard College,3pmi,No Dribble Jumper,Sean Wilcox,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
Bar,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brandon Weiss,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
Bar,RIT,Bard College,3pMa,Dribble Jumper,Laz Panagiotounis,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
Bar,RIT,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A
Bar,RIT,Bard College,3pmi,Dribble Jumper,Laz Panagiotounis,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
Bar,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Mark Osime,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
Bar,RIT,Bard College,2pMa,Dribble Jumper,Laz Panagiotounis,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A
Bar,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Matt Caggiano,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
Bar,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Matt Caggiano,PNR,Left,N/A,N/A,N/A,N/A,N/A
Bar,RIT,Bard College,Foul,To Basket,Laz Panagiotounis,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
Bar,RIT,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A
Bar,RIT,Bard College,2pMa,To Basket,Laz Panagiotounis,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
Bar,RIT,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Matt Caggiano,PNR,High,N/A,N/A,N/A,N/A,N/A
Bar,RIT,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A
Bar,RIT,Bard College,2pMa,To Basket,Laz Panagiotounis,Iso,Top,N/A,N/A,N/A,N/A,N/A
Bar,RIT,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Matt Caggiano,PNR,High,N/A,N/A,N/A,N/A,N/A
Bar,RIT,Bard College,3pmi,Dribble Jumper,Laz Panagiotounis,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
Bar,RIT,Bard College,3pmi,No Dribble Jumper,Elliot Harris,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
Bar,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Ronnie Toole,PNR,Right,Off,N/A,N/A,N/A,N/A
Bar,RIT,Bard College,2pmi,Dribble Jumper,Azriel Almodovar,Misc,N/A,N/A,N/A,N/A,N/A,N/A
