Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
RPI,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Keegan Ocorr,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,Turnover,To Basket,Andrew Deppe,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RPI,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Brock Bowen,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,2pMa,Dribble Jumper,Andrew Deppe,Transition,N/A,First Middle,N/A,N/A,N/A,N/A
RPI,RIT,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Brock Bowen,PNR,High,Off,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Avery Eugster,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RPI,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Kenny Wilburn,Post,Right,Dribble,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,2pmi,To Basket,Jonny Angbazo,Iso,Right,N/A,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Dyland Matchett,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RPI,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Dyland Matchett,Off Screens,Left,Flare,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,3pmi,No Dribble Jumper,PJ Scalisi,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
RPI,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Brock Bowen,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,Turnover,N/A,Jonny Angbazo,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RPI,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Keegan Ocorr,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Dyland Matchett,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RPI,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Chase Dickens,Iso,Right,N/A,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,2pMa,To Basket,Andrew Deppe,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A
RPI,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Kenny Wilburn,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,3pMa,No Dribble Jumper,Ben Eugster,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RPI,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Josiah Turner,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,2pmi,To Basket,Yechiel Stewart,Off Screens,Left,Flare,N/A,N/A,N/A,N/A
RPI,RIT,Rochester Institute of Technology Tigers,And1,To Basket,Chase Dickens,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,2pmi,To Basket,Dyland Matchett,PNR,Right,Off,Ben Eugster,Spot Ups,Right,Drive
RPI,RIT,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RPI,RIT,Rensselaer Polytechnic,Foul,To Basket,Avery Eugster,Post,Left,Dribble,N/A,N/A,N/A,N/A
