Site,PossesionType,Opponent,Outcome,ShotType,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayType,SecondaryDirection,SecondaryAction
Home,Offense,Elm,3pMa,No Dribble Jumper,PNR,High,Off,Spot Ups,None,Shot
Home,Defense,Elm,Turnover,To Basket,Cuts,None,Basket,None,None,None
Home,Offense,Elm,Turnover,N/A,Misc,None,None,None,None,None
Home,Defense,Elm,3pmi,No Dribble Jumper,Hand Offs,Top,Dribble,None,None,None
Home,Offense,Elm,Turnover,To Basket,Cuts,None,Basket,None,None,None
Home,Defense,Elm,2pmi,To Basket,Cuts,None,Basket,None,None,None
Home,Offense,Elm,3pmi,No Dribble Jumper,PNR,High,Away,Spot Ups,None,Shot
Home,Defense,Elm,Foul,Drop Step,Post,Right,Dribble Move,None,None,None
Home,Offense,Elm,And1,To Basket,Spot Ups,Right,Drive,None,None,None
Home,Defense,Elm,3pmi,No Dribble Jumper,Spot Ups,None,Shot,None,None,None
Home,Offense,Elm,2pMa,To Basket,Cuts,None,Screen,None,None,None
Home,Defense,Elm,Turnover,N/A,Hand Offs,Left,Stationary,None,None,None
Home,Offense,Elm,2pmi,To Basket,Transition,None,Ball Handler,None,None,None
Home,Defense,Elm,2pMa,To Basket,Transition,None,Left Wing,None,None,None
Home,Offense,Elm,2pmi,Dribble Jumper,Transition,None,Left Wing,None,None,None
Home,Defense,Elm,2pMa,N/A,Post,Right,Dribble Move,None,None,None
Home,Offense,Elm,3pmi,No Dribble Jumper,PNR,High,Off,Spot Ups,None,Shot
Home,Defense,Elm,2pMa,To Basket,Transition,None,Leak Outs,None,None,None
Home,Offense,Elm,2pmi,To Basket,Spot Ups,Right,Drive,None,None,None
Home,Defense,Elm,2pmi,Dribble Jumper,Hand Offs,Right,Dribble,None,None,None
Home,Offense,Elm,2pMa,To Basket,Misc,None,None,None,None,None
Home,Defense,Elm,3pMa,No Dribble Jumper,Spot Ups,None,Shot,None,None,None
Home,Offense,Elm,Foul,To Basket,Hand Offs,Top,Stationary,None,None,None
Home,Defense,Elm,Turnover,N/A,Misc,None,None,None,None,None
Home,Offense,Elm,2pMa,To Basket,Cuts,None,Basket,None,None,None
Home,Defense,Elm,2pMa,To Basket,Spot Ups,Right,Drive,None,None,None
Home,Offense,Elm,3pMa,No Dribble Jumper,Transition,None,Right Wing,None,None,None
Home,Defense,Elm,3pmi,No Dribble Jumper,Hand Offs,Top,Dribble,None,None,None
Home,Defense,Elm,3pmi,No Dribble Jumper,Spot Ups,None,Shot,None,None,None
Home,Defense,Elm,2pMa,To Basket,Cuts,None,Basket,None,None,None
Home,Offense,Elm,3pmi,No Dribble Jumper,Hand Offs,Right,Dribble,None,None,None
