Site,PossesionType,Opponent,Outcome,ShotType,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayType,SecondaryDirection,SecondaryAction
Home,Offense,UNY,3pMa,Dribble Jumper,PNR,Left,Off,N/A,N/A,N/A
Home,Defense,UNY,3pmi,No Dribble Jumper,Hand Offs,Left,Dribble,N/A,N/A,N/A
Home,Defense,UNY,2pMa,To Basket,PNR,High,Off,P&R Roll Man,N/A,Roll
Home,Offense,UNY,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,UNY,3pMa,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,UNY,2pmi,To Basket,Off Screens,Left,Straight,N/A,N/A,N/A
Home,Defense,UNY,2pMa,To Basket,PNR,High,Off,P&R Roll Man,N/A,Roll
Home,Offense,UNY,3pmi,No Dribble Jumper,PNR,Right,Off,Spot Ups,N/A,Shot
Home,Defense,UNY,Turnover,N/A,PNR,High,Off,N/A,N/A,N/A
Home,Offense,UNY,2pmi,Dribble Jumper,Hand Offs,Top,Dribble,N/A,N/A,N/A
Home,Defense,UNY,2pmi,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Offense,UNY,2pmi,No Dribble Jumper,Off Screens,Right,Straight,N/A,N/A,N/A
Home,Defense,UNY,2pMa,To Basket,Hand Offs,Right,Stationary,N/A,N/A,N/A
Home,Offense,UNY,2pMa,N/A,Post,Right,Dribble Move,N/A,N/A,N/A
Home,Defense,UNY,3pMa,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,UNY,2pmi,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Defense,UNY,Foul,To Basket,PNR,Right,Off,P&R Roll Man,N/A,Slips
Home,Offense,UNY,3pMa,No Dribble Jumper,PNR,High,Off,P&R Roll Man,N/A,Pop
Home,Defense,UNY,2pMa,Dribble Jumper,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,UNY,3pMa,Dribble Jumper,PNR,Left,Off,N/A,N/A,N/A
Home,Defense,UNY,2pmi,Dribble Jumper,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Offense,UNY,2pmi,To Basket,PNR,High,Off,N/A,N/A,N/A
Home,Defense,UNY,Turnover,N/A,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,UNY,2pmi,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,UNY,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,UNY,3pMa,No Dribble Jumper,Transition,N/A,Trailer,N/A,N/A,N/A
Home,Defense,UNY,3pmi,Dribble Jumper,PNR,High,Off,N/A,N/A,N/A
Home,Offense,UNY,3pmi,No Dribble Jumper,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Defense,UNY,3pMa,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,UNY,Foul,N/A,Post,Right,Face Up,N/A,N/A,N/A
Home,Defense,UNY,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,UNY,Foul,To Basket,Hand Offs,Left,Stationary,N/A,N/A,N/A
Home,Defense,UNY,Foul,To Basket,PNR,Left,Off,Spot Ups,Right,Drive
Home,Offense,UNY,2pMa,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Defense,UNY,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,UNY,Turnover,N/A,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,UNY,2pmi,To Basket,PNR,High,Off,Spot Ups,Right,Drive
Home,Offense,UNY,2pmi,To Basket,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Defense,UNY,2pmi,Dribble Jumper,PNR,Left,Away,N/A,N/A,N/A
Home,Offense,UNY,2pmi,To Basket,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Defense,UNY,3pMa,Dribble Jumper,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Offense,UNY,Foul,To Basket,PNR,Left,Away,Spot Ups,Right,Drive
Home,Defense,UNY,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,UNY,2pMa,Dribble Jumper,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Defense,UNY,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,UNY,2pmi,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,UNY,3pmi,No Dribble Jumper,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Offense,UNY,2pmi,No Dribble Jumper,Transition,N/A,First Middle,N/A,N/A,N/A
Home,Defense,UNY,2pmi,To Basket,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Offense,UNY,3pmi,Dribble Jumper,PNR,Left,Off,N/A,N/A,N/A
Home,Offense,UNY,2pMa,Dribble Jumper,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Defense,UNY,3pmi,No Dribble Jumper,PNR,Left,N/A,Spot Ups,N/A,Shot
Home,Offense,UNY,2pMa,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,UNY,2pMa,Dribble Jumper,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Offense,UNY,2pmi,Drop Step,Post,Left,Dribble Move,N/A,N/A,N/A
Home,Defense,UNY,3pMa,No Dribble Jumper,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Offense,UNY,2pMa,To Basket,Transition,N/A,First Middle,N/A,N/A,N/A
Home,Defense,UNY,3pmi,No Dribble Jumper,PNR,High,Off,P&R Roll Man,N/A,Pop
Home,Offense,UNY,And1,To Basket,Transition,N/A,Trailer,N/A,N/A,N/A
Home,Defense,UNY,3pmi,No Dribble Jumper,Hand Offs,Left,Dribble,N/A,N/A,N/A
Home,Offense,UNY,2pMa,Dribble Jumper,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Defense,UNY,2pmi,To Basket,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Offense,UNY,2pmi,To Basket,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Defense,UNY,3pMa,No Dribble Jumper,Transition,N/A,Trailer,N/A,N/A,N/A
Home,Offense,UNY,2pMa,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Defense,UNY,2pMa,Drop Step,Post,Right,Dribble Move,N/A,N/A,N/A
Home,Offense,UNY,2pmi,To Basket,Hand Offs,Right,Dribble,N/A,N/A,N/A
Home,Defense,UNY,Turnover,N/A,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,UNY,Turnover,N/A,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,UNY,Turnover,N/A,PNR,Right,Off,N/A,N/A,N/A
Home,Offense,UNY,2pmi,Drop Step,Post,Middle,Dribble Move,N/A,N/A,N/A
Home,Defense,UNY,2pMa,To Basket,PNR,High,Off,N/A,N/A,N/A
Home,Offense,UNY,2pmi,Dribble Jumper,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Offense,UNY,3pmi,No Dribble Jumper,PNR,High,Off,P&R Roll Man,N/A,Pop
Home,Defense,UNY,2pmi,To Basket,Transition,N/A,Right Wing,N/A,N/A,N/A
Home,Offense,UNY,3pmi,No Dribble Jumper,Off Screens,Left,Straight,N/A,N/A,N/A
Home,Defense,UNY,2pMa,To Basket,PNR,High,Off,P&R Roll Man,N/A,Roll
Home,Defense,UNY,2pMa,To Basket,Iso,Right,N/A,Spot Ups,Right,Drive
Home,Offense,UNY,2pmi,To Basket,Post,Left,Dribble Move,N/A,N/A,N/A
Home,Defense,UNY,2pMa,To Basket,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Offense,UNY,2pmi,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,UNY,2pmi,To Basket,PNR,High,Off,N/A,N/A,N/A
Home,Defense,UNY,3pMa,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,UNY,Turnover,N/A,Hand Offs,Right,Dribble,N/A,N/A,N/A
Home,Defense,UNY,2pMa,N/A,Post,Left,Dribble Move,N/A,N/A,N/A
Home,Offense,UNY,2pmi,Dribble Jumper,Iso,Top,N/A,N/A,N/A,N/A
Home,Defense,UNY,2pMa,Dribble Jumper,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,UNY,Turnover,To Basket,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Defense,UNY,2pmi,N/A,Post,Middle,Dribble Move,N/A,N/A,N/A
Home,Offense,UNY,3pMa,Dribble Jumper,PNR,High,Off,N/A,N/A,N/A
Home,Defense,UNY,2pmi,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Offense,UNY,Turnover,N/A,Post,Left,Dribble Move,N/A,N/A,N/A
Home,Defense,UNY,2pmi,N/A,Post,Left,Dribble Move,N/A,N/A,N/A
Home,Offense,UNY,2pmi,Dribble Jumper,Hand Offs,Left,Dribble,N/A,N/A,N/A
Home,Defense,UNY,3pmi,Dribble Jumper,Transition,N/A,Right Wing,N/A,N/A,N/A
Home,Offense,UNY,3pMa,No Dribble Jumper,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Defense,UNY,2pmi,No Dribble Jumper,PNR,High,Off,Spot Ups,N/A,Shot
Home,Offense,UNY,2pmi,To Basket,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Defense,UNY,Foul,To Basket,Hand Offs,Top,Dribble,N/A,N/A,N/A
Home,Offense,UNY,2pmi,To Basket,PNR,High,Off,N/A,N/A,N/A
Home,Defense,UNY,2pMa,Dribble Jumper,PNR,High,Off,Spot Ups,Right,Drive
Home,Offense,UNY,3pmi,No Dribble Jumper,PNR,High,Off,Spot Ups,N/A,Shot
Home,Defense,UNY,2pMa,To Basket,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Offense,UNY,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,UNY,2pMa,To Basket,Transition,N/A,Left Wing,N/A,N/A,N/A
