#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Kenny Wilburn,,,,"2FGM, Assist",Make 2 Pts,00:00:23.3,,,Rochester Institute of Technology Tigers,RIT@RPI,01/11/2025,1,19:37,"Kenny Wilburn, Chase Dickens",Post Up,,3 Kenny Wilburn > Post-Up > Flash Middle > Right Shoulder > Dribble Move > To Basket > Make 2 Pts
2,Andrew Deppe,,,,3FGm,Miss 3 Pts,00:00:23.8,,,Rensselaer Polytechnic,RIT@RPI,01/11/2025,1,19:12,Andrew Deppe,"P&R BH, P&R Roll Man",,12 Avery Eugster > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Defense Commits > Ball Delivered > 41 Andrew Deppe > P&R Roll Man > Pick and Pops > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
3,Chuck Clemons,,,,"Off Reb, Turnover, Steal",Turnover,00:00:08.4,,,Rensselaer Polytechnic,RIT@RPI,01/11/2025,1,19:12,"Chuck Clemons, Chase Dickens",Off Reb,,4 Chuck Clemons > Offensive Rebound > Short > Turnover
4,Chase Dickens,,,,3FGm,Miss 3 Pts,00:00:30.4,,,Rochester Institute of Technology Tigers,RIT@RPI,01/11/2025,1,18:40,Chase Dickens,"Iso, Spot Up",,5 Matt Caggiano > ISO > Left > Drives Right > Defense Commits > Ball Delivered > 11 Chase Dickens > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
5,Brody Brown,,,,Off Reb,Run Offense,00:00:08.6,,,Rochester Institute of Technology Tigers,RIT@RPI,01/11/2025,1,,Brody Brown,Off Reb,,12 Brody Brown > Offensive Rebound > Long > Run Offense
6,Chase Dickens,,,,"3FGM, Assist",Make 3 Pts,00:00:11.9,,,Rochester Institute of Technology Tigers,RIT@RPI,01/11/2025,1,18:34,"Chase Dickens, Matt Caggiano",Spot Up,,11 Chase Dickens > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
7,Dylan Matchett,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:24.7,,,Rensselaer Polytechnic,RIT@RPI,01/11/2025,1,18:09,"Dylan Matchett, Matt Caggiano",Spot Up,,32 Dylan Matchett > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
8,Kenny Wilburn,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:14.5,,,Rochester Institute of Technology Tigers,RIT@RPI,01/11/2025,1,18:00,"Kenny Wilburn, Dylan Matchett, PJ Scalisi",Post Up,,3 Kenny Wilburn > Post-Up > Right Block > Post Pin > No Dribble Move > To Basket > Miss 2 Pts
9,Andrew Deppe,,,,,No Violation,00:00:18.4,,,Rensselaer Polytechnic,RIT@RPI,01/11/2025,1,,Andrew Deppe,,,41 Andrew Deppe > Non Possession > No Violation
10,Chuck Clemons,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:26.3,,,Rensselaer Polytechnic,RIT@RPI,01/11/2025,1,17:28,"Chuck Clemons, Nolan Smih",P&R BH,,4 Chuck Clemons > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
