#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Charlie Fantom,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:23.8,,,Skidmore Thoroughbreds,HOB@SKD,01/18/2025,1,19:46,"Charlie Fantom, Carter Meshanic","P&R BH, Spot Up",,23 Hakeem Daphnis > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 5 Charlie Fantom > Spot-Up > Drives Left > To Basket > Miss 2 Pts
2,Carter Meshanic,,,,Foul,Non Shooting Foul,00:00:10.5,,,,HOB@SKD,01/18/2025,1,,Hakeem Daphnis,,,23 Carter Meshanic > Non Possession > Non Shooting Foul
3,Carter Meshanic,,,,"Turnover, Steal",Turnover,00:00:23.9,,,Hobart College Statesmen,HOB@SKD,01/18/2025,1,19:23,"Carter Meshanic, Hakeem Daphnis","P&R BH, Spot Up",,3 Pat Healy > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 23 Carter Meshanic > Spot-Up > Drives Left > Turnover
4,Charlie Fantom,,,,"3FGM, Assist",Make 3 Pts,00:00:17.3,,,Skidmore Thoroughbreds,HOB@SKD,01/18/2025,1,19:04,"Charlie Fantom, Joey Skoric","Post Up, Spot Up",,14 Joey Skoric > Post-Up > Right Block > Defense Commits > Ball Delivered > 5 Charlie Fantom > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
5,Alex Moesch,,,,"2FGM, Foul",0 Pts,00:00:13.1,,,Hobart College Statesmen,HOB@SKD,01/18/2025,1,18:49,"Alex Moesch, Charlie Fantom",Off Screen,,4 Alex Moesch > Off Screen > To Shooter's Left > Straight > To Basket > Make 2 Pts Foul > 0 Pts
6,Alex Moesch,,,,"FTm, Def Reb",Free Throw,00:00:09.9,,,Hobart College Statesmen,HOB@SKD,01/18/2025,1,,"Alex Moesch, Jack LaGarde",,,4 Alex Moesch > Non Possession > Free Throw
7,Aidan Roy,,,,2FGM,Make 2 Pts,00:00:12.1,,,Skidmore Thoroughbreds,HOB@SKD,01/18/2025,1,18:35,Aidan Roy,P&R BH,,15 Aidan Roy > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts
8,Aidan Rodgers,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:15.9,,,Hobart College Statesmen,HOB@SKD,01/18/2025,1,18:17,"Aidan Rodgers, Joey Skoric, Aidan Roy",Handoff,,55 Aidan Rodgers > Hand Off > From Dribble > Top > To Basket > Miss 2 Pts
9,Jack LaGarde,,,,Foul,Non Shooting Foul,00:00:15.9,,,,HOB@SKD,01/18/2025,1,,Carter Meshanic,,,32 Jack LaGarde > Non Possession > Non Shooting Foul
10,Charlie Fantom,,,,"3FGM, Assist",Make 3 Pts,00:00:16.1,,,Skidmore Thoroughbreds,HOB@SKD,01/18/2025,1,18:01,"Charlie Fantom, Joey Skoric",Spot Up,,5 Charlie Fantom > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
11,Aidan Rodgers,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:24.5,,,Hobart College Statesmen,HOB@SKD,01/18/2025,1,17:38,"Charlie Fantom, Aidan Rodgers",P&R BH,,55 Aidan Rodgers > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
12,Charlie Fantom,,,,"3FGM, Assist",Make 3 Pts,00:00:17.2,,,Skidmore Thoroughbreds,HOB@SKD,01/18/2025,1,17:26,"Charlie Fantom, Hakeem Daphnis",Transition,,5 Charlie Fantom > Transition > Trailer > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
13,Carter Meshanic,,,,2FGm,Miss 2 Pts,00:00:25.8,,,Hobart College Statesmen,HOB@SKD,01/18/2025,1,17:04,Carter Meshanic,Handoff,,23 Carter Meshanic > Hand Off > From Dribble > Top > To Basket > Miss 2 Pts
14,Carter Meshanic,,,,Off Reb,Run Offense,00:00:08.2,,,Hobart College Statesmen,HOB@SKD,01/18/2025,1,,Carter Meshanic,Off Reb,,23 Carter Meshanic > Offensive Rebound > Short > Run Offense
15,Pat Healy,,,,Foul,Non Shooting Foul,00:00:20.9,,,,HOB@SKD,01/18/2025,1,,Jack LaGarde,,,3 Pat Healy > Non Possession > Non Shooting Foul
16,Carter Meshanic,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:24.2,,,Hobart College Statesmen,HOB@SKD,01/18/2025,1,16:36,"Carter Meshanic, Joey Skoric",Spot Up,,23 Carter Meshanic > Spot-Up > Drives Right > To Basket > Miss 2 Pts
