#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Chris Leysath,,,,"2FGM, Assist",Make 2 Pts,00:00:18.2,,,Ithaca College,IC@UNY,01/10/2025,1,19:44,"Chris Leysath, Aidan Holmes",Cut,,30 Chris Leysath > Cut > Screen > Make 2 Pts
2,Jack Plesser,,,,2FGM,Make 2 Pts,00:00:21.5,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,19:19,Jack Plesser,"P&R BH, P&R Roll Man",,5 Tanner Tedesco > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 33 Jack Plesser > P&R Roll Man > Rolls to Basket > Make 2 Pts
3,Logan Wendell,,,,"2FGM, Assist",Make 2 Pts,00:00:24.9,,,Ithaca College,IC@UNY,01/10/2025,1,18:53,"Logan Wendell, Chris Leysath",Cut,,1 Logan Wendell > Cut > Basket > Make 2 Pts
4,Jack Plesser,,,,Foul,Foul,00:00:22.2,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,18:33,"Chris Leysath, Jack Plesser",Post Up,,33 Jack Plesser > Post-Up > Left Block > Left Shoulder > Dribble Move > To Up and Under > Foul
5,Jack Plesser,,,,FTM,Free Throw,00:00:07.1,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,,Jack Plesser,,,33 Jack Plesser > Non Possession > Free Throw
6,Jack Plesser,,,,"FTm, Def Reb",Free Throw,00:00:06.4,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,,"Jack Plesser, Aidan Holmes",,,33 Jack Plesser > Non Possession > Free Throw
7,Evan Cabral,,,,"3FGM, Assist",Make 3 Pts,00:00:20.9,,,Ithaca College,IC@UNY,01/10/2025,1,18:32,"Evan Cabral, Aidan Holmes",Spot Up,,15 Evan Cabral > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
8,Tanner Tedesco,,,,"3FGM, Assist",Make 3 Pts,00:00:19.9,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,18:17,"Tanner Tedesco, Jack Plesser",Handoff,,5 Tanner Tedesco > Hand Off > From Dribble > Top > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
9,Chris Leysath,,,,"Turnover, Steal",Turnover,00:00:27.1,,,Ithaca College,IC@UNY,01/10/2025,1,17:51,"Chris Leysath, Christian Dufort",,,30 Chris Leysath > No Play Type > Turnover
10,Jack Plesser,,,,2FGM,Make 2 Pts,00:00:25.1,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,17:30,Jack Plesser,Post Up,,33 Jack Plesser > Post-Up > Right Block > Left Shoulder > Dribble Move > To Jumper > Make 2 Pts
11,Aidan Holmes,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.9,,,Ithaca College,IC@UNY,01/10/2025,1,17:17,"Aidan Holmes, Brendan Reid",Spot Up,,3 Aidan Holmes > Spot-Up > Drives Left > To Basket > Miss 2 Pts
12,Jack Plesser,,,,Foul,Foul,00:00:11.6,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,17:02,"Jaylon O'Neal, Jack Plesser","P&R BH, P&R Roll Man",,5 Tanner Tedesco > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 33 Jack Plesser > P&R Roll Man > Rolls to Basket > Foul
13,Jack Plesser,,,,FTm,Free Throw,00:00:05.6,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,,Jack Plesser,,,33 Jack Plesser > Non Possession > Free Throw
14,Jack Plesser,,,,FTM,Free Throw,00:00:06.2,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,,Jack Plesser,,,33 Jack Plesser > Non Possession > Free Throw
15,Logan Wendell,,,,Turnover,Turnover,00:00:15.5,,,Ithaca College,IC@UNY,01/10/2025,1,16:48,Logan Wendell,P&R BH,,1 Logan Wendell > P&R Ball Handler > High P&R > Dribble Off Pick > Turnover
16,Tanner Tedesco,,,,Foul,Non Shooting Foul,00:00:20.5,,,,IC@UNY,01/10/2025,1,,Jaylon O'Neal,,,5 Tanner Tedesco > Non Possession > Non Shooting Foul
17,Christian Dufort,,,,"2FGM, Assist",Make 2 Pts,00:00:09.7,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,16:31,"Tanner Tedesco, Christian Dufort",Spot Up,,24 Christian Dufort > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Make 2 Pts
18,Evan Cabral,,,,3FGM,Make 3 Pts,00:00:09.4,,,Ithaca College,IC@UNY,01/10/2025,1,16:16,Evan Cabral,P&R BH,,15 Evan Cabral > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts
19,Jack Plesser,,,,2FGM,Make 2 Pts,00:00:18.5,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,16:02,Jack Plesser,Spot Up,,33 Jack Plesser > Spot-Up > Drives Right > To Basket > Make 2 Pts
20,Aidan Holmes,,,,"3FGM, Assist",Make 3 Pts,00:00:16.9,,,Ithaca College,IC@UNY,01/10/2025,1,15:49,"Aidan Holmes, Evan Cabral",Spot Up,,3 Aidan Holmes > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
21,Jack Plesser,,,,"2FGM, Assist",Make 2 Pts,00:00:28.8,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,15:21,"Jack Plesser, Tanner Tedesco","P&R BH, P&R Roll Man",,5 Tanner Tedesco > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 33 Jack Plesser > P&R Roll Man > Rolls to Basket > Make 2 Pts
22,Logan Wendell,,,,Foul,Foul,00:00:30.9,,,Ithaca College,IC@UNY,01/10/2025,1,14:52,"Jack Plesser, Logan Wendell","Post Up, Spot Up",,30 Chris Leysath > Post-Up > Left Block > Defense Commits > Ball Delivered > 1 Logan Wendell > Spot-Up > Drives Left > To Basket > Foul
23,Logan Wendell,,,,FTM,Free Throw,00:00:07.3,,,Ithaca College,IC@UNY,01/10/2025,1,,Logan Wendell,,,1 Logan Wendell > Non Possession > Free Throw
24,Logan Wendell,,,,FTM,Free Throw,00:00:05.4,,,Ithaca College,IC@UNY,01/10/2025,1,,Logan Wendell,,,1 Logan Wendell > Non Possession > Free Throw
25,Tanner Tedesco,,,,2FGM,Make 2 Pts,00:00:14.2,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,14:42,Tanner Tedesco,P&R BH,,5 Tanner Tedesco > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts
26,Logan Wendell,,,,Foul,Foul,00:00:10.6,,,Ithaca College,IC@UNY,01/10/2025,1,14:33,"Will Yakoobian, Logan Wendell",P&R BH,,1 Logan Wendell > P&R Ball Handler > Right P&R > Baseline > Go Away from Pick > To Basket > Foul
27,Logan Wendell,,,,FTM,Free Throw,00:00:04.8,,,Ithaca College,IC@UNY,01/10/2025,1,,Logan Wendell,,,1 Logan Wendell > Non Possession > Free Throw
28,Logan Wendell,,,,FTM,Free Throw,00:00:06.2,,,Ithaca College,IC@UNY,01/10/2025,1,,Logan Wendell,,,1 Logan Wendell > Non Possession > Free Throw
29,Christian Dufort,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.5,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,14:20,"Christian Dufort, Evan Cabral",Off Screen,,24 Christian Dufort > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
30,Logan Wendell,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.4,,,Ithaca College,IC@UNY,01/10/2025,1,14:09,"Logan Wendell, Will Yakoobian",Transition,,1 Logan Wendell > Transition > Trailer > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
31,Christian Dufort,,,,"Turnover, Steal",Turnover,00:00:17.3,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,13:46,"Christian Dufort, Evan Cabral",P&R BH,,24 Christian Dufort > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover
32,Cole Wissink,,,,"3FGM, Assist",Make 3 Pts,00:00:19.3,,,Ithaca College,IC@UNY,01/10/2025,1,13:33,"Cole Wissink, Alex Penders",Handoff,,0 Cole Wissink > Hand Off > From Dribble > Left > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
33,Tanner Tedesco,,,,3FGM,Make 3 Pts,00:00:24.3,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,13:10,Tanner Tedesco,Handoff,,5 Tanner Tedesco > Hand Off > From Dribble > Top > Dribble Jumper > Long/3pt > Make 3 Pts
34,Evan Cabral,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:13.9,,,Ithaca College,IC@UNY,01/10/2025,1,12:52,"Evan Cabral, Will Yakoobian",Handoff,,15 Evan Cabral > Hand Off > From Stationary > Top > To Basket > Miss 2 Pts
35,Tanner Tedesco,,,,Foul,Non Shooting Foul,00:00:17.7,,,,IC@UNY,01/10/2025,1,,Cole Wissink,,,5 Tanner Tedesco > Non Possession > Non Shooting Foul
36,Jaden Jauregui,,,,2FGM,Make 2 Pts,00:00:21.9,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,12:23,Jaden Jauregui,Spot Up,,13 Jaden Jauregui > Spot-Up > Drives Left > To Basket > Make 2 Pts
37,Cole Wissink,,,,Foul,Non Shooting Foul,00:00:10.8,,,,IC@UNY,01/10/2025,1,,Tanner Tedesco,,,0 Cole Wissink > Non Possession > Non Shooting Foul
38,Cole Wissink,,,,2FGm,Miss 2 Pts,00:00:31.8,,,Ithaca College,IC@UNY,01/10/2025,1,11:52,Cole Wissink,"P&R BH, Spot Up",,15 Evan Cabral > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 0 Cole Wissink > Spot-Up > Drives Left > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
39,Laurence Brady,,,,Off Reb,Run Offense,00:00:07.7,,,Ithaca College,IC@UNY,01/10/2025,1,,Laurence Brady,Off Reb,,12 Laurence Brady > Offensive Rebound > Short > Run Offense
40,Alex Penders,,,,"3FGM, Assist",Make 3 Pts,00:00:13.1,,,Ithaca College,IC@UNY,01/10/2025,1,11:44,"Alex Penders, Cole Wissink",Spot Up,,14 Alex Penders > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
41,Tanner Tedesco,,,,2FGM,Make 2 Pts,00:00:16.7,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,11:28,Tanner Tedesco,P&R BH,,5 Tanner Tedesco > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts
42,Alex Penders,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:22.8,,,Ithaca College,IC@UNY,01/10/2025,1,11:05,"Alex Penders, Jaden Jauregui",Iso,,14 Alex Penders > ISO > Right > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts
43,Tanner Tedesco,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:26.7,,,Union (NY) Chargers,IC@UNY,01/10/2025,1,10:44,"Tanner Tedesco, Evan Cabral",Handoff,,5 Tanner Tedesco > Hand Off > From Dribble > Left > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
