#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Charlie Fantom,,,,"3FGM, Assist",Make 3 Pts,00:00:20.1,,,Skidmore Thoroughbreds,SKD@OC,01/02/2025,1,19:45,"Charlie Fantom, Aidan Roy",Off Screen,,5 Charlie Fantom > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
2,Nasir Luna,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:18.0,,,Occidental Tigers,SKD@OC,01/02/2025,1,19:25,"Nasir Luna, Alexei Downie","Iso, Cut",,15 Jacob Hamermesh > ISO > Top > Drives Right > Defense Commits > Ball Delivered > 10 Nasir Luna > Cut > Basket > Miss 2 Pts
3,Hakeem Daphnis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.6,,,Skidmore Thoroughbreds,SKD@OC,01/02/2025,1,19:18,"Hakeem Daphnis, Alex McCleery Brown",Transition,,23 Hakeem Daphnis > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
4,Alex McCleery Brown,,,,3FGm,Miss 3 Pts,00:00:22.0,,,Occidental Tigers,SKD@OC,01/02/2025,1,19:03,Alex McCleery Brown,Spot Up,,2 Alex McCleery Brown > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
5,Henry Wilson,,,,Off Reb,Run Offense,00:00:08.5,,,Occidental Tigers,SKD@OC,01/02/2025,1,,Henry Wilson,Off Reb,,23 Henry Wilson > Offensive Rebound > Long > Run Offense
6,Nasir Luna,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:12.3,,,Occidental Tigers,SKD@OC,01/02/2025,1,18:57,"Nasir Luna, Alexei Downie",Spot Up,,10 Nasir Luna > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
7,Joey  Skoric,,,,"2FGM, Assist",Make 2 Pts,00:00:13.7,,,Skidmore Thoroughbreds,SKD@OC,01/02/2025,1,18:49,"Joey Skoric, Aidan Roy",Transition,,14 Joey Skoric > Transition > Leak Outs > To Basket > Make 2 Pts
8,Henry Wilson,,,,"Turnover, Steal",Turnover,00:00:07.1,,,Occidental Tigers,SKD@OC,01/02/2025,1,18:37,"Henry Wilson, Charlie Fantom",P&R BH,,23 Henry Wilson > P&R Ball Handler > Right P&R > Side > Defense Commits > Turnover
9,Charlie Fantom,,,,Turnover,Turnover,00:00:11.2,,,Skidmore Thoroughbreds,SKD@OC,01/02/2025,1,18:32,Charlie Fantom,Transition,,5 Charlie Fantom > Transition > Ballhandler > Turnover
10,Alex McCleery Brown,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.9,,,Occidental Tigers,SKD@OC,01/02/2025,1,18:17,"Alex McCleery Brown, Charlie Fantom",Spot Up,,2 Alex McCleery Brown > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
11,Charlie Fantom,,,,"3FGM, Assist",Make 3 Pts,00:00:10.8,,,Skidmore Thoroughbreds,SKD@OC,01/02/2025,1,18:05,"Charlie Fantom, Alexei Downie",Spot Up,,5 Charlie Fantom > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
12,Jacob Hamermesh,,,,"Turnover, Steal",Turnover,00:00:08.3,,,Occidental Tigers,SKD@OC,01/02/2025,1,17:53,"Jacob Hamermesh, Charlie Fantom",Spot Up,,15 Jacob Hamermesh > Spot-Up > Drives Right > Turnover
13,Hakeem Daphnis,,,,Turnover,Turnover,00:00:12.0,,,Skidmore Thoroughbreds,SKD@OC,01/02/2025,1,17:47,Hakeem Daphnis,Transition,,23 Hakeem Daphnis > Transition > Left Wing > To Basket > Turnover
14,Henry Wilson,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:12.9,,,Occidental Tigers,SKD@OC,01/02/2025,1,17:35,"Henry Wilson, Charlie Fantom","P&R BH, Spot Up",,1 Micah Breaux > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 23 Henry Wilson > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
15,Charlie Fantom,,,,3FGm,Miss 3 Pts,00:00:12.2,,,Skidmore Thoroughbreds,SKD@OC,01/02/2025,1,17:23,Charlie Fantom,"P&R BH, Spot Up",,15 Aidan Roy > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 5 Charlie Fantom > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
