#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Clark Castleberry,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:23.1,,,US Merchant Marine Academy,Bar@UMM,01/02/2025,1,19:45,"Clark Castleberry, Sean Wilcox",Spot Up,,15 Clark Castleberry > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
2,Rowan Heinze,,,,"Turnover, Steal",Turnover,00:00:07.1,,,Bard College,Bar@UMM,01/02/2025,1,19:34,"Rowan Heinze, Mason Lavergne",Post Up,,21 Rowan Heinze > Post-Up > Left Block > Defense Commits > Turnover
3,Clark Castleberry,,,,"Turnover, Steal",Turnover,00:00:25.2,,,US Merchant Marine Academy,Bar@UMM,01/02/2025,1,19:17,"Clark Castleberry, Azriel Almodovar",Post Up,,15 Clark Castleberry > Post-Up > Right Block > Defense Commits > Turnover
4,Sean Wilcox,,,,Turnover,Turnover,00:00:17.3,,,Bard College,Bar@UMM,01/02/2025,1,19:05,Sean Wilcox,Transition,,31 Sean Wilcox > Transition > Trailer > Turnover
5,Mason Lavergne,,,,3FGM,Make 3 Pts,00:00:23.7,,,US Merchant Marine Academy,Bar@UMM,01/02/2025,1,18:51,Mason Lavergne,P&R BH,,2 Mason Lavergne > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts
6,Laz Panagiotounis,,,,"3FGM, Assist",Make 3 Pts,00:00:12.5,,,Bard College,Bar@UMM,01/02/2025,1,18:33,"Laz Panagiotounis, Rowan Heinze",Off Screen,,15 Laz Panagiotounis > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
7,Isaac Vencel,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:18.8,,,US Merchant Marine Academy,Bar@UMM,01/02/2025,1,18:10,"Isaac Vencel, Azriel Almodovar",Spot Up,,22 Isaac Vencel > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
8,Azriel Almodovar,,,,Turnover,Turnover,00:00:13.2,,,Bard College,Bar@UMM,01/02/2025,1,18:03,Azriel Almodovar,Transition,,4 Azriel Almodovar > Transition > Ballhandler > Turnover
9,Max Koeppl,,,,"Turnover, Steal",Turnover,00:00:17.3,,,US Merchant Marine Academy,Bar@UMM,01/02/2025,1,17:46,"Max Koeppl, Azriel Almodovar",Spot Up,,0 Max Koeppl > Spot-Up > Drives Right > Turnover
10,Sean Wilcox,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:13.2,,,Bard College,Bar@UMM,01/02/2025,1,17:39,"Sean Wilcox, Isaac Vencel",Transition,,31 Sean Wilcox > Transition > First Middle > To Basket > Miss 2 Pts
