#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Jack Plesser,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:23.8,,,Union (NY) Chargers,UNY@VC,01/24/2025,1,19:41,"Jack Plesser, Kreekor Karageuzian",Post Up,,33 Jack Plesser > Post-Up > Right Block > Left Shoulder > No Dribble Move > To Jumper > Miss 2 Pts
2,Avery Lee,,,,"3FGM, Assist",Make 3 Pts,00:00:22.1,,,Vassar Brewers,UNY@VC,01/24/2025,1,19:17,"Avery Lee, Kreekor Karageuzian",Spot Up,,2 Avery Lee > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
3,Jack Plesser,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:17.9,,,Union (NY) Chargers,UNY@VC,01/24/2025,1,19:01,"Jack Plesser, Nathan Denham",Spot Up,,33 Jack Plesser > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts
4,Shea Fitzgerald,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:15.1,,,Vassar Brewers,UNY@VC,01/24/2025,1,18:52,"Shea Fitzgerald, Brendan Reid",Handoff,,3 Shea Fitzgerald > Hand Off > From Dribble > Right > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
5,Tanner Tedesco,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:16.5,,,Union (NY) Chargers,UNY@VC,01/24/2025,1,18:41,"Kreekor Karageuzian, Tanner Tedesco",Transition,,5 Tanner Tedesco > Transition > Ballhandler > Dribble Jumper > Short to < 17' > Miss 2 Pts
6,Avery Lee,,,,2FGm,Miss 2 Pts,00:00:29.6,,,Vassar Brewers,UNY@VC,01/24/2025,1,18:21,Avery Lee,P&R BH,,2 Avery Lee > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts
7,Nathan Denham,,,,Off Reb,Run Offense,00:00:10.7,,,Vassar Brewers,UNY@VC,01/24/2025,1,,Nathan Denham,Off Reb,,22 Nathan Denham > Offensive Rebound > Short > Run Offense
8,Kreekor Karageuzian,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:10.7,,,Vassar Brewers,UNY@VC,01/24/2025,1,18:16,"Kreekor Karageuzian, Jack Plesser",Cut,,4 Kreekor Karageuzian > Cut > Flash > Miss 2 Pts
9,Christian Dufort,,,,3FGm,Miss 3 Pts,00:00:25.8,,,Union (NY) Chargers,UNY@VC,01/24/2025,1,18:02,Christian Dufort,P&R BH,,24 Christian Dufort > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
10,Kreekor Karageuzian,,,,,No Violation,00:00:24.1,,,Vassar Brewers,UNY@VC,01/24/2025,1,,Kreekor Karageuzian,,,4 Kreekor Karageuzian > Non Possession > No Violation
