#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Sean Wilcox,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:26.5,,,Bard College,WAC@Bar,11/09/2024,1,19:25,"Sean Wilcox, Nicho Simes",Spot Up,31 Sean Wilcox > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
2,Precieux Tshibangu,,,,3FGM,Make 3 Pts,00:00:20.9,,,Washington (MD) Shoremen,WAC@Bar,11/09/2024,1,19:10,Precieux Tshibangu,Off Screen,24 Precieux Tshibangu > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
3,Rowan Heinze,,,,Turnover,Turnover,00:00:15.7,,,Bard College,WAC@Bar,11/09/2024,1,19:00,Rowan Heinze,Cut,21 Rowan Heinze > Cut > Flash > Turnover
4,Nolan Waldon,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:16.8,,,Washington (MD) Shoremen,WAC@Bar,11/09/2024,1,18:52,"Nolan Waldon, Rowan Heinze",P&R BH,3 Nolan Waldon > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
5,Laz Panagiotounis,,,,Foul,Non Shooting Foul,00:00:13.3,,,,WAC@Bar,11/09/2024,1,,Davis Bland,,15 Laz Panagiotounis > Non Possession > Non Shooting Foul
6,Laz Panagiotounis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:15.9,,,Bard College,WAC@Bar,11/09/2024,1,18:41,"Laz Panagiotounis, Precieux Tshibangu",Spot Up,15 Laz Panagiotounis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
7,Precieux Tshibangu,,,,"Turnover, Steal",Turnover,00:00:10.5,,,Washington (MD) Shoremen,WAC@Bar,11/09/2024,1,18:37,"Rowan Heinze, Precieux Tshibangu",,24 Precieux Tshibangu > No Play Type > Turnover
8,Rowan Heinze,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:23.9,,,Bard College,WAC@Bar,11/09/2024,1,18:26,"Davis Bland, Rowan Heinze",Cut,21 Rowan Heinze > Cut > Basket > Miss 2 Pts
9,Nolan Waldon,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:13.8,,,Washington (MD) Shoremen,WAC@Bar,11/09/2024,1,18:16,"Nolan Waldon, Rowan Heinze",Transition,3 Nolan Waldon > Transition > Ballhandler > To Basket > Miss 2 Pts
10,Laz Panagiotounis,,,,Turnover,Turnover,00:00:20.1,,,Bard College,WAC@Bar,11/09/2024,1,18:02,Laz Panagiotounis,,15 Laz Panagiotounis > No Play Type > Turnover
11,Davis Bland,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:26.2,,,Washington (MD) Shoremen,WAC@Bar,11/09/2024,1,17:40,"Davis Bland, Azriel Almodovar",Spot Up,15 Davis Bland > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts
12,Sean Wilcox,,,,Foul,Foul,00:00:11.3,,,Bard College,WAC@Bar,11/09/2024,1,17:28,"Davis Bland, Sean Wilcox",Cut,31 Sean Wilcox > Cut > Basket > Foul
13,Sean Wilcox,,,,FTM,Free Throw,00:00:06.7,,,Bard College,WAC@Bar,11/09/2024,1,,Sean Wilcox,,31 Sean Wilcox > Non Possession > Free Throw
14,Sean Wilcox,,,,FTM,Free Throw,00:00:07.9,,,Bard College,WAC@Bar,11/09/2024,1,,Sean Wilcox,,31 Sean Wilcox > Non Possession > Free Throw
15,Ty Woodland,,,,,No Violation,00:00:29.2,,,Washington (MD) Shoremen,WAC@Bar,11/09/2024,1,,Ty Woodland,,33 Ty Woodland > Non Possession > No Violation
