#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Braeden Burns,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:21.3,,,Clarkson University Golden Knights,CU@HOB,01/25/2025,1,19:47,"Braeden Burns, Hunter Meshanic",Spot Up,,24 Braeden Burns > Spot-Up > Drives Right > To Basket > Miss 2 Pts
2,Alex Moesch,,,,3FGm,Miss 3 Pts,00:00:15.6,,,Hobart College Statesmen,CU@HOB,01/25/2025,1,19:38,Alex Moesch,Spot Up,,4 Alex Moesch > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
3,Pat Healy,,,,"Off Reb, Foul",Foul,00:00:10.1,,,Hobart College Statesmen,CU@HOB,01/25/2025,1,19:38,"Pat Healy, Braeden Burns",Off Reb,,3 Pat Healy > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul
4,Pat Healy,,,,FTm,Free Throw,00:00:06.7,,,Hobart College Statesmen,CU@HOB,01/25/2025,1,,Pat Healy,,,3 Pat Healy > Non Possession > Free Throw
5,Pat Healy,,,,FTM,Free Throw,00:00:06.7,,,Hobart College Statesmen,CU@HOB,01/25/2025,1,,Pat Healy,,,3 Pat Healy > Non Possession > Free Throw
6,Braeden Burns,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:29.3,,,Clarkson University Golden Knights,CU@HOB,01/25/2025,1,19:12,"Braeden Burns, Aidan Rodgers",Spot Up,,24 Braeden Burns > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
7,Aidan Rodgers,,,,"2FGM, Assist",Make 2 Pts,00:00:20.1,,,Hobart College Statesmen,CU@HOB,01/25/2025,1,18:56,"Aidan Rodgers, Carter Meshanic",Handoff,,55 Aidan Rodgers > Hand Off > From Dribble > Left > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
8,Lorenzo Rappa,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:18.7,,,Clarkson University Golden Knights,CU@HOB,01/25/2025,1,18:39,"Lorenzo Rappa, Pat Healy",Spot Up,,0 Lorenzo Rappa > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
9,Alex Moesch,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:22.5,,,Hobart College Statesmen,CU@HOB,01/25/2025,1,18:25,"Alex Moesch, Braeden Burns",Off Screen,,4 Alex Moesch > Off Screen > To Shooter's Left > Flare > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
10,Finn Cork,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:17.4,,,Clarkson University Golden Knights,CU@HOB,01/25/2025,1,18:12,"Finn Cork, Hunter Meshanic",Transition,,40 Finn Cork > Transition > Left Wing > To Basket > Miss 2 Pts
11,Pat Healy,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:31.7,,,Hobart College Statesmen,CU@HOB,01/25/2025,1,17:48,"Pat Healy, Jack Dalgety",Post Up,,3 Pat Healy > Post-Up > Right Block > Right Shoulder > Dribble Move > To Jumper > Miss 2 Pts
12,Braeden Burns,,,,Foul,Foul,00:00:24.3,,,Clarkson University Golden Knights,CU@HOB,01/25/2025,1,17:34,"Hunter Meshanic, Braeden Burns",Handoff,,24 Braeden Burns > Hand Off > From Stationary > Left > To Basket > Foul
13,Braeden Burns,,,,FTm,Free Throw,00:00:07.0,,,Clarkson University Golden Knights,CU@HOB,01/25/2025,1,,Braeden Burns,,,24 Braeden Burns > Non Possession > Free Throw
14,Braeden Burns,,,,"FTm, Def Reb",Free Throw,00:00:07.5,,,Clarkson University Golden Knights,CU@HOB,01/25/2025,1,,"Braeden Burns, Carter Meshanic",,,24 Braeden Burns > Non Possession > Free Throw
