#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Rowan Heinze,,,,"2FGM, Assist",Make 2 Pts,00:00:25.1,,,Bard College,HOB@Bar,01/17/2025,1,19:39,"Rowan Heinze, Max Frei","P&R BH, P&R Roll Man",,23 Max Frei > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Rowan Heinze > P&R Roll Man > Rolls to Basket > Make 2 Pts
2,Pat Healy,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:19.0,,,Hobart College Statesmen,HOB@Bar,01/17/2025,1,19:20,"Max Frei, Pat Healy",Handoff,,3 Pat Healy > Hand Off > From Dribble > Top > To Basket > Miss 2 Pts
3,Carter Meshanic,,,,Off Reb,Run Offense,00:00:07.5,,,Hobart College Statesmen,HOB@Bar,01/17/2025,1,,Carter Meshanic,Off Reb,,23 Carter Meshanic > Offensive Rebound > Short > Run Offense
4,Alex Moesch,,,,"3FGM, Assist",Make 3 Pts,00:00:10.1,,,Hobart College Statesmen,HOB@Bar,01/17/2025,1,19:13,"Alex Moesch, Carter Meshanic",Spot Up,,4 Alex Moesch > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
5,Max Frei,,,,2FGM,Make 2 Pts,00:00:16.6,,,Bard College,HOB@Bar,01/17/2025,1,19:00,Max Frei,Spot Up,,23 Max Frei > Spot-Up > Drives Straight > To Basket > Make 2 Pts
6,Aidan Rodgers,,,,3FGm,Miss 3 Pts,00:00:32.6,,,Hobart College Statesmen,HOB@Bar,01/17/2025,1,18:34,Aidan Rodgers,Spot Up,,55 Aidan Rodgers > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
7,Carter Meshanic,,,,Off Reb,Run Offense,00:00:09.3,,,Hobart College Statesmen,HOB@Bar,01/17/2025,1,,Carter Meshanic,Off Reb,,23 Carter Meshanic > Offensive Rebound > Long > Run Offense
8,Pat Healy,,,,Turnover,Turnover,00:00:24.8,,,Hobart College Statesmen,HOB@Bar,01/17/2025,1,18:12,Pat Healy,"P&R BH, Spot Up",,55 Aidan Rodgers > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Defense Commits > Ball Delivered > 3 Pat Healy > Spot-Up > Turnover
9,Lucas Tovar,,,,"3FGM, Assist",Make 3 Pts,00:00:26.5,,,Bard College,HOB@Bar,01/17/2025,1,17:50,"Lucas Tovar, Ahmad Rauf",Off Screen,,12 Lucas Tovar > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
10,Aidan Rodgers,,,,"3FGM, Assist",Make 3 Pts,00:00:25.0,,,Hobart College Statesmen,HOB@Bar,01/17/2025,1,17:20,"Aidan Rodgers, Alex Moesch",Spot Up,,55 Aidan Rodgers > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
11,Rowan Heinze,,,,Turnover,Turnover,00:00:23.6,,,Bard College,HOB@Bar,01/17/2025,1,16:54,Rowan Heinze,Cut,,21 Rowan Heinze > Cut > Basket > Turnover
12,Pat Healy,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:22.1,,,Hobart College Statesmen,HOB@Bar,01/17/2025,1,16:36,"Pat Healy, Rowan Heinze",Off Screen,,3 Pat Healy > Off Screen > To Shooter's Left > Straight > To Basket > Miss 2 Pts
13,Lucas Tovar,,,,Turnover,Turnover,00:00:15.5,,,Bard College,HOB@Bar,01/17/2025,1,16:27,Lucas Tovar,Transition,,12 Lucas Tovar > Transition > Ballhandler > Turnover
14,Hunter Meshanic,,,,"Turnover, Steal",Turnover,00:00:27.7,,,Hobart College Statesmen,HOB@Bar,01/17/2025,1,16:06,"Hunter Meshanic, Laz Panagiotounis","Post Up, Spot Up",,23 Carter Meshanic > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 24 Hunter Meshanic > Spot-Up > Drives Right > Turnover
15,Laz Panagiotounis,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:13.7,,,Bard College,HOB@Bar,01/17/2025,1,16:00,"Carter Meshanic, Laz Panagiotounis",Transition,,15 Laz Panagiotounis > Transition > First Middle > To Basket > Miss 2 Pts
16,Pat Healy,,,,,Turnover,00:00:16.6,,,Hobart College Statesmen,HOB@Bar,01/17/2025,1,,Pat Healy,,,4 Alex Moesch > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 3 Pat Healy > Spot-Up > Drives Left > Turnover
