#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Aidan Rodgers,,,,,No Violation,00:00:12.1,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,,Aidan Rodgers,,,55 Aidan Rodgers > Non Possession > No Violation
2,Carter Meshanic,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:31.3,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,19:29,"Carter Meshanic, Avery Lee",Post Up,,23 Carter Meshanic > Post-Up > Right Block > Right Shoulder > Dribble Move > To Basket > Miss 2 Pts
3,Kreekor Karageuzian,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:25.1,,,Vassar Brewers,VC@HOB,12/07/2024,1,19:05,"Kreekor Karageuzian, Carter Meshanic",Spot Up,,4 Kreekor Karageuzian > Spot-Up > Drives Right > To Basket > Miss 2 Pts
4,Alex Moesch,,,,"3FGM, Assist",Make 3 Pts,00:00:17.4,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,18:54,"Alex Moesch, Hunter Meshanic",Transition,,4 Alex Moesch > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
5,Kreekor Karageuzian,,,,"2FGM, Assist",Make 2 Pts,00:00:18.1,,,Vassar Brewers,VC@HOB,12/07/2024,1,18:38,"Kreekor Karageuzian, Nathan Denham",Cut,,4 Kreekor Karageuzian > Cut > Basket > Make 2 Pts
6,Alex Moesch,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:27.7,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,18:16,"Alex Moesch, Shea Fitzgerald","Post Up, Spot Up",,23 Carter Meshanic > Post-Up > Left Block > Defense Commits > Ball Delivered > 4 Alex Moesch > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
7,Nathan Denham,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.7,,,Vassar Brewers,VC@HOB,12/07/2024,1,18:05,"Nathan Denham, Hunter Meshanic",,,22 Nathan Denham > No Play Type > To Basket > Miss 2 Pts
8,Alex Moesch,,,,Turnover,Turnover,00:00:22.2,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,17:50,Alex Moesch,Spot Up,,4 Alex Moesch > Spot-Up > Drives Right > Turnover
9,Avery Lee,,,,3FGm,Miss 3 Pts,00:00:25.3,,,Vassar Brewers,VC@HOB,12/07/2024,1,17:34,Avery Lee,Handoff,,2 Avery Lee > Hand Off > From Dribble > Top > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
10,Aidan Rodgers,,,,Turnover,Turnover,00:00:13.3,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,17:19,Aidan Rodgers,,,55 Aidan Rodgers > No Play Type > Turnover
11,Avery Lee,,,,3FGm,Miss 3 Pts,00:00:16.4,,,Vassar Brewers,VC@HOB,12/07/2024,1,17:07,Avery Lee,Off Screen,,2 Avery Lee > Off Screen > To Shooter's Right > Flare > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
12,Sebastian Medina,,,,Off Reb,Run Offense,00:00:11.3,,,Vassar Brewers,VC@HOB,12/07/2024,1,,Sebastian Medina,Off Reb,,5 Sebastian Medina > Offensive Rebound > Short > Run Offense
13,Sebastian Medina,,,,"Foul, Turnover",Turnover,00:00:17.9,,,Vassar Brewers,VC@HOB,12/07/2024,1,16:57,Sebastian Medina,Spot Up,,5 Sebastian Medina > Spot-Up > Drives Right > To Basket > Turnover
14,Aidan Rodgers,,,,Foul,Foul,00:00:22.8,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,16:39,"Nathan Denham, Aidan Rodgers",Spot Up,,55 Aidan Rodgers > Spot-Up > Drives Left > To Basket > Foul
15,Aidan Rodgers,,,,FTM,Free Throw,00:00:06.6,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,,Aidan Rodgers,,,55 Aidan Rodgers > Non Possession > Free Throw
16,Aidan Rodgers,,,,"FTm, Def Reb",Free Throw,00:00:08.7,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,,"Aidan Rodgers, Alex Walters",,,55 Aidan Rodgers > Non Possession > Free Throw
17,Avery Lee,,,,2FGM,Make 2 Pts,00:00:12.5,,,Vassar Brewers,VC@HOB,12/07/2024,1,16:26,Avery Lee,Handoff,,2 Avery Lee > Hand Off > From Dribble > Left > To Basket > Make 2 Pts
18,Aidan Rodgers,,,,Foul,Non Shooting Foul,00:00:27.9,,,,VC@HOB,12/07/2024,1,,Shea Fitzgerald,,,55 Aidan Rodgers > Non Possession > Non Shooting Foul
19,Hunter Meshanic,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:21.6,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,15:43,"Hunter Meshanic, Nathan Denham",Spot Up,,24 Hunter Meshanic > Spot-Up > Drives Left > To Basket > Miss 2 Pts
20,Shea Fitzgerald,,,,Foul,Non Shooting Foul,00:00:15.1,,,,VC@HOB,12/07/2024,1,,Carter Meshanic,,,3 Shea Fitzgerald > Non Possession > Non Shooting Foul
21,Nathan Denham,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:29.3,,,Vassar Brewers,VC@HOB,12/07/2024,1,15:17,"Nathan Denham, Carter Meshanic",Spot Up,,22 Nathan Denham > Spot-Up > Drives Right > To Basket > Miss 2 Pts
22,Luke Adams,,,,3FGm,Miss 3 Pts,00:00:12.4,,,Vassar Brewers,VC@HOB,12/07/2024,1,15:09,Luke Adams,Off Reb,,23 Luke Adams > Offensive Rebound > Long > Scoring Attempt > Long/3pt > Miss 3 Pts
23,Nathan Denham,,,,"2FGM, Off Reb",Make 2 Pts,00:00:12.4,,,Vassar Brewers,VC@HOB,12/07/2024,1,15:09,Nathan Denham,Off Reb,,22 Nathan Denham > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
24,Alex Moesch,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:34.5,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,14:44,"Alex Moesch, Nathan Denham","Post Up, Spot Up",,23 Carter Meshanic > Post-Up > Right Block > Defense Commits > Ball Delivered > 4 Alex Moesch > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
25,Alex Walters,,,,"3FGM, Assist",Make 3 Pts,00:00:19.7,,,Vassar Brewers,VC@HOB,12/07/2024,1,14:30,"Alex Walters, Luke Adams",Handoff,,33 Alex Walters > Hand Off > From Dribble > Right > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
26,Carter Meshanic,,,,Turnover,Turnover,00:00:28.1,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,14:00,Carter Meshanic,,,23 Carter Meshanic > No Play Type > Turnover
27,Shea Fitzgerald,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:11.1,,,Vassar Brewers,VC@HOB,12/07/2024,1,13:54,"Shea Fitzgerald, Gabriel Bergeron",Transition,,3 Shea Fitzgerald > Transition > Ballhandler > To Basket > Miss 2 Pts
28,Aidan Rodgers,,,,"2FGM, Foul",1 Pts,00:00:13.1,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,13:48,"Aidan Rodgers, Alex Walters",Transition,,55 Aidan Rodgers > Transition > Ballhandler > To Basket > Make 2 Pts Foul > 1 Pts
29,Aidan Rodgers,,,,FTM,Free Throw,00:00:06.9,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,,Aidan Rodgers,,,55 Aidan Rodgers > Non Possession > Free Throw
30,Nathan Denham,,,,3FGm,Miss 3 Pts,00:00:15.6,,,Vassar Brewers,VC@HOB,12/07/2024,1,13:36,Nathan Denham,Spot Up,,22 Nathan Denham > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
31,Luke Adams,,,,"2FGM, Off Reb",Make 2 Pts,00:00:08.9,,,Vassar Brewers,VC@HOB,12/07/2024,1,13:36,Luke Adams,Off Reb,,23 Luke Adams > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
32,Monty Nedd,,,,Foul,Non Shooting Foul,00:00:11.5,,,,VC@HOB,12/07/2024,1,,Luke Adams,,,2 Monty Nedd > Non Possession > Non Shooting Foul
33,Aidan Rodgers,,,,"Turnover, Steal",Turnover,00:00:09.8,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,13:19,"Aidan Rodgers, Nathan Denham",,,55 Aidan Rodgers > No Play Type > Turnover
34,Shea Fitzgerald,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.4,,,Vassar Brewers,VC@HOB,12/07/2024,1,13:11,"Shea Fitzgerald, Monty Nedd",Transition,,3 Shea Fitzgerald > Transition > Ballhandler > To Basket > Miss 2 Pts
35,Aidan Rodgers,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:33.9,,,Hobart College Statesmen,VC@HOB,12/07/2024,1,12:47,"Aidan Rodgers, Shea Fitzgerald","Post Up, Spot Up",,1 Dorian Paki > Post-Up > Left Block > Defense Commits > Ball Delivered > 55 Aidan Rodgers > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
