#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Christian Dufort,,,,2FGm,Miss 2 Pts,00:00:18.4,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,19:47,Christian Dufort,"P&R BH, P&R Roll Man",12 Matthew Garside > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 24 Christian Dufort > P&R Roll Man > Rolls to Basket > Miss 2 Pts
2,Christian Dufort,,,,Off Reb,Run Offense,00:00:06.7,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,,Christian Dufort,Off Reb,24 Christian Dufort > Offensive Rebound > Short > Run Offense
3,Tanner Tedesco,,,,2FGM,Make 2 Pts,00:00:20.4,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,19:32,Tanner Tedesco,Handoff,5 Tanner Tedesco > Hand Off > From Dribble > Left > To Basket > Make 2 Pts
4,Chad Martin,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.7,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,19:18,"Matthew Garside, Chad Martin","P&R BH, Spot Up",0 Gregory Gonyea Jr > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 1 Chad Martin > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
5,Jack Plesser,,,,"2FGM, Assist",Make 2 Pts,00:00:17.6,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,18:56,"Jack Plesser, Matthew Garside","P&R BH, P&R Roll Man",12 Matthew Garside > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 33 Jack Plesser > P&R Roll Man > Rolls to Basket > Make 2 Pts
6,Gregory Gonyea Jr,,,,Turnover,Turnover,00:00:11.7,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,18:46,Gregory Gonyea Jr,Transition,0 Gregory Gonyea Jr > Transition > Ballhandler > Turnover
7,Christian Dufort,,,,"2FGM, Assist",Make 2 Pts,00:00:20.8,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,18:27,"Tanner Tedesco, Christian Dufort",Cut,24 Christian Dufort > Cut > Screen > Make 2 Pts
8,Matt Doyle,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:28.5,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,18:00,"Christian Dufort, Matt Doyle","P&R BH, P&R Roll Man",0 Gregory Gonyea Jr > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 44 Matt Doyle > P&R Roll Man > Rolls to Basket > Miss 2 Pts
9,Jack Plesser,,,,Foul,Foul,00:00:26.5,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,17:43,"Matt Doyle, Jack Plesser",Spot Up,33 Jack Plesser > Spot-Up > Drives Straight > Dribble Jumper > Short to < 17' > Foul
10,Jack Plesser,,,,FTM,Free Throw,00:00:04.3,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,,Jack Plesser,,33 Jack Plesser > Non Possession > Free Throw
11,Jack Plesser,,,,FTM,Free Throw,00:00:07.3,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,,Jack Plesser,,33 Jack Plesser > Non Possession > Free Throw
12,Gregory Gonyea Jr,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.1,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,17:28,"Jack Plesser, Gregory Gonyea Jr",Off Screen,0 Gregory Gonyea Jr > Off Screen > To Shooter's Left > Straight > Dribble Jumper > Short to < 17' > Miss 2 Pts
13,Tanner Tedesco,,,,"3FGM, Assist",Make 3 Pts,00:00:13.6,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,17:20,"Christian Dufort, Tanner Tedesco",Transition,5 Tanner Tedesco > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
14,Chad Martin,,,,"Turnover, Steal",Turnover,00:00:19.2,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,17:04,"Christian Dufort, Chad Martin",Spot Up,1 Chad Martin > Spot-Up > Drives Left > Turnover
15,Matthew Garside,,,,3FGm,Miss 3 Pts,00:00:14.0,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,16:49,Matthew Garside,Off Screen,12 Matthew Garside > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
16,Victor Kukta Reyes,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:18.5,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,16:32,"Victor Kukta Reyes, Christian Dufort",Spot Up,30 Victor Kukta Reyes > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
17,Matthew Garside,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.4,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,16:17,"Matthew Garside, Matt Doyle","P&R BH, Spot Up",5 Tanner Tedesco > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Matthew Garside > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
18,Wesley McIntyre,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.3,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,16:09,"Wesley McIntyre, Christian Dufort",Transition,14 Wesley McIntyre > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
19,Jack Plesser,,,,2FGm,Miss 2 Pts,00:00:19.7,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,16:00,Jack Plesser,Cut,33 Jack Plesser > Cut > Basket > Miss 2 Pts
20,Jack Plesser,,,,"2FGm, Off Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:08.6,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,16:00,"Jack Plesser, Brett Roy",Off Reb,33 Jack Plesser > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
21,Tanner Tedesco,,,,3FGM,Make 3 Pts,00:00:19.1,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,15:47,Tanner Tedesco,P&R BH,5 Tanner Tedesco > P&R Ball Handler > High P&R > Go Away from Pick > Dribble Jumper > Long/3pt > Make 3 Pts
22,Gregory Gonyea Jr,,,,2FGm,Miss 2 Pts,00:00:14.2,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,15:31,Gregory Gonyea Jr,Spot Up,0 Gregory Gonyea Jr > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Miss 2 Pts
23,Brett Roy,,,,"Off Reb, Foul, Foul",Run Offense,00:00:06.7,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,,"Brett Roy, Jack Plesser, Jaden Jauregui",Off Reb,45 Brett Roy > Offensive Rebound > Short > Run Offense
24,Wesley McIntyre,,,,,No Violation,00:00:19.1,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,,Wesley McIntyre,,14 Wesley McIntyre > Non Possession > No Violation
25,Tyler Cooper,,,,Turnover,Turnover,00:00:12.5,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,15:15,Tyler Cooper,Spot Up,11 Tyler Cooper > Spot-Up > Drives Left > Turnover
26,Christian Dufort,,,,3FGm,Miss 3 Pts,00:00:14.5,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,15:05,Christian Dufort,"P&R BH, Spot Up",5 Tanner Tedesco > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 24 Christian Dufort > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
27,Jaden Jauregui,,,,"2FGM, Off Reb",Make 2 Pts,00:00:10.9,,,Union (NY) Chargers,VSUL@UNY,11/30/2024,1,15:05,Jaden Jauregui,Off Reb,13 Jaden Jauregui > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
28,Gregory Gonyea Jr,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:22.5,,,Vermont State University Lyndon,VSUL@UNY,11/30/2024,1,14:40,"Gregory Gonyea Jr, Tanner Tedesco","P&R BH, Spot Up",11 Tyler Cooper > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 0 Gregory Gonyea Jr > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
