#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Lorenzo Rappa,,,,2FGm,Miss 2 Pts,00:00:30.8,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,19:37,Lorenzo Rappa,Spot Up,0 Lorenzo Rappa > Spot-Up > Drives Left > To Basket > Miss 2 Pts
2,Braeden Burns,,,,Off Reb,Run Offense,00:00:08.5,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Braeden Burns,Off Reb,24 Braeden Burns > Offensive Rebound > Short > Run Offense
3,Lorenzo Rappa,,,,"2FGM, Assist",Make 2 Pts,00:00:12.5,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,19:31,"Lorenzo Rappa, Finn Cork",Cut,0 Lorenzo Rappa > Cut > Flash > Make 2 Pts
4,Walter Defreitas,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:17.4,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,19:13,"Walter Defreitas, Braeden Burns",Cut,24 Walter Defreitas > Cut > Basket > Miss 2 Pts
5,Steve DeRegis,,,,2FGM,Make 2 Pts,00:00:22.7,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,18:54,Steve DeRegis,Handoff,5 Steve DeRegis > Hand Off > From Dribble > Right > To Basket > Make 2 Pts
6,Mike Hancock,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.6,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,18:43,"Mike Hancock, Ben Rappa","Iso, Cut",5 Mohammad Sylla > ISO > Right > Drives Left > Defense Commits > Ball Delivered > 13 Mike Hancock > Cut > Basket > Miss 2 Pts
7,Braeden Burns,,,,2FGm,Miss 2 Pts,00:00:25.9,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,18:22,Braeden Burns,Spot Up,24 Braeden Burns > Spot-Up > Drives Right > To Basket > Miss 2 Pts
8,Parker Kelly,,,,"2FGM, Assist",Make 2 Pts,00:00:11.3,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,18:02,"Parker Kelly, Nicholas Cortez",Spot Up,21 Parker Kelly > Spot-Up > No Dribble Jumper > Guarded > Medium/17' to <3p > Make 2 Pts
9,Steve DeRegis,,,,Foul,Foul,00:00:17.7,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,17:49,"Nicholas Cortez, Steve DeRegis",Handoff,5 Steve DeRegis > Hand Off > From Dribble > Right > No Dribble Jumper > Guarded > Long/3pt > Foul
10,Steve DeRegis,,,,FTM,Free Throw,00:00:06.6,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Steve DeRegis,,5 Steve DeRegis > Non Possession > Free Throw
11,Steve DeRegis,,,,FTM,Free Throw,00:00:06.7,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Steve DeRegis,,5 Steve DeRegis > Non Possession > Free Throw
12,Steve DeRegis,,,,FTM,Free Throw,00:00:07.5,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Steve DeRegis,,5 Steve DeRegis > Non Possession > Free Throw
13,Mohammad Sylla,,,,3FGM,Make 3 Pts,00:00:23.5,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,17:32,Mohammad Sylla,"P&R BH, P&R Roll Man",21 Parker Kelly > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 5 Mohammad Sylla > P&R Roll Man > Pick and Pops > Drives Left > Dribble Jumper > Long/3pt > Make 3 Pts
14,Ben Rappa,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:12.8,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,17:16,"Ben Rappa, Mohammad Sylla",Off Screen,30 Ben Rappa > Off Screen > To Shooter's Right > Flare > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
15,Mike Hancock,,,,"Turnover, Steal",Turnover,00:00:15.3,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,17:03,"Mike Hancock, Braeden Burns",Cut,13 Mike Hancock > Cut > Basket > Turnover
16,Braeden Burns,,,,Foul,Non Shooting Foul,00:00:25.3,,,,SUN@CU,11/26/2024,1,,Mohammad Sylla,,24 Braeden Burns > Non Possession > Non Shooting Foul
17,Lorenzo Rappa,,,,,No Violation,00:00:11.5,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Lorenzo Rappa,,0 Lorenzo Rappa > Non Possession > No Violation
18,Finn Cork,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.7,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,16:34,"Finn Cork, Mike Hancock",Spot Up,40 Finn Cork > Spot-Up > Drives Right > To Basket > Miss 2 Pts
19,Walter Defreitas,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:32.5,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,16:08,"Walter Defreitas, Finn Cork",Spot Up,24 Walter Defreitas > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
20,Finn Cork,,,,Turnover,Turnover,00:00:08.8,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,15:55,Finn Cork,,40 Finn Cork > No Play Type > Turnover
21,Nicholas Cortez,,,,2FGM,Make 2 Pts,00:00:24.1,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,15:43,Nicholas Cortez,Iso,27 Nicholas Cortez > ISO > Top > Drives Left > Dribble Jumper > Short to < 17' > Make 2 Pts
22,Lorenzo Rappa,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:18.1,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,15:23,"Lorenzo Rappa, Nicholas Cortez",P&R BH,0 Lorenzo Rappa > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
23,Nicholas Cortez,,,,Foul,Non Shooting Foul,00:00:09.7,,,,SUN@CU,11/26/2024,1,,Steve DeRegis,,27 Nicholas Cortez > Non Possession > Non Shooting Foul
24,Parker Kelly,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:16.9,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,15:12,"Parker Kelly, Lorenzo Rappa",Spot Up,21 Parker Kelly > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
25,Braeden Burns,,,,2FGM,Make 2 Pts,00:00:14.6,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,15:01,Braeden Burns,Spot Up,24 Braeden Burns > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Make 2 Pts
26,Mohammad Sylla,,,,"3FGM, Assist",Make 3 Pts,00:00:16.1,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,14:43,"Mohammad Sylla, Mike Hancock",Spot Up,5 Mohammad Sylla > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
27,Finn Cork,,,,"2FGM, Foul, Assist",0 Pts,00:00:19.8,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,14:20,"Finn Cork, Steve DeRegis, Parker Kelly",Cut,40 Finn Cork > Cut > Basket > Make 2 Pts Foul > 0 Pts
28,Finn Cork,,,,FTm,Free Throw,00:00:10.7,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Finn Cork,,40 Finn Cork > Non Possession > Free Throw
29,Braeden Burns,,,,Off Reb,Run Offense,00:00:10.0,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Braeden Burns,Off Reb,24 Braeden Burns > Offensive Rebound > Long > Run Offense
30,Finn Cork,,,,Turnover,Turnover,00:00:18.9,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,14:15,Finn Cork,Post Up,40 Finn Cork > Post-Up > Left Block > Left Shoulder > Dribble Move > Turnover
31,Mohammad Sylla,,,,2FGM,Make 2 Pts,00:00:10.9,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,14:02,Mohammad Sylla,Handoff,5 Mohammad Sylla > Hand Off > From Dribble > Top > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
32,Braeden Burns,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:15.1,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,13:45,"Braeden Burns, Walter Defreitas",Spot Up,24 Braeden Burns > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
33,Parker Kelly,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:27.3,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,13:20,"Parker Kelly, Finn Cork","P&R BH, P&R Roll Man",5 Mohammad Sylla > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Parker Kelly > P&R Roll Man > Pick and Pops > Drives Straight > To Basket > Miss 2 Pts
34,Lorenzo Rappa,,,,"2FGM, Assist",Make 2 Pts,00:00:15.0,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,13:09,"Lorenzo Rappa, Finn Cork",Cut,0 Lorenzo Rappa > Cut > Basket > Make 2 Pts
35,Walter Defreitas,,,,"3FGM, Assist",Make 3 Pts,00:00:12.2,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,12:53,"Parker Kelly, Walter Defreitas",P&R BH,24 Walter Defreitas > P&R Ball Handler > High P&R > Takes Early Jump Shot > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
36,Ben Rappa,,,,3FGm,Miss 3 Pts,00:00:17.3,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,12:37,Ben Rappa,Spot Up,30 Ben Rappa > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
37,Braeden Burns,,,,2FGM,Make 2 Pts,00:00:16.3,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,12:22,Braeden Burns,Spot Up,24 Braeden Burns > Spot-Up > Drives Right > To Basket > Make 2 Pts
38,Parker Kelly,,,,"3FGM, Assist",Make 3 Pts,00:00:18.6,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,12:02,"Parker Kelly, Walter Defreitas",Spot Up,21 Parker Kelly > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
39,Finn Cork,,,,Turnover,Turnover,00:00:23.9,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,11:38,Finn Cork,Post Up,40 Finn Cork > Post-Up > Left Block > Right Shoulder > Dribble Move > To Drop Step > Turnover
40,Bryson Brown,,,,3FGm,Miss 3 Pts,00:00:15.3,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,11:25,Bryson Brown,Spot Up,22 Bryson Brown > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
41,Mohammad Sylla,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:21.9,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,11:03,"Mohammad Sylla, Matthew Parent",Spot Up,5 Mohammad Sylla > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
42,Aydin Kocak,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:30.7,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,10:37,"Aydin Kocak, Nicholas Cortez",Spot Up,23 Aydin Kocak > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
43,Mohammad Sylla,,,,2FGM,Make 2 Pts,00:00:17.7,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,10:23,Mohammad Sylla,Spot Up,5 Mohammad Sylla > Spot-Up > Drives Left > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
44,Aydin Kocak,,,,3FGm,Miss 3 Pts,00:00:36.0,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,9:49,Aydin Kocak,Spot Up,23 Aydin Kocak > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
45,Nicholas Cortez,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:28.2,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,9:13,"Nicholas Cortez, Aydin Kocak",Spot Up,27 Nicholas Cortez > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
46,Jeff Dewar,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:26.7,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,8:50,"Jeff Dewar, Nicholas Cortez",Spot Up,15 Jeff Dewar > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
47,Mohammad Sylla,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:24.7,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,8:28,"Mohammad Sylla, Ben Rappa",Iso,5 Mohammad Sylla > ISO > Right > Drives Right > To Basket > Miss 2 Pts
48,Matt Toscano,,,,Foul,Foul,00:00:15.1,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,8:19,"Bryson Brown, Matt Toscano",Transition,4 Matt Toscano > Transition > First Middle > To Basket > Foul
49,Matt Toscano,,,,FTM,Free Throw,00:00:08.3,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Matt Toscano,,4 Matt Toscano > Non Possession > Free Throw
50,Matt Toscano,,,,FTM,Free Throw,00:00:07.9,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Matt Toscano,,4 Matt Toscano > Non Possession > Free Throw
51,Walter Defreitas,,,,"Turnover, Steal",Turnover,00:00:18.5,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,8:02,"Walter Defreitas, Jeff Dewar",Cut,24 Walter Defreitas > Cut > Flash > Turnover
52,Matthew Parent,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:15.7,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,7:52,"Matthew Parent, Walter Defreitas",Handoff,44 Matthew Parent > Hand Off > From Stationary > Left > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
53,Bryson Brown,,,,"2FGM, Assist",Make 2 Pts,00:00:22.5,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,7:31,"Bryson Brown, Lauwensky Astrel",Cut,22 Bryson Brown > Cut > Basket > Make 2 Pts
54,Matthew Parent,,,,3FGm,Miss 3 Pts,00:00:21.6,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,7:15,Matthew Parent,Spot Up,44 Matthew Parent > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
55,Matt Toscano,,,,"2FGm, Off Reb, Def Reb",Miss 2 Pts,00:00:10.4,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,7:15,"Matt Toscano, Nicholas Cortez",Off Reb,4 Matt Toscano > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
56,Bryson Brown,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:21.7,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,6:54,"Bryson Brown, Jeff Dewar",Spot Up,22 Bryson Brown > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
57,Matthew Parent,,,,"3FGM, Assist",Make 3 Pts,00:00:11.9,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,6:47,"Matthew Parent, Steve DeRegis",Transition,44 Matthew Parent > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
58,Erik Wall,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.4,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,6:27,"Erik Wall, Matthew Parent",Handoff,11 Erik Wall > Hand Off > From Dribble > Left > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
59,Matthew Parent,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:15.2,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,6:16,"Erik Wall, Matthew Parent",Transition,44 Matthew Parent > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
60,Lauwensky Astrel,,,,Foul,Non Shooting Foul,00:00:20.4,,,,SUN@CU,11/26/2024,1,,Jeff Dewar,,23 Lauwensky Astrel > Non Possession > Non Shooting Foul
61,Parker Kelly,,,,2FGm,Miss 2 Pts,00:00:17.0,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,5:51,Parker Kelly,Post Up,21 Parker Kelly > Post-Up > Flash Middle > Left Shoulder > Dribble Move > To Hook > Miss 2 Pts
62,Walter Defreitas,,,,"Off Reb, Foul",Foul,00:00:09.1,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,5:51,"Walter Defreitas, Braeden Burns",Off Reb,24 Walter Defreitas > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul
63,Walter Defreitas,,,,FTM,Free Throw,00:00:11.1,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,,Walter Defreitas,,24 Walter Defreitas > Non Possession > Free Throw
64,Walter Defreitas,,,,FTM,Free Throw,00:00:08.6,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,,Walter Defreitas,,24 Walter Defreitas > Non Possession > Free Throw
65,Braeden Burns,,,,2FGM,Make 2 Pts,00:00:16.1,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,5:35,Braeden Burns,Handoff,24 Braeden Burns > Hand Off > From Dribble > Left > To Basket > Make 2 Pts
66,Parker Kelly,,,,2FGM,Make 2 Pts,00:00:16.7,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,5:21,Parker Kelly,Cut,21 Parker Kelly > Cut > Flash > Make 2 Pts
67,Steve DeRegis,,,,"3FGM, Assist",Make 3 Pts,00:00:18.9,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,4:57,"Steve DeRegis, Tyson Maxam",Spot Up,5 Steve DeRegis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
68,Mohammad Sylla,,,,2FGM,Make 2 Pts,00:00:18.5,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,4:38,Mohammad Sylla,Spot Up,5 Mohammad Sylla > Spot-Up > Drives Right > To Basket > Make 2 Pts
69,Matt Toscano,,,,Foul,Foul,00:00:18.3,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,4:21,"Erik Wall, Matt Toscano",Off Screen,4 Matt Toscano > Off Screen > To Shooter's Right > Straight > To Basket > Foul
70,Matt Toscano,,,,FTM,Free Throw,00:00:06.7,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Matt Toscano,,4 Matt Toscano > Non Possession > Free Throw
71,Matt Toscano,,,,FTM,Free Throw,00:00:08.0,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Matt Toscano,,4 Matt Toscano > Non Possession > Free Throw
72,Mohammad Sylla,,,,2FGM,Make 2 Pts,00:00:17.4,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,4:02,Mohammad Sylla,Spot Up,5 Mohammad Sylla > Spot-Up > Drives Right > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
73,Braeden Burns,,,,2FGM,Make 2 Pts,00:00:18.8,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,3:42,Braeden Burns,Spot Up,24 Braeden Burns > Spot-Up > Drives Right > To Basket > Make 2 Pts
74,Mohammad Sylla,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:12.6,,,SUNY Potsdam Bears,SUN@CU,11/26/2024,1,3:27,"Finn Cork, Mohammad Sylla",Spot Up,5 Mohammad Sylla > Spot-Up > Drives Straight > Dribble Jumper > Long/3pt > Miss 3 Pts
75,Finn Cork,,,,Foul,Foul,00:00:22.0,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,3:11,"Walter Defreitas, Finn Cork",Cut,40 Finn Cork > Cut > Basket > Foul
76,Finn Cork,,,,FTm,Free Throw,00:00:07.3,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Finn Cork,,40 Finn Cork > Non Possession > Free Throw
77,Finn Cork,,,,FTM,Free Throw,00:00:06.9,,,Clarkson University Golden Knights,SUN@CU,11/26/2024,1,,Finn Cork,,40 Finn Cork > Non Possession > Free Throw
