#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Henry Perkins,,,,Turnover,Turnover,00:00:32.7,,,Hartwick,HAR@Bar,12/14/2024,1,19:31,Henry Perkins,Post Up,,34 Henry Perkins > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Turnover
2,Rowan Heinze,,,,2FGM,Make 2 Pts,00:00:09.7,,,Bard College,HAR@Bar,12/14/2024,1,19:24,Rowan Heinze,Cut,,21 Rowan Heinze > Cut > Flash > Make 2 Pts
3,Brian Bonin,,,,,No Violation,00:00:13.6,,,Hartwick,HAR@Bar,12/14/2024,1,,Brian Bonin,,,2 Brian Bonin > Non Possession > No Violation
4,Brian Bonin,,,,2FGm,Miss 2 Pts,00:00:15.7,,,Hartwick,HAR@Bar,12/14/2024,1,19:03,Brian Bonin,Cut,,2 Brian Bonin > Cut > Flash > Miss 2 Pts
5,Mike Gitz,,,,Off Reb,Run Offense,00:00:08.0,,,Hartwick,HAR@Bar,12/14/2024,1,,Mike Gitz,Off Reb,,0 Mike Gitz > Offensive Rebound > Short > Run Offense
6,Malachi Polson,,,,"3FGM, Assist",Make 3 Pts,00:00:10.5,,,Hartwick,HAR@Bar,12/14/2024,1,18:57,"Malachi Polson, Mike Gitz",Spot Up,,3 Malachi Polson > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
7,Ahmad Rauf,,,,"3FGM, Assist",Make 3 Pts,00:00:15.5,,,Bard College,HAR@Bar,12/14/2024,1,18:41,"Ahmad Rauf, Rowan Heinze",Spot Up,,1 Ahmad Rauf > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
8,Malachi Polson,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:18.7,,,Hartwick,HAR@Bar,12/14/2024,1,18:24,"Malachi Polson, Azriel Almodovar",P&R BH,,3 Malachi Polson > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
9,Laz Panagiotounis,,,,"3FGM, Assist",Make 3 Pts,00:00:13.7,,,Bard College,HAR@Bar,12/14/2024,1,18:14,"Laz Panagiotounis, Ahmad Rauf",Spot Up,,15 Laz Panagiotounis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
10,Mike Gitz,,,,"Turnover, Steal",Turnover,00:00:19.3,,,Hartwick,HAR@Bar,12/14/2024,1,17:50,"Mike Gitz, Azriel Almodovar",Handoff,,0 Mike Gitz > Hand Off > From Dribble > Right > Turnover
11,Sean Wilcox,,,,Foul,Foul,00:00:10.8,,,Bard College,HAR@Bar,12/14/2024,1,17:44,"Henry Perkins, Sean Wilcox",Transition,,31 Sean Wilcox > Transition > First Middle > To Basket > Foul
12,Sean Wilcox,,,,FTm,Free Throw,00:00:06.1,,,Bard College,HAR@Bar,12/14/2024,1,,Sean Wilcox,,,31 Sean Wilcox > Non Possession > Free Throw
13,Sean Wilcox,,,,"FTm, Def Reb",Free Throw,00:00:07.9,,,Bard College,HAR@Bar,12/14/2024,1,,"Sean Wilcox, Henry Perkins",,,31 Sean Wilcox > Non Possession > Free Throw
14,Joey Mclaurin,,,,"3FGM, Assist",Make 3 Pts,00:00:20.9,,,Hartwick,HAR@Bar,12/14/2024,1,17:19,"Joey Mclaurin, Brian Bonin",Handoff,,11 Joey Mclaurin > Hand Off > From Dribble > Left > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
15,Ahmad Rauf,,,,3FGm,Miss 3 Pts,00:00:19.5,,,Bard College,HAR@Bar,12/14/2024,1,17:02,Ahmad Rauf,Spot Up,,1 Ahmad Rauf > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
16,Sean Wilcox,,,,"2FGM, Off Reb",Make 2 Pts,00:00:07.4,,,Bard College,HAR@Bar,12/14/2024,1,17:02,Sean Wilcox,Off Reb,,31 Sean Wilcox > Offensive Rebound > Short > Scoring Attempt > Short to < 17' > Make 2 Pts
17,Joey Mclaurin,,,,"3FGM, Assist",Make 3 Pts,00:00:12.8,,,Hartwick,HAR@Bar,12/14/2024,1,16:41,"Joey Mclaurin, Malachi Polson","P&R BH, Spot Up",,3 Malachi Polson > P&R Ball Handler > Right P&R > Side > Go Away from Pick > Defense Commits > Ball Delivered > 11 Joey Mclaurin > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
18,Ahmad Rauf,,,,"2FGM, Assist",Make 2 Pts,00:00:10.5,,,Bard College,HAR@Bar,12/14/2024,1,16:31,"Ahmad Rauf, Sean Wilcox",Transition,,1 Ahmad Rauf > Transition > Left Wing > Dribble Jumper > Short to < 17' > Make 2 Pts
19,Xymier Thomas,,,,"2FGM, Assist",Make 2 Pts,00:00:21.9,,,Hartwick,HAR@Bar,12/14/2024,1,16:09,"Xymier Thomas, Henry Perkins","Post Up, Cut",,34 Henry Perkins > Post-Up > Right Block > Defense Commits > Ball Delivered > 35 Xymier Thomas > Cut > Basket > Make 2 Pts
20,Sean Wilcox,,,,"2FGM, Assist",Make 2 Pts,00:00:15.7,,,Bard College,HAR@Bar,12/14/2024,1,15:55,"Sean Wilcox, Rowan Heinze",Cut,,31 Sean Wilcox > Cut > Basket > Make 2 Pts
21,Joey Mclaurin,,,,3FGm,Miss 3 Pts,00:00:20.4,,,Hartwick,HAR@Bar,12/14/2024,1,15:31,Joey Mclaurin,Spot Up,,11 Joey Mclaurin > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
22,Henry Perkins,,,,"2FGM, Off Reb",Make 2 Pts,00:00:08.4,,,Hartwick,HAR@Bar,12/14/2024,1,15:31,Henry Perkins,Off Reb,,34 Henry Perkins > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
23,Ahmad Rauf,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:22.9,,,Bard College,HAR@Bar,12/14/2024,1,15:08,"Ahmad Rauf, Joey Mclaurin",Spot Up,,1 Ahmad Rauf > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
24,Xymier Thomas,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:24.2,,,Hartwick,HAR@Bar,12/14/2024,1,14:49,"Xymier Thomas, Azriel Almodovar",Cut,,35 Xymier Thomas > Cut > Flash > Miss 2 Pts
25,Ahmad Rauf,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.8,,,Bard College,HAR@Bar,12/14/2024,1,14:40,"Ahmad Rauf, Malachi Polson",Transition,,1 Ahmad Rauf > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
26,Malachi Polson,,,,3FGm,Miss 3 Pts,00:00:13.3,,,Hartwick,HAR@Bar,12/14/2024,1,14:26,Malachi Polson,"Post Up, Spot Up",,34 Henry Perkins > Post-Up > Right Block > Defense Commits > Ball Delivered > 3 Malachi Polson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
27,Malachi Polson,,,,2FGm,Miss 2 Pts,00:00:07.6,,,Hartwick,HAR@Bar,12/14/2024,1,14:20,Malachi Polson,Cut,,3 Malachi Polson > Cut > Flash > Miss 2 Pts
28,Laz Panagiotounis,,,,Foul,Non Shooting Foul,00:00:08.7,,,,HAR@Bar,12/14/2024,1,,Malachi Polson,,,15 Laz Panagiotounis > Non Possession > Non Shooting Foul
