#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Jake Devaney,,,,"2FGM, Assist",Make 2 Pts,00:00:20.1,,,SUNY Maritime Privateers,HOB@SMP,12/30/2024,1,19:42,"Jake Devaney, Jake Murphy","P&R BH, P&R Roll Man",,21 Jake Murphy > P&R Ball Handler > Left P&R > Side > Defense Commits > Ball Delivered > 4 Jake Devaney > P&R Roll Man > Slips the Pick > To Basket > Make 2 Pts
2,Alex Moesch,,,,2FGM,Make 2 Pts,00:00:25.3,,,Hobart College Statesmen,HOB@SMP,12/30/2024,1,19:20,Alex Moesch,Spot Up,,4 Alex Moesch > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Make 2 Pts
3,Tyler Anderson,,,,2FGM,Make 2 Pts,00:00:10.0,,,SUNY Maritime Privateers,HOB@SMP,12/30/2024,1,19:03,Tyler Anderson,Iso,,3 Tyler Anderson > ISO > Right > Drives Left > To Basket > Make 2 Pts
4,Carter Meshanic,,,,"Turnover, Steal",Turnover,00:00:28.1,,,Hobart College Statesmen,HOB@SMP,12/30/2024,1,18:30,"Carter Meshanic, Jake Murphy",Post Up,,23 Carter Meshanic > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Turnover
5,Theo Noble,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:15.5,,,SUNY Maritime Privateers,HOB@SMP,12/30/2024,1,18:21,"Theo Noble, Carter Meshanic",Spot Up,,24 Theo Noble > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
6,Alex Moesch,,,,3FGm,Miss 3 Pts,00:00:24.9,,,Hobart College Statesmen,HOB@SMP,12/30/2024,1,18:08,Alex Moesch,Spot Up,,4 Alex Moesch > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
7,Carter Meshanic,,,,Off Reb,Run Offense,00:00:07.3,,,Hobart College Statesmen,HOB@SMP,12/30/2024,1,,Carter Meshanic,Off Reb,,23 Carter Meshanic > Offensive Rebound > Long > Run Offense
8,Hunter Meshanic,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:12.5,,,Hobart College Statesmen,HOB@SMP,12/30/2024,1,18:00,"Hunter Meshanic, Tyler Anderson",Spot Up,,24 Hunter Meshanic > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
9,Theo Noble,,,,3FGm,Miss 3 Pts,00:00:25.1,,,SUNY Maritime Privateers,HOB@SMP,12/30/2024,1,17:33,Theo Noble,Spot Up,,24 Theo Noble > Spot-Up > Drives Straight > Dribble Jumper > Long/3pt > Miss 3 Pts
10,Aidan Rodgers,,,,Turnover,Turnover,00:00:26.7,,,Hobart College Statesmen,HOB@SMP,12/30/2024,1,17:02,Aidan Rodgers,P&R BH,,55 Aidan Rodgers > P&R Ball Handler > Left P&R > Baseline > Go Away from Pick > Defense Commits > Turnover
11,Theo Noble,,,,2FGm,Miss 2 Pts,00:00:21.5,,,SUNY Maritime Privateers,HOB@SMP,12/30/2024,1,16:38,Theo Noble,Spot Up,,24 Theo Noble > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
12,Tyler Anderson,,,,3FGm,Miss 3 Pts,00:00:13.5,,,SUNY Maritime Privateers,HOB@SMP,12/30/2024,1,16:33,Tyler Anderson,Spot Up,,3 Tyler Anderson > Spot-Up > Drives Right > Dribble Jumper > Long/3pt > Miss 3 Pts
13,Evan Block,,,,"2FGm, Off Reb, Def Reb",Miss 2 Pts,00:00:07.3,,,SUNY Maritime Privateers,HOB@SMP,12/30/2024,1,16:33,"Evan Block, Aidan Rodgers",Off Reb,,44 Evan Block > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
14,Carter Meshanic,,,,,No Violation,00:00:19.5,,,Hobart College Statesmen,HOB@SMP,12/30/2024,1,,Carter Meshanic,,,23 Carter Meshanic > Non Possession > No Violation
15,Carter Meshanic,,,,"2FGM, Assist",Make 2 Pts,00:00:16.9,,,Hobart College Statesmen,HOB@SMP,12/30/2024,1,16:05,"Carter Meshanic, Aidan Rodgers",Cut,,23 Carter Meshanic > Cut > Basket > Make 2 Pts
16,Evan Block,,,,"3FGM, Assist",Make 3 Pts,00:00:30.5,,,SUNY Maritime Privateers,HOB@SMP,12/30/2024,1,15:36,"Jake Murphy, Evan Block",Spot Up,,44 Evan Block > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
